,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
EL DORADO / OATES PRAIRIE,54120.50443,35207.26009,44184.27519,24294.70178,77259.567,83135.22055,72003.13462,54992.40165,159821.7219,57642.30074,30334.14096,24370.66631,18763.71527,21821.08706,63423.26607,50950.52267,24236.53202,79699.27997,43534.72425,75713.497,98892.99113,0,90315.74708,16270.88494,18133.09973,82320.40943,51674.76826,67003.83635,23639.95506,101888.7232,38397.67587,21309.21394,67522.00678,54251.38288,68167.52438,38479.93857,109236.38,77869.41318,84777.51222,103814.3243,105944.6266,88746.4675,106139.4343,96024.45763,112602.5775,113136.0131,109263.7889,85693.25047,79423.77422,107517.4804,96641.7264,70351.01218,121065.9733,42778.89017,103123.7096,95000.57607,83611.55304,98383.02679,74279.05923,57981.68941,65070.05543,54103.96239,43331.8989,50815.30096,63370.69559,84003.80306,51903.50993,48122.56766,36012.1382,61487.2064,107019.3577,58826.91395,39790.25392,67493.44558,49602.41992,87767.21612,41842.31855,53317.2534,75431.63493,86332.8589,62540.98778,32949.34157,64756.82449,105989.4354,57712.41348,122592.1836,109049.276,134700.2764
SPRING BRANCH CENTRAL,51515.258,64526.19805,54922.25823,83154.81855,27614.98682,29712.49158,105742.4071,94758.81258,84530.68236,44086.08535,61527.97363,78644.54478,76403.43399,101508.5907,28699.07543,42181.7749,66710.1587,97095.32484,48781.56446,16011.64447,11879.16878,90315.74708,0,93893.39012,75726.3694,12702.06486,38704.70603,31248.14171,66844.14513,21067.46602,58804.39653,86619.09928,33334.13655,46607.23494,48165.34113,75315.20009,55850.07442,57845.32562,94070.69414,143993.5521,152435.4823,17715.09903,19541.22032,40579.04562,52804.23271,77307.23753,72178.44805,132965.3167,84804.95409,56890.06175,79237.24722,74091.80229,55554.93295,83365.04777,160366.5683,60875.17571,58370.773,51080.71279,62011.33658,78146.64697,61003.48088,67757.49047,90424.20622,97954.08766,58317.19711,40709.47403,62021.12372,75764.81494,86289.23638,50417.88969,36696.9011,57933.51282,74431.71171,41342.26626,61054.38933,29833.91988,64756.24381,54163.19248,52334.01494,51284.39989,109092.9395,75666.12033,34646.64717,31897.18656,45592.89324,45473.90214,32019.64796,57135.59478
HUNTERWOOD,58704.41387,43666.63524,50748.52591,33909.2947,90563.9082,95421.2193,81037.71227,66238.27914,176089.7281,73907.76626,41153.58992,35206.91717,27167.92847,24815.57945,72395.87614,66674.39036,38191.75595,91413.6817,46996.14154,85742.22249,105720.2199,16270.88494,93893.39012,0,21357.66476,87431.14027,58293.53741,81537.32453,33156.47686,109496.5084,47526.45135,22149.56519,80021.42405,64955.93759,70402.16672,39113.02825,118965.622,84683.03948,86046.73101,102366.5369,104416.9269,103145.6768,109533.9198,112084.6992,117746.8274,127067.909,114480.8415,89505.78703,92162.40372,123154.0613,110844.2766,83504.34982,137066.5752,46374.29204,106059.478,106779.2455,95471.8128,110552.1108,88077.6506,70243.97203,75824.91994,67910.07366,49587.11691,57652.28512,71381.24029,93797.06378,64787.99463,53510.32628,39894.79148,72809.10636,120156.4689,63830.24267,45304.40899,80310.68421,55907.01259,103621.457,47178.8216,58248.87817,84202.98374,101534.721,65801.68664,38376.19176,79057.23312,122258.1908,64493.37834,138591.9825,125057.2055,150614.8516
SETTEGAST,41622.4669,29600.53174,32572.7635,28536.10144,71578.01182,76578.12418,75093.09243,56470.13693,157118.3193,54918.0867,22831.25705,27987.28565,18537.53363,31398.57413,54180.09063,48322.03724,19728.45526,80467.8099,28833.87269,67352.02557,87586.88487,18133.09973,75726.3694,21357.66476,0,69367.51689,39582.31172,63108.36304,15268.40271,90749.43613,28914.65319,17327.67085,61138.81597,46428.04906,51499.18372,30667.32646,100432.206,68570.23569,74647.44393,104373.2344,106675.0491,84455.28496,91281.22013,93265.60383,100115.2025,110689.7294,100259.5233,91442.89169,79106.12154,104765.8524,94032.79344,69555.66954,118305.2523,41930.66027,110177.5305,89452.78463,78450.56016,92000.34358,71318.81013,58474.87019,59162.18244,52292.18328,44681.55608,54728.53493,54348.4665,75312.26183,48161.08233,43125.88133,37628.92914,55306.61313,101178.7678,49005.08966,36995.76556,61653.19424,42624.34899,84683.29169,37016.65207,43192.0725,66650.04277,83457.6097,65887.16414,29410.03112,60274.76561,103285.3549,46104.41925,120012.2992,106468.4672,132122.4583
LANGWOOD,45108.94032,59037.14901,48705.75803,77829.03506,34334.39387,28222.39658,105387.6401,93280.94671,93578.27096,39070.47249,54518.2877,74128.30202,70254.38156,93997.60227,23901.65428,36368.50625,58652.49562,99007.61745,42812.30495,16129.21027,18300.13035,82320.40943,12702.06486,87431.14027,69367.51689,0,30676.72047,23181.05531,59299.95971,26724.60929,51763.84961,78980.18272,28757.72371,41049.94721,36896.37721,68186.77116,52016.79948,53773.95127,89621.32855,139531.8486,147071.7169,20058.11533,23875.18166,50098.9568,59380.07692,88843.848,73797.46277,131356.784,86013.50772,67535.81374,85368.00244,76086.06853,67943.64379,77034.90174,158385.1129,66059.94225,62456.27925,53678.22448,61165.6325,78874.12924,60724.7053,66275.02304,84102.08967,95083.96935,52459.65095,44477.22183,60313.79138,73371.14743,81692.40755,49214.98942,45790.92267,51888.66134,69861.13097,39045.2041,59177.60297,36635.99815,58694.20412,47876.33374,54447.77699,55436.55954,106829.5383,71205.92101,34844.68815,42922.07809,42306.30655,52237.26313,39002.35888,63751.13313
INDEPENDENCE HEIGHTS,31534.15639,35675.5914,30666.26815,53449.83735,41224.91207,39700.47759,87149.01273,70760.00157,121955.0707,26163.70168,27664.61516,47422.94283,42559.05752,63635.74034,18969.75299,13638.98596,28036.8517,83665.29371,17091.28991,29694.77433,48607.48213,51674.76826,38704.70603,58293.53741,39582.31172,30676.72047,0,24002.33364,30587.86161,51203.04129,24609.96328,49416.08434,24273.72318,18603.78938,25206.44568,41559.06415,65071.67056,46504.34182,68017.89059,117439.3029,122304.6002,44874.97115,54530.17216,65101.09116,74390.92029,95621.4743,82526.50119,108835.0147,77799.69814,79818.72295,80627.56865,67202.36879,89254.85342,60540.13405,133394.2765,71966.37352,63552.92287,67239.82229,58608.62031,62741.2077,52687.64153,54321.94593,67228.25752,70917.29879,45191.73904,52311.88225,44708.4542,50440.27773,59380.23793,42308.3662,68975.21974,42633.50587,50340.9898,38832.81464,40362.39434,54550.86886,41330.72301,35413.52807,51382.17787,62509.08407,87033.85839,48209.31505,36174.31952,68904.27747,31003.81414,82228.16602,68787.28479,93988.74197
CENTRAL NORTHWEST,44931.42379,52968.02538,47018.61586,73795.65468,31236.25705,24838.09521,92323.02018,76488.10371,102447.8645,22868.0237,47711.77522,58695.15392,64952.76774,72002.41961,15019.93735,20346.43593,44759.71988,87951.05009,35608.35124,18887.50286,39855.91554,67003.83635,31248.14171,81537.32453,63108.36304,23181.05531,24002.33364,0,48622.80747,43327.35061,40291.45967,62890.02885,20212.20689,24243.24236,27998.25718,51722.81416,59725.85468,46953.20211,72418.25707,122191.4255,127718.6365,28474.27748,47056.05224,53237.0186,69618.91968,88853.60617,78968.9317,112834.1562,83192.46969,68496.36171,77692.72255,69777.26857,75849.23225,76742.61039,138598.5204,66516.65061,60285.29305,59245.02162,61483.83867,73740.24658,59410.99157,64384.27738,83782.11573,88011.64903,54612.94229,44813.5116,56061.75671,64257.69243,77389.67108,48221.24514,55600.26079,53360.2595,67835.63424,41070.67207,54525.22583,42926.87019,57378.48272,48345.48359,53623.97053,56997.71849,103179.0225,67466.74796,34002.49197,52445.70088,40510.4088,60251.39109,47373.94168,71255.79816
TRINITY / HOUSTON GARDENS,41837.39393,33952.76889,33890.44819,32515.99737,59357.35143,63567.49193,76828.30936,57983.83693,144041.25,42842.66929,20399.2426,29693.20821,20942.33036,36084.98215,44350.96272,33654.5756,14754.47547,81704.92708,23124.43462,55390.61305,76100.54794,23639.95506,66844.14513,33156.47686,15268.40271,59299.95971,30587.86161,48622.80747,0,78585.87936,15897.89519,19882.32409,48185.88939,33410.05325,47181.69344,24347.25803,88699.55048,56497.55541,65036.04515,100440.7022,102822.9158,70340.66062,82637.59325,82443.94773,99085.13533,105574.9999,101032.6065,93099.5445,79420.26223,95475.97377,88444.7536,69121.52255,107571.2373,48919.26141,112493.691,86238.3387,76362.23175,85852.68612,69165.75955,59669.46109,60260.4094,52103.09064,53334.6688,56441.98413,55790.08781,70033.23136,50909.62206,46307.11291,45767.56295,52232.05024,89612.96716,50377.50656,41184.61655,54836.31435,44437.79572,73155.5979,40803.52477,44027.82405,66236.26678,76666.05949,74714.09582,34858.60794,50199.12306,90347.17365,44360.34377,105667.8688,92149.35281,117626.4372
CARVERDALE,71517.54456,80574.22294,74539.94241,101854.0885,44880.98995,27095.30225,122832.1162,111731.1169,83564.11608,59140.61959,75927.36453,94262.3672,93229.9617,114188.8988,43684.14398,56770.6134,78602.4617,114592.7674,63910.45081,32416.35382,16841.10486,101888.7232,21067.46602,109496.5084,90749.43613,26724.60929,51203.04129,43327.35061,78585.87936,0,68371.25846,97196.58931,38905.87781,57318.05779,46916.54834,84874.00907,38303.02676,59115.49202,97182.87186,147194.2672,157221.1854,15057.31033,12030.58823,58294.21254,66563.69779,95660.72609,91094.56907,149953.5484,105868.2511,75391.03773,97147.78266,92954.4656,67322.0241,103509.5034,177259.786,79860.72347,79046.86978,68867.01809,83043.71849,98040.89833,82070.76927,88699.20128,110581.3674,115329.8554,79172.80088,60889.48793,81429.88277,92374.43538,104830.6479,71435.7997,51394.53162,78604.36526,94570.8343,62407.3358,80598.57887,46488.49832,84511.80525,74443.95394,73197.27062,70814.36622,129541.6244,95233.57767,55702.38899,40566.17692,66028.63548,39544.76047,28982.58529,48872.36798
EASTEX - JENSEN AREA,43065.46062,39662.07349,37488.49978,47762.78351,54698.28934,48093.45242,82303.25292,65916.71161,138947.4056,38173.94297,29381.48648,37379.71368,36084.07441,50858.10406,40387.56337,28320.32516,22413.87268,81273.14116,20722.2869,49550.32855,67665.70534,38397.67587,58804.39653,47526.45135,28914.65319,51763.84961,24609.96328,40291.45967,15897.89519,68371.25846,0,30925.04765,33027.93218,17515.54438,34520.18037,19507.35798,75591.6345,41946.09282,53884.0548,98119.94906,100609.8224,58773.24621,73239.67531,77945.61652,96302.03738,107158.5549,100793.2429,100498.2748,81960.90431,91367.59203,85487.19471,70929.64451,103041.4508,61428.3901,123088.3951,86106.11445,77223.42184,83877.02792,70668.48925,66904.16999,64416.40968,60029.48869,66739.78492,67923.23609,57593.31621,67808.02796,55078.42619,53171.45909,58973.41037,54174.14893,84919.49499,53173.82451,51776.87635,54085.76114,48207.40646,69029.32577,46079.44837,45672.70638,66718.11343,76400.16397,87813.55579,47458.79234,48377.15552,85312.50358,44209.332,100152.9293,86792.17199,111535.736
EAST HOUSTON,57706.97279,46920.85645,49095.51869,36436.8716,76730.87376,73855.54701,79209.77108,65922.05269,160303.7872,59209.70405,34677.66167,30224.47629,28189.16793,30069.02836,62660.94964,49336.40768,28781.59269,84938.53311,41861.78936,74304.20662,95931.73264,21309.21394,86619.09928,22149.56519,17327.67085,78980.18272,49416.08434,62890.02885,19882.32409,97196.58931,30925.04765,0,59191.93572,42855.2007,60665.99817,20023.9215,101348.1618,63046.05363,64135.40199,87199.52181,89472.29483,83672.17591,102055.9627,98705.8659,116166.6731,119241.8701,116613.054,92344.95897,86014.35488,111367.3922,100299.6401,78480.38825,123841.2885,58653.62774,110538.5969,101826.3172,91702.96771,102519.3163,84449.49674,71057.87895,74998.48134,65585.46059,60474.96241,58079.66483,71035.93922,87042.62396,64559.11598,60391.00917,53342.30122,67639.99267,107729.5239,65636.73879,54287.41877,71171.62765,59481.82797,89736.2305,54338.99731,59594.92289,81768.66151,92308.72674,80729.23201,46663.98154,66982.10992,106670.0155,60721.39029,121337.2131,107873.3162,133106.4485
ACRES HOME,53838.95292,59542.77488,54155.56515,77234.88349,42644.63322,15624.12753,102344.6431,85649.93972,111376.1017,38152.63502,51932.05127,62322.98873,65990.18181,77355.03279,30376.1884,31149.16558,47047.3154,98507.1791,38740.2893,30606.98387,39489.29498,67522.00678,33334.13655,80021.42405,61138.81597,28757.72371,24273.72318,20212.20689,48185.88939,38905.87781,33027.93218,59191.93572,0,20066.67664,19193.24525,48185.88939,49737.31142,27882.51319,61202.75174,110864.0774,120427.7243,26711.87974,44002.35808,66534.64375,83888.10874,103763.8886,97288.1336,123262.7724,95207.79202,83512.99324,88929.24654,81721.7249,84408.06144,84337.86292,148275.1502,84520.80125,76733.04064,76552.39184,74771.77388,84619.78402,71988.77016,75514.42814,91150.79078,93876.45558,65859.13037,62337.70342,66377.61931,72404.74109,83553.49862,60937.01554,68090.94858,63935.84257,74386.33058,56621.38515,63225.00732,58254.12738,64905.95186,57700.73765,69659.90284,75746.76784,110930.1721,72476.0993,49579.04616,62957.32343,51462.71139,68965.47561,56273.94534,79682.51761
NORTHSIDE/NORTHLINE,49725.62077,52243.06249,48046.81137,64832.75895,48968.71203,35191.57054,96430.29517,79528.56128,125688.5965,41091.86271,43013.09045,50591.95218,53196.0853,59939.57279,36479.04898,31066.9537,36780.83559,93684.50711,30606.42774,40909.90268,54866.40324,54251.38288,46607.23494,64955.93759,46428.04906,41049.94721,18603.78938,24243.24236,33410.05325,57318.05779,17515.54438,42855.2007,20066.67664,0,27742.71399,32445.48848,68742.97437,33419.96015,49737.5023,99558.38238,106070.0294,43831.53289,61570.07194,72637.66584,92303.44383,108023.6752,101038.2734,109103.2874,92216.25593,88840.8631,84687.22325,79728.76355,96012.19742,76453.46417,129832.5621,87038.91763,78483.44548,81755.33904,74729.17609,79914.64264,71284.25563,72654.01525,82341.17584,83955.73257,63698.2265,66103.87751,62984.37123,66089.76339,74548.93766,60855.574,77889.63111,61030.88969,66248.2137,56614.66173,58102.35614,65545.63457,58349.31906,53558.22472,69838.05831,77548.70576,102907.9953,62890.21171,49421.46242,74219.64799,49496.93465,84295.49574,71185.71051,95477.12883
HIDDEN VALLEY,52203.05378,59102.63129,53424.64802,73956.19348,58162.95298,26170.8921,112301.212,95850.96883,129580.6392,45609.36639,52357.55256,71686.79528,64591.1555,82894.7962,34272.56147,38336.75922,47912.34899,107858.5368,42297.71312,40899.46329,52671.7552,68167.52438,48165.34113,70402.16672,51499.18372,36896.37721,25206.44568,27998.25718,47181.69344,46916.54834,34520.18037,60665.99817,19193.24525,27742.71399,0,46448.09307,49483.4968,25568.12092,55412.8922,105190.4106,114883.4477,41626.66787,52219.64034,81234.91088,91188.87624,115634.0317,101096.3305,133930.474,100901.2095,96374.47491,102383.1909,90333.27236,103380.1338,79127.5071,157574.3543,91803.36369,84610.2313,84403.53541,80428.90542,87200.53988,74864.68133,75134.59141,85270.89222,95987.92136,66189.78434,70712.72769,65663.84452,75586.32295,78590.56595,64863.2688,81752.17827,63517.70103,69596.24743,59102.40634,64148.96121,69652.13478,61675.28875,56031.92928,72312.1542,81288.5173,108079.7927,69188.93745,55557.22877,79691.55064,52769.20362,86084.91743,74185.07652,95788.62754
EAST LITTLE YORK / HOMESTEAD,61885.845,57001.12423,55175.11162,51679.94638,71548.75217,63507.62782,93856.72588,79388.19326,151363.2324,56121.52076,44197.7152,45231.53691,41135.10541,45903.20074,58894.44914,45657.25081,37570.49053,95978.69338,39893.82458,66067.11611,84201.11344,38479.93857,75315.20009,39113.02825,30667.32646,68186.77116,41559.06415,51722.81416,24347.25803,84874.00907,19507.35798,20023.9215,48185.88939,32445.48848,46448.09307,0,85978.28024,49365.48861,46950.96252,78613.41937,81105.75482,72238.93522,89739.82587,94853.59174,114926.6941,125939.3428,120188.2757,108008.7069,97443.42397,109801.5053,100931.293,87777.07022,117455.0398,72263.74533,126237.7606,105536.7952,96661.73387,102872.4362,89737.09501,82012.20608,82253.89687,75693.30269,75295.92123,74623.84679,76425.06841,86798.34798,73409.71518,69443.87123,68271.59806,72896.88446,102486.1524,71517.5973,65163.64975,73502.07114,66052.21311,87635.39579,63068.25771,64375.24078,86121.16275,95827.74197,96382.52991,58655.56302,67669.45506,99349.05038,63544.24101,111174.4157,97845.62255,122655.6777
WILLOWBROOK,93385.00317,100011.8518,94420.85128,117768.0237,78682.88638,37402.53172,148821.6133,134612.5956,111082.7276,79707.26787,92715.18295,112040.3653,106355.5348,124331.725,66256.89297,75826.06187,89411.01487,143045.4294,81095.82451,60967.88502,51355.48915,109236.38,55850.07442,118965.622,100432.206,52016.79948,65071.67056,59725.85468,88699.55048,38303.02676,75591.6345,101348.1618,49737.31142,68742.97437,49483.4968,85978.28024,0,44958.37704,81105.70418,132363.7442,142065.9001,40978.47414,46672.16092,93460.09733,101485.5258,132818.8546,123784.1929,172469.5715,132443.0284,111727.2812,130179.2065,120915.6357,105003.9638,124632.5994,198010.997,112483.3225,108576.6064,102506.6723,110434.6231,122999.6091,108602.3364,113660.42,131543.2704,134835.2072,103884.9712,91928.66262,105151.7882,114245.5666,124215.3959,97447.60615,85936.42301,102506.7767,114940.2556,89791.71388,102947.0474,80291.05494,105127.1787,97138.44062,102076.0755,102798.1276,151245.628,113253.2421,82711.65231,75924.05482,89677.31133,69625.236,60709.03277,73281.46366
GREATER GREENSPOINT,77770.43317,79831.1499,75949.42747,89013.40583,70346.39594,33306.24275,123806.1511,107085.4027,133689.0613,65960.677,70277.88209,77306.2625,77415.74106,85831.95554,58223.9052,58703.71879,63673.45014,121476.6311,58416.52325,57524.53421,62752.92378,77869.41318,57845.32562,84683.03948,68570.23569,53773.95127,46504.34182,46953.20211,56497.55541,59115.49202,41946.09282,63046.05363,27882.51319,33419.96015,25568.12092,49365.48861,44958.37704,0,38542.98446,89550.05961,99440.26109,46198.62422,64595.50409,93975.76501,110081.2088,131385.4327,125009.6516,140177.7066,120258.0187,111005.8559,110405.6667,107739.8541,109669.6969,103261.1289,162835.5238,112382.992,104614.6914,104114.5585,102426.7773,107664.2148,99140.69303,100698.7909,108683.1004,109836.8206,91689.0363,90165.35622,91029.49487,93798.65969,100911.6132,88598.01598,94026.04504,89063.32931,93371.32781,84346.71962,86066.78091,85235.40022,86070.94624,81599.95151,97422.04051,103601.9619,129696.1175,89364.39693,77155.90376,87878.25095,77492.32819,89555.4535,78771.0305,97691.30745
IAH / AIRPORT AREA,93747.92885,92920.21619,90216.84444,96212.47877,98251.00319,70507.43074,135326.7762,119390.82,157252.4557,87639.30653,82967.36938,85191.75387,85031.97043,90297.26119,86080.87929,75817.45309,76023.76068,134382.4278,72963.15539,89782.50334,100123.3168,84777.51222,94070.69414,86046.73101,74647.44393,89621.32855,68017.89059,72418.25707,65036.04515,97182.87186,53884.0548,64135.40199,61202.75174,49737.5023,55412.8922,46950.96252,81105.70418,38542.98446,0,51265.274,61036.40906,82840.55172,102667.8396,122370.2985,142024.7149,157292.4191,150226.0814,147314.9292,134960.7851,138466.5738,125517.2557,123415.3105,136168.1176,113908.6106,158534.919,135920.4792,127178.5449,131390.3254,121346.8496,120624.396,115761.324,113783.707,118320.2287,118662.9982,108293.3188,115596.4541,106318.1498,106883.7638,110797.7935,104866.309,127160.4414,104489.9793,104937.7064,104168.0482,100418.143,115263.0365,99382.64599,96792.25911,117307.1991,126281.705,139711.4111,99817.5182,97827.22547,123092.1936,94875.75043,113691.4319,105711.6127,123159.9418
KINGWOOD AREA,140482.5722,133890.0879,133558.9133,123402.6259,147909.4807,120172.3145,165640.1971,153006.0862,189140.8313,134733.8737,120810.0931,117107.5197,115272.6905,110004.7163,136034.8059,123876.5168,114995.4159,169964.2497,118473.6026,139893.2653,149663.6575,103814.3243,143993.5521,102366.5369,104373.2344,139531.8486,117439.3029,122191.4255,100440.7022,147194.2672,98119.94906,87199.52181,110864.0774,99558.38238,105190.4106,78613.41937,132363.7442,89550.05961,51265.274,0,43647.65477,132475.8594,152648.8117,171905.2114,191751.5845,204422.3441,198616.673,168132.3616,173190.5067,187611.2166,169994.4292,165145.8552,186306.8192,145749.1977,180462.0866,184039.767,175183.214,180579.0936,168335.5403,158124.8946,160456.3346,152397.9885,147138.9796,141744.7961,155001.2029,164604.1901,151300.5084,146745.0617,139767.7201,151459.1126,177299.3653,149988.0928,141274.7162,152014.819,144383.7539,164731.9249,141061.936,142953.0164,164729.4856,174333.2704,165294.5649,133782.9106,146040.4572,173174.1412,142147.4591,163048.8055,155614.7616,162059.4062
LAKE HOUSTON,142961.7913,136213.312,136006.9837,125619.2424,152494.2199,130186.5653,167779.5787,155227.1993,194599.5373,137221.7624,123180.3423,119431.7555,117575.4488,112040.5261,139787.744,126411.7605,117400.9871,172223.4495,120977.8753,146568.1187,159420.4224,105944.6266,152435.4823,104416.9269,106675.0491,147071.7169,122304.6002,127718.6365,102822.9158,157221.1854,100609.8224,89472.29483,120427.7243,106070.0294,114883.4477,81105.75482,142065.9001,99440.26109,61036.40906,43647.65477,0,142482.0545,162672.3039,175736.9023,195820.5893,206872.8613,201146.3809,170053.9531,175479.4874,190319.4122,172407.6702,167506.8674,192157.4758,147976.7166,173849.5796,186560.3471,177700.8359,183484.9562,170813.8541,160439.9682,162880.7852,154742.7566,149275.9843,143785.308,157473.4111,167420.8173,153651.2401,149120.8803,141922.0703,153928.4268,183274.9133,152442.6535,143603.9049,154532.1325,146823.9369,168524.1594,143476.4395,145426.6499,167226.2657,176852.9987,167273.5308,136084.6199,148570.6218,179938.5584,144646.5331,170623.8159,164003.4746,172088.5018
FAIRBANKS / NORTHWEST CROSSING,64793.42763,73845.72159,67810.55556,95155.85831,37724.66222,17948.13459,111643.6182,99952.80954,87977.7607,45499.10242,69269.86246,80387.49318,86701.02982,99298.69115,34528.08218,42601.85195,66504.05503,105649.2343,57349.81383,23432.84492,17390.46436,88746.4675,17715.09903,103145.6768,84455.28496,20058.11533,44874.97115,28474.27748,70340.66062,15057.31033,58773.24621,83672.17591,26711.87974,43831.53289,41626.66787,72238.93522,40978.47414,46198.62422,82840.55172,132475.8594,142482.0545,0,20348.95038,54728.44131,65703.82747,93076.60723,86022.24594,137987.2734,99394.61093,71665.73978,89722.80667,86413.90189,68501.3206,96787.30854,164958.3469,74731.68449,72941.80146,64274.83802,76642.99554,91419.35206,75567.52587,82067.97669,103859.1631,108596.5579,72517.55438,55065.33831,74741.83657,84202.64214,98097.43733,64851.50663,49596.5377,71918.92506,87849.48266,55939.08481,73902.52273,41996.75927,77779.06163,67739.00222,66962.41252,65380.59294,122840.0533,88500.25549,49168.98766,43201.05466,59329.9658,44871.69608,32574.43318,55471.28115
WESTBRANCH,66812.11195,82242.55946,70760.44838,100883.8166,46508.09177,32510.72065,125168.1951,114112.8698,77801.72844,61856.2423,77919.03062,96938.69885,93719.60185,117837.4703,46374.08302,59524.19838,82526.17911,116539.8208,66112.80645,34859.52224,11604.38245,106139.4343,19541.22032,109533.9198,91281.22013,23875.18166,54530.17216,47056.05224,82637.59325,12030.58823,73239.67531,102055.9627,44002.35808,61570.07194,52219.64034,89739.82587,46672.16092,64595.50409,102667.8396,152648.8117,162672.3039,20348.95038,0,55822.00841,63072.85207,96548.17656,81046.4894,152334.7736,102667.4881,74406.53124,98592.77307,93572.3154,66294.90073,98650.67185,179678.4216,73549.66499,72351.22069,58743.4709,75515.48106,97687.82764,77441.29265,86557.32719,105443.2626,116889.3942,72522.94494,53774.96615,81246.21408,94862.04156,104566.4752,64920.9854,42858.16177,72488.30554,92228.16768,56636.32531,80232.62675,44551.86006,81200.51184,69217.3668,67641.71415,65516.56323,128086.9268,93977.25073,53921.03146,36098.40755,62180.56103,33921.86307,23009.83682,43768.0815
SHARPSTOWN,57921.11136,69523.79799,61546.37483,89755.92726,24258.78111,69875.8948,87358.54817,78261.71813,67902.09981,43679.08045,70965.82235,78361.37707,90149.34563,100923.6359,50042.67644,55813.70898,75042.56722,73980.9728,66536.05836,40696.11662,45964.93904,96024.45763,40579.04562,112084.6992,93265.60383,50098.9568,65101.09116,53237.0186,82443.94773,58294.21254,77945.61652,98705.8659,66534.64375,72637.66584,81234.91088,94853.59174,93460.09733,93975.76501,122370.2985,171905.2114,175736.9023,54728.44131,55822.00841,0,20084.92437,43100.69111,35261.79108,115598.4764,63062.69019,18645.93059,48382.33322,57524.7682,25136.01196,80049.3544,141662.1923,26306.2644,34044.05467,13440.07661,42417.98204,65046.72846,45692.87185,57524.7682,86012.0916,91125.0037,46712.77392,19955.15898,54515.44146,70652.96537,85024.08412,44117.00394,17146.88074,53746.09072,73227.43855,32035.41169,58334.18234,14700.44908,66948.72262,55516.80888,35108.26029,22126.02397,100028.3263,78486.76723,33034.63357,22263.91674,48236.20272,42329.60192,41808.43535,56269.46893
WESTWOOD,63611.86558,78457.3246,68594.16185,94775.66303,43842.10446,82103.61423,98900.60175,90747.49726,67764.64685,62919.37266,83322.78459,89265.25829,94131.10668,118582.216,59346.06596,69662.6758,90000.11458,80570.77997,76479.07873,53317.67287,53991.20367,112602.5775,52804.23271,117746.8274,100115.2025,59380.07692,74390.92029,69618.91968,99085.13533,66563.69779,96302.03738,116166.6731,83888.10874,92303.44383,91188.87624,114926.6941,101485.5258,110081.2088,142024.7149,191751.5845,195820.5893,65703.82747,63072.85207,20084.92437,0,43166.12076,27704.74788,127293.6755,67517.93607,17988.22199,54162.22162,63105.16428,20995.08713,85569.06848,152075.0723,24570.16949,34567.34078,14412.86904,45571.07879,70545.19797,51731.52319,67044.56202,89436.75557,99348.22097,50845.82857,29126.4939,65784.19621,78337.70401,93846.45582,51378.00318,21532.13875,57790.69948,80668.2248,45276.65227,65613.88117,27296.61538,73158.12961,60069.5728,39875.64922,28512.33285,104888.7852,84478.06342,49210.76826,28802.82135,55547.08685,47618.62887,49980.41586,63075.25132
