,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
GREATER FIFTH WARD,24498.65087,13980.9065,14992.6621,26291.03753,50221.82904,67264.76529,61335.62169,43542.81771,135715.7777,33549.75346,0,20458.1826,20224.23675,40453.8987,35827.5026,29732.07895,13627.10504,62941.32731,13504.54559,48844.8919,69508.06458,30334.14096,61527.97363,41153.58992,22831.25705,54518.2877,27664.61516,47711.77522,20399.2426,75927.36453,29381.48648,34677.66167,51932.05127,43013.09045,52357.55256,44197.7152,92715.18295,70277.88209,82967.36938,120810.0931,123180.3423,69269.86246,77919.03062,70965.82235,83322.78459,88498.22039,82592.92175,81604.03402,60299.42132,82040.32645,71625.43352,50265.47951,95958.77127,33533.57059,106110.165,67885.81095,57328.51486,69398.6349,49774.87387,40914.23365,40320.82757,31721.94304,39786.00642,43658.96838,36631.17918,54348.28162,30524.54486,25946.68435,31868.01722,33543.101,79310.96037,31302.5818,23235.61526,39205.26862,24945.52044,62623.8391,20443.09184,25489.51675,47811.62394,60629.96523,59940.17266,20544.81299,37938.98058,81971.74365,27840.81577,100335.121,86936.79608,112696.9817
DENVER HARBOR / PORT HOUSTON,35936.98551,16782.58662,26512.6,16524.42116,60837.79325,77114.68857,51762.25618,37306.47457,144430.4023,43635.03767,20458.1826,0,12495.57863,31350.02065,50578.86843,41111.87954,27453.65328,57096.97967,31563.61999,62632.98882,87062.78049,24370.66631,78644.54478,35206.91717,27987.28565,74128.30202,47422.94283,58695.15392,29693.20821,94262.3672,37379.71368,30224.47629,62322.98873,50591.95218,71686.79528,45231.53691,112040.3653,77306.2625,85191.75387,117107.5197,119431.7555,80387.49318,96938.69885,78361.37707,89265.25829,92264.60814,88069.18703,63687.88601,58421.73053,88358.58277,75801.21257,50489.57046,102990.1077,30192.87964,85997.867,73420.32181,62655.99327,76057.26498,54656.98178,41026.1414,45174.71004,35377.37561,33425.22793,33477.14921,42012.21019,62005.91116,34337.95915,30241.45259,26223.51681,39130.65254,87648.8588,36769.2059,24175.78524,46325.97078,29907.44907,70747.40648,24175.80275,31400.52823,53393.48538,66503.54836,54744.95325,16823.42226,46262.03767,90952.69858,37023.78582,110367.2217,97127.29155,123052.3884
PLEASANTVILLE AREA,35760.40108,21549.43303,29410.31674,11679.04637,70401.48474,81613.99483,57809.26243,40209.29639,155930.0387,53706.33914,20224.23675,12495.57863,0,26006.10248,54479.48251,48552.67226,20226.17952,64947.89412,29379.90498,67634.35173,88113.27311,18763.71527,76403.43399,27167.92847,18537.53363,70254.38156,42559.05752,64952.76774,20942.33036,93229.9617,36084.07441,28189.16793,65990.18181,53196.0853,64591.1555,41135.10541,106355.5348,77415.74106,85031.97043,115272.6905,117575.4488,86701.02982,93719.60185,90149.34563,94131.10668,100480.3419,91573.54558,72939.08008,65059.89743,99291.112,84645.36862,56338.97748,114498.9467,31342.16024,93215.66145,81137.12532,69592.6756,87360.32248,62020.62332,43333.59043,49849.98198,41287.54036,34162.74667,36717.43406,46312.05385,70634.04185,39025.23768,32539.82681,27192.7172,47942.52034,99521.29847,40528.52605,26112.37891,58182.79682,32559.15058,82793.16416,26162.96901,34870.61709,59154.9005,77158.72126,55332.7613,18510.22429,57646.45962,102163.7943,41983.9223,119987.3222,106449.8429,132190.2833
NORTHSHORE,61399.28822,40125.97932,51531.96064,23944.2457,86338.76834,92332.87044,59147.58676,47159.38864,162927.1799,60654.33332,40453.8987,31350.02065,26006.10248,0,72890.69103,59355.28405,35771.72078,72041.95576,52935.34092,85750.77812,109488.4596,21821.08706,101508.5907,24815.57945,31398.57413,93997.60227,63635.74034,72002.41961,36084.98215,114188.8988,50858.10406,30069.02836,77355.03279,59939.57279,82894.7962,45903.20074,124331.725,85831.95554,90297.26119,110004.7163,112040.5261,99298.69115,117837.4703,100923.6359,118582.216,110044.5248,113034.6128,64692.04278,74991.11214,109398.9596,94005.38625,66356.0001,122234.8432,39644.79201,81522.53637,99309.17839,87596.3179,104197.948,77500.03154,57467.73779,68800.10958,55209.0979,38156.06606,34486.33589,68126.76707,90729.05149,54872.72636,47476.28287,30960.53614,67221.36997,114702.7535,64400.87606,40857.73006,74243.02731,53793.20169,95030.73144,45760.53286,59331.28166,79981.93269,91253.79971,55452.23681,35660.07342,72398.45654,114040.9843,64914.2062,126470.387,112929.9226,138680.6298
LAZYBROOK / TIMBERGROVE,30389.4692,39391.60679,33346.46379,61033.47712,26119.57837,39549.30027,82577.23349,69492.49314,105309.3724,15511.81767,35827.5026,50578.86843,54479.48251,72890.69103,0,13945.97039,39192.93102,76876.86612,26428.48681,13395.36117,36894.67841,63423.26607,28699.07543,72395.87614,54180.09063,23901.65428,18969.75299,15019.93735,44350.96272,43684.14398,40387.56337,62660.94964,30376.1884,36479.04898,34272.56147,58894.44914,66256.89297,58223.9052,86080.87929,136034.8059,139787.744,34528.08218,46374.08302,50042.67644,59346.06596,81519.07942,66984.36617,107497.2671,68265.04337,64807.70768,68326.4619,56945.43422,73356.9412,62366.69731,134487.4214,57701.11783,50356.4621,52157.06139,46866.96258,58721.38038,44565.89436,49364.34007,69434.1938,74069.29915,39593.2647,37189.98703,41114.31559,49802.26304,63574.79731,33362.21836,52570.41067,38387.3997,53444.70521,26983.48605,39992.66291,38967.93944,43256.02879,33573.43473,39848.73879,47607.1299,88618.56961,53976.60714,21435.04188,52227.13648,25544.30361,66236.21804,52711.98005,78262.41491
GREATER HEIGHTS,24617.61877,33263.02234,27221.83558,54859.93498,32148.52742,44126.47717,74072.5746,58786.54585,111584.6732,16290.21513,29732.07895,41111.87954,48552.67226,59355.28405,13945.97039,0,28797.62839,70033.26515,20320.11992,26481.71015,50299.73878,50950.52267,42181.7749,66674.39036,48322.03724,36368.50625,13638.98596,20346.43593,33654.5756,56770.6134,28320.32516,49336.40768,31149.16558,31066.9537,38336.75922,45657.25081,75826.06187,58703.71879,75817.45309,123876.5168,126411.7605,42601.85195,59524.19838,55813.70898,69662.6758,83280.78254,74748.78921,96694.32754,64469.11649,69608.06735,67742.3958,53849.37333,79545.22775,56496.68119,122832.8049,60242.51276,51435.27833,57250.65404,45762.03401,53788.65665,41137.72282,44509.87734,63553.44676,68042.29937,34751.58789,41174.58372,35858.06984,43969.2804,57509.97815,30097.91597,59092.19692,33217.98571,47600.16714,28353.59288,34203.63307,45017.68022,37261.48424,28012.36616,41530.62122,50672.10444,82865.06532,47915.79649,24533.52386,58584.58975,20416.6667,72095.28886,58610.33252,83983.94494
KASHMERE GARDENS,31181.84425,20036.1014,21651.58868,30600.37569,53075.40361,62586.65604,73094.80978,53627.95118,137927.6927,35930.73175,13627.10504,27453.65328,20226.17952,35771.72078,39192.93102,28797.62839,0,75761.80981,19306.1837,51478.57774,74822.60234,24236.53202,66710.1587,38191.75595,19728.45526,58652.49562,28036.8517,44759.71988,14754.47547,78602.4617,22413.87268,28781.59269,47047.3154,36780.83559,47912.34899,37570.49053,89411.01487,63673.45014,76023.76068,114995.4159,117400.9871,66504.05503,82526.17911,75042.56722,90000.11458,97160.66393,89142.63819,91093.97909,71550.85921,87600.73279,80039.53359,61159.29395,100174.4364,39711.63832,111216.0421,74601.2011,64418.38528,76075.01039,58011.10923,54165.40549,47385.37526,42306.87102,45578.69776,53642.65728,43115.50784,61004.8649,36509.80429,36902.93982,37793.15567,41137.50436,83197.5572,37832.91002,30349.45823,44741.02781,31182.60183,66046.51102,26095.007,32028.84125,54408.90047,67180.77009,66179.23261,26181.63521,42423.87606,84105.71013,34493.53657,100550.5536,87007.92041,112663.9932
MINNETEX,62044.07063,56536.58135,55714.54793,57614.83793,70581.22382,112021.9232,23942.55831,25306.29092,135863.4918,65243.38245,62941.32731,57096.97967,64947.89412,72041.95576,76876.86612,70033.26515,75761.80981,0,67509.40248,83406.43875,105010.2375,79699.27997,97095.32484,91413.6817,80467.8099,99007.61745,83665.29371,87951.05009,81704.92708,114592.7674,81273.14116,84938.53311,98507.1791,93684.50711,107858.5368,95978.69338,143045.4294,121476.6311,134382.4278,169964.2497,172223.4495,105649.2343,116539.8208,73980.9728,80570.77997,53685.71079,62519.25135,50236.46801,14031.79344,69316.94284,44585.77146,23068.85552,91019.02037,45046.23372,71939.23784,56003.60892,50680.76347,68918.82687,41526.3625,22045.72928,39100.80458,35147.15923,42807.4302,40218.37928,46840.49315,67242.37659,42638.44455,39633.81576,51643.77038,51686.91521,88822.82058,51070.68716,47170.41558,60652.28804,46852.90973,76520.7295,50489.28796,55009.60421,50814.69372,57924.75257,39874.03118,54094.77373,64163.59014,95573.65194,57013.32925,116194.8271,106037.1972,130155.1037
NEAR NORTHSIDE,22360.39262,21710.22087,17555.65444,39323.86888,44718.50731,54117.88839,70120.04066,53794.18295,130292.9064,28022.99862,13504.54559,31563.61999,29379.90498,52935.34092,26428.48681,20320.11992,19306.1837,67509.40248,0,39676.67986,59023.61823,43534.72425,48781.56446,46996.14154,28833.87269,42812.30495,17091.28991,35608.35124,23124.43462,63910.45081,20722.2869,41861.78936,38740.2893,30606.42774,42297.71312,39893.82458,81095.82451,58416.52325,72963.15539,118473.6026,120977.8753,57349.81383,66112.80645,66536.05836,76479.07873,87695.61086,80336.9972,91849.18499,62915.81842,78649.71132,70571.64871,52477.94731,91645.24552,46460.05147,117093.0497,65655.21951,56775.20121,65703.44624,50056.00143,49310.92798,43776.37047,42335.8534,52952.85624,55144.21031,36898.98946,49169.90787,34368.2849,35484.23467,44989.64969,33460.40736,74229.67183,32464.95935,36097.56441,35306.14606,27738.78346,57765.33443,27743.90932,24951.41095,46271.845,57926.27223,72850.70254,33742.62194,33715.63873,76473.52638,23687.37816,92389.07494,78919.43887,104204.2659
SPRING BRANCH EAST,41798.17992,51697.19166,45216.78263,73639.64075,21050.55841,32821.72564,90458.83399,79322.91618,92352.52035,28133.15098,48844.8919,62632.98882,67634.35173,85750.77812,13395.36117,26481.71015,51478.57774,83406.43875,39676.67986,0,24448.96788,75713.497,16011.64447,85742.22249,67352.02557,16129.21027,29694.77433,18887.50286,55390.61305,32416.35382,49550.32855,74304.20662,30606.98387,40909.90268,40899.46329,66067.11611,60967.88502,57524.53421,89782.50334,139893.2653,146568.1187,23432.84492,34859.52224,40696.11662,53317.67287,77758.17327,68876.3979,117543.3372,76877.19728,56246.71647,69252.01159,63658.04526,62826.49636,73656.25616,144844.0561,57687.20352,52353.98298,47550.45357,54561.94784,68296.1293,52982.92655,58916.796,80717.55713,85814.62277,49272.6327,36354.21953,51351.19968,61081.50409,75500.27335,41980.92522,41499.42395,48539.90647,64721.10381,33800.60565,50482.00754,28752.93931,55050.05188,44464.13023,45863.15373,47651.36568,99453.78779,65926.8328,26766.53426,39940.57501,35923.64851,52888.56666,39361.72678,64874.30558
SPRING BRANCH NORTH,61986.28761,72821.70815,65542.47069,94304.37492,34904.75981,31477.29534,114128.2144,103181.6236,76986.73267,52361.73288,69508.06458,87062.78049,88113.27311,109488.4596,36894.67841,50299.73878,74822.60234,105010.2375,59023.61823,24448.96788,0,98892.99113,11879.16878,105720.2199,87586.88487,18300.13035,48607.48213,39855.91554,76100.54794,16841.10486,67665.70534,95931.73264,39489.29498,54866.40324,52671.7552,84201.11344,51355.48915,62752.92378,100123.3168,149663.6575,159420.4224,17390.46436,11604.38245,45964.93904,53991.20367,85540.26696,74645.88297,141376.6838,91910.51689,64305.55516,87050.96334,82077.07462,58728.17929,93469.24678,168797.1078,63487.66735,64123.68902,52186.05836,69222.38959,86357.62215,68647.35704,76502.16081,100483.098,106434.1449,67420.69386,45467.39814,70484.44612,84240.45067,95784.91148,58979.72363,36698.07721,67411.49613,84587.57904,49254.50923,69783.08306,33054.97992,75302.63983,64297.55865,58773.65536,54787.45317,118692.6637,86260.86917,43168.17176,30874.26382,55631.38763,34363.72532,21627.8775,45572.39548
