,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
GREATER FIFTH WARD,15538.41818,5875.671505,6599.692075,18341.60565,40137.00822,49657.49917,48019.23981,31960.2445,101460.4401,22845.36404,0,5447.419369,13745.27746,28396.38229,28398.85806,15130.52085,5764.453724,52234.93099,6346.129476,40888.53479,62779.46626,20051.83447,54723.63044,34457.97528,16161.06424,48062.03576,20160.4388,32936.40834,12684.79835,68520.28087,20045.54617,24192.84834,38124.17811,25621.30755,44267.01986,27994.72729,84853.88678,57109.52546,65450.66111,100123.2538,83168.03683,55604.95706,71601.1933,60487.4537,73824.02334,75520.54238,72948.49851,65341.46165,47745.38414,68692.85701,56622.73202,37699.79112,81141.33285,25823.74598,87360.5151,58506.52946,47875.37673,62076.79836,40387.09833,32299.0231,31494.35584,24838.73688,31772.62146,33941.85039,27273.80737,46874.94306,22271.91078,18582.16999,23954.89556,25183.93828,70533.27625,22020.47436,16061.86697,29799.11029,15728.07711,53588.32774,12029.39539,16010.20048,38235.58759,51575.6061,52215.94993,12917.93521,28104.56926,71659.92633,18915.84039,74210.57644,67300.37205,89017.30893
DENVER HARBOR / PORT HOUSTON,25981.63719,7605.444848,16422.12293,8027.82163,50876.1016,60102.41644,40218.00734,25521.2329,110895.4211,32891.99182,5447.419369,0,4337.348413,19172.85811,39695.81337,26354.62046,9856.57967,44607.03027,17621.79857,52082.3124,74040.70872,13825.10033,66006.23073,27285.82448,12411.94361,59013.86198,30319.56431,44006.92432,13736.55451,79433.41094,23337.23803,19375.28697,47954.70527,33221.69639,53530.61305,29470.95622,94363.0459,62795.70188,64677.28677,96363.14433,78766.50327,66712.74639,82659.56619,67751.50666,83369.69695,78710.37097,79093.36871,52076.64292,44237.50558,74511.35637,58722.55227,36965.48036,88436.23032,18692.86046,67941.82271,65045.07551,53643.28836,69110.22427,44359.95436,29095.08936,35310.84163,25239.39028,23268.70133,24583.50677,33902.22589,55219.08562,22868.23085,19001.05537,15625.68096,32353.59184,79110.61435,29680.24898,12215.5712,38776.40475,20317.59984,62030.77919,13520.63882,24392.36648,45577.10361,57458.76669,44346.82013,5321.490859,36828.89745,80970.91311,29245.88938,84107.76557,78078.43404,100000.9208
PLEASANTVILLE AREA,32256.83518,15076.55241,24000.92627,3966.535828,60176.91844,65625.68286,44208.0806,30358.14551,121455.1839,42779.91165,13745.27746,4337.348413,0,14543.95213,47580.65503,34160.29927,11131.53992,53015.30374,23606.39977,59943.99401,81085.51259,8831.698905,72080.07765,19186.18332,8867.632171,64817.28316,36043.52954,50665.11845,13255.30113,85329.12288,24556.14546,17041.55261,52808.97698,36352.98619,56446.32608,25474.65146,98346.90632,63565.64717,64053.04235,94510.33212,76643.04537,73236.74384,88561.25888,79495.44689,90036.51801,86968.20365,86527.77011,56249.43342,51063.3588,85113.97324,65922.25721,43984.12623,100062.0362,23103.03261,76062.45653,73575.50698,62088.6831,79839.07236,51979.38943,35887.32065,43613.62038,31813.10486,25446.5705,24950.76085,40599.83761,65759.19424,30631.69503,26553.00183,18684.45758,42425.66265,90752.13882,36071.70656,18877.52193,49298.61274,27226.06994,73795.07513,19946.65356,30730.63048,53158.29741,68205.44739,46462.41932,11639.20579,48296.28411,91754.21527,36690.06405,94012.75923,86539.31443,107913.9135
NORTHSHORE,49813.85914,28645.24684,40044.82828,12398.75159,74666.15591,79393.81495,47095.78786,37104.30946,128175.496,49573.98112,28396.38229,19172.85811,14543.95213,0,61138.38536,47632.70833,23332.83655,58566.39417,41279.59031,73781.31824,97428.82938,7007.864821,89390.46807,12334.10617,18600.48609,81663.63556,51177.98006,58536.97396,23449.76228,101689.7204,38365.08293,17602.42163,64541.45753,44629.01358,69782.17381,31739.81739,111164.3793,72714.55357,68591.89079,89516.51674,67009.07023,86789.13634,105501.4782,89191.70911,106693.691,98009.37101,101399.8949,50383.89627,60729.80585,97513.29613,75629.60682,55408.73531,109875.1813,29936.717,64768.80292,87573.30824,75922.68233,92318.29547,65994.67914,46561.84788,57184.44197,43855.38242,29142.18069,23646.53277,56356.57081,79011.37981,43447.04483,37052.11102,22081.19047,55503.71983,103009.0875,52677.64414,29698.04932,62565.57808,42127.09673,83340.31373,34181.81664,47698.60799,68228.83896,79456.32259,46484.12293,24240.85546,60803.05452,102411.855,53198.73484,100560.2548,96039.84574,114665.354
LAZYBROOK / TIMBERGROVE,21117.84419,30627.64909,24293.27797,52568.8592,16109.40123,22322.659,70439.02627,54826.2296,69143.43342,6313.687171,28398.85806,39695.81337,47580.65503,61138.38536,0,6035.882235,28563.05701,67148.96702,20582.91548,6308.336547,27575.11861,53034.7364,19772.12969,66123.68427,47527.2124,14159.05601,13634.03507,7106.278723,35921.35775,33830.29135,29840.52559,52552.38911,17885.00325,22923.49007,29952.54102,46640.98504,57584.42979,47226.26669,69785.48426,116878.1453,105608.9195,21229.54297,36556.64791,40656.30467,53036.07014,71158.15979,61834.80996,91558.62168,59616.41219,55382.03812,56667.61709,47576.08743,58700.11143,53057.90412,114794.1631,49418.1871,42452.57189,45288.38472,40253.07806,49636.83548,36240.42735,40348.06894,60143.79334,64920.89248,30598.55413,29681.55959,31852.72402,40946.57011,54510.07473,25163.70523,43599.51816,29170.83801,44135.40342,20154.91314,30552.42004,30107.59121,34124.00504,24244.34322,33146.96377,40302.17391,79257.76299,44937.79804,13547.25364,41140.31427,16407.39678,40989.99788,32609.86352,53674.97921
GREATER HEIGHTS,13795.65129,19231.7878,13662.66414,39963.89677,21654.09434,29033.03426,61453.38004,45152.97693,75266.82293,6449.860945,15130.52085,26354.62046,34160.29927,47632.70833,6035.882235,0,15670.85969,61091.06076,7513.052284,17737.63656,41160.19856,39961.67461,33152.66363,52912.66765,34230.58854,26208.79407,6780.229444,7931.245424,22497.81286,46532.24956,16629.09735,39111.88092,18783.04274,15023.08163,28873.63552,32835.44806,65004.29741,46723.3902,60830.41981,104179.1373,91798.66747,32160.42392,49637.68914,45939.56409,60371.84096,72940.21482,66069.56638,80915.08981,55866.36994,58764.26801,55757.54912,43397.25528,64694.03903,43367.73317,103568.9674,51953.02034,43421.97002,49571.30073,39038.91712,44311.96711,35190.63156,36239.3738,50253.04688,53916.95606,27537.85738,33674.33971,26749.27612,31382.5126,43356.31985,24360.54811,50321.17078,24751.0079,33854.26099,21293.76755,22473.66506,36102.30338,24059.66225,17552.28759,34469.2725,42513.285,69891.56013,33254.51096,14784.65869,48427.37005,13500.37115,47093.02555,40027.8207,59611.66414
KASHMERE GARDENS,22540.40892,15340.23914,14369.68699,21371.19171,42581.89147,46381.06818,59562.64491,43990.11175,102698.0902,24748.919,5764.453724,9856.57967,11131.53992,23332.83655,28563.05701,15670.85969,0,65314.63262,8609.035863,40793.32554,64016.14973,13936.04562,55856.04095,29385.81275,10822.02685,47805.86033,17307.30599,30516.57015,6042.461204,67798.32555,13075.17225,18038.50441,33566.81854,19461.5991,38739.46505,21622.39873,79894.37672,50382.27634,58552.94986,94223.70762,76976.05482,53063.1662,71665.55519,64883.25409,80645.48319,84816.12578,81527.2083,74062.07299,60141.85055,75301.22601,66463.6046,49463.14214,85288.26768,33157.30429,94420.05167,66745.61858,56759.80215,67435.53939,49536.35182,45437.6302,41279.62978,36630.64423,38288.74356,42109.52295,36157.16673,51738.3414,31651.85419,31619.1902,30577.6559,32770.80765,73323.34794,30825.07996,25290.57521,35779.7382,24893.81383,56778.60175,21600.60076,24567.59199,46727.76946,58278.49254,59981.77025,19837.46355,31837.47311,73388.14845,25335.78651,74913.85108,66991.85993,88062.16569
MINNETEX,52755.50888,45571.10501,46333.92977,45038.21087,61317.78348,95508.61276,8327.723405,13363.11823,110975.1582,55813.81586,52234.93099,44607.03027,53015.30374,58566.39417,67148.96702,61091.06076,65314.63262,0,58088.94406,73235.00618,93747.48069,67757.20105,85951.78037,78778.1875,69051.66835,88509.8279,74662.11871,76071.72517,70445.86769,103421.5699,71086.68529,73149.47542,86918.9083,76373.01067,99095.29732,85510.04414,132857.7078,108502.4628,116277.6933,148842.2825,129104.9452,94119.0524,105289.2808,62574.22751,69763.05157,42886.46501,53779.44811,31679.37668,5245.014009,55704.17364,25154.11822,13219.58185,77616.59394,32850.15715,52510.89136,45546.3226,38699.28369,57513.88576,30352.42486,12474.14657,28326.60423,26185.36454,29755.23643,26406.64032,36389.85404,55646.72545,33678.85442,28985.75039,39313.8302,40595.47238,78336.71351,41218.69004,35662.15454,49821.22142,36642.77576,65848.5674,40044.10666,45868.83857,39212.81245,46157.82215,26186.21542,42044.82488,53841.61639,84980.69709,47217.50912,92254.23069,91454.42551,112547.447
NEAR NORTHSIDE,13817.57209,12207.31771,9034.957651,30230.76646,34672.94617,37483.14659,57042.19267,40836.68634,95118.04384,16959.95189,6346.129476,17621.79857,23606.39977,41279.59031,20582.91548,7513.052284,8609.035863,58088.94406,0,32160.18871,52296.89443,33138.44255,44163.90261,42817.96871,23377.14535,36790.0711,8166.207301,21455.25569,15146.13701,57030.26718,11507.13536,31687.63648,25186.8093,13881.06336,32964.92115,26109.64353,72325.86645,45769.65907,57336.31895,98491.99244,84980.15563,43923.17144,60468.20277,56274.55385,69384.16321,77902.32903,72141.12627,75803.77909,53706.78811,66060.05604,57302.29945,42357.44722,76804.43634,36625.58982,98115.64336,57410.09606,48362.78932,58526.62122,41540.59681,39923.85493,35315.90687,32989.86648,43112.93127,45617.74615,28361.9638,42950.68665,25845.58742,26631.59279,35307.16043,24928.28908,65343.83736,23959.51148,26384.44707,25910.963,19304.45742,48578.28113,18406.20053,16460.33866,37861.80349,48992.01576,63065.39628,24323.80699,23333.15063,65897.15267,15424.66003,67326.2182,58637.6362,79295.10572
SPRING BRANCH EAST,32828.59024,43025.81414,36306.86059,65062.14299,10091.31976,18026.27334,78811.18046,64007.70643,55987.10896,10818.97832,40888.53479,52082.3124,59943.99401,73781.31824,6308.336547,17737.63656,40793.32554,73235.00618,32160.18871,0,15569.67048,65335.01226,7535.890129,78256.00791,59826.22336,6601.093955,22290.79112,8341.361123,47404.58271,22000.34619,39787.35841,63983.72698,19655.25189,29621.2658,34038.76501,56195.26769,50902.69767,47670.15731,73219.09712,121813.4692,114842.6644,11366.38979,24616.82124,32148.76364,46533.79756,69132.71267,60907.26671,101051.2168,67544.00449,49261.01238,56140.05356,54327.80834,48208.40365,64552.48145,124693.9841,49378.25795,43406.03134,39737.00639,45306.80036,58994.58752,43693.3636,49633.44752,71594.83923,76736.85623,40039.61199,27658.56199,42196.84671,51981.44321,66483.66894,32735.57995,32726.84465,39369.03081,55627.61818,24727.52224,41393.25541,20939.58466,46014.20368,35400.47612,36878.74637,39550.59446,90328.72465,56948.2186,17796.8576,28974.70231,26913.1625,27790.78692,19287.91256,40555.01008
SPRING BRANCH NORTH,54522.77387,65573.11224,58082.82416,86915.68195,24064.16989,21308.66926,101729.5335,87586.88132,40452.09279,35076.69103,62779.46626,74040.70872,81085.51259,97428.82938,27575.11861,41160.19856,64016.14973,93747.48069,52296.89443,15569.67048,0,88568.47074,5198.753758,98895.30925,80752.60667,11664.01804,41893.86887,25881.53318,69369.32648,8321.075136,58756.01238,85251.38657,31332.10892,47455.10053,45614.70117,74545.96037,44450.55146,54306.36763,82815.77741,132718.4541,131221.4743,9393.224653,4950.674822,37525.22159,47606.71731,79321.42239,69406.24139,124575.3853,85071.14892,55447.36812,70563.44928,73483.36016,45834.22728,85985.63829,148428.7775,58170.55475,57696.502,47479.37284,62322.75797,78795.92383,61636.34256,69200.2008,92997.01035,98440.19438,60046.86664,39359.15912,62882.77765,74975.13802,88414.81612,51705.39427,30662.01905,59968.0385,77108.51617,42129.67139,62331.72941,27817.37722,67783.76373,56821.61721,52122.57689,49111.74189,112026.5661,78793.27634,35895.58428,23309.10064,48174.88267,17246.19215,5082.338939,20614.73252
