,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
EL DORADO / OATES PRAIRIE,43945.03175,26259.48524,34065.58654,16087.04215,66858.09412,68653.00359,58534.77495,44463.53275,124686.098,46456.29751,20051.83447,13825.10033,8831.698905,7007.864821,53034.7364,39961.67461,13936.04562,67757.20105,33138.44255,65335.01226,88568.47074,0,80082.80865,5889.400341,8020.948212,72080.16018,41455.86979,52833.93758,13887.36918,91688.63742,28251.91869,10128.09495,54485.61619,37642.05446,58574.08859,23872.84071,99844.87886,63998.83688,61564.40335,83154.27013,62533.19694,76814.13549,95898.34528,85605.22901,102576.119,99451.06,99997.49768,68774.36182,65554.37545,94238.02246,79174.02378,57155.02943,106214.5872,34669.01571,86261.10415,85568.76337,74371.31348,88424.99693,65461.8896,49531.47616,56108.2814,45107.88456,35674.8549,38208.8009,53966.95697,73840.65896,43575.92194,39734.41291,28535.08888,51724.63587,96667.83698,49141.68242,31478.57219,57377.73556,40671.08442,78236.78371,33273.29271,43528.56603,65802.60367,77088.20443,55428.06739,24654.9305,54472.16547,95522.23531,47485.13435,96875.04144,89090.37402,110312.7232
SPRING BRANCH CENTRAL,44974.21793,57206.7711,48494.22284,77684.21871,16142.28921,17223.62581,93511.36851,79214.28626,48402.07944,26631.68441,54723.63044,66006.23073,72080.07765,89390.46807,19772.12969,33152.66363,55856.04095,85951.78037,44163.90261,7535.890129,5198.753758,80082.80865,0,90141.33466,71831.76998,4332.938424,33367.20512,16723.11153,60235.39584,11483.61946,50779.9254,76098.74668,24236.79935,38549.07512,39644.85311,65695.83344,45489.00516,49572.53073,77168.0442,126544.2716,123094.9486,6796.933654,12870.38665,33006.36441,44827.29629,70909.2477,64538.53856,116223.8945,76747.82353,49356.73028,62494.64183,65618.3765,41452.96113,76450.09429,140043.7056,53268.38447,50193.23834,43397.95866,53954.53384,70570.38609,53064.03636,60151.78582,83485.87741,89827.77211,50874.25783,32723.71666,53548.22255,66515.62306,79980.9883,42724.08442,28745.8628,50658.29577,67571.2782,33431.39387,52925.05002,22323.19675,58139.12036,47313.42083,44194.83565,43511.96036,103594.6074,69169.07702,27155.50307,22409.05233,38699.70533,20304.22746,11698.21339,32242.62863
HUNTERWOOD,54306.74151,38600.84005,45751.93821,26538.2849,80367.95182,81269.89336,66846.87433,54857.07747,140851.925,62703.76942,34457.97528,27285.82448,19186.18332,12334.10617,66123.68427,52912.66765,29385.81275,78778.1875,42817.96871,78256.00791,98895.30925,5889.400341,90141.33466,0,17219.24726,82245.92724,52774.90587,67957.75604,25037.68597,102100.0054,37315.96904,12462.34133,67688.47126,49834.49277,65801.81677,28866.70668,110968.3866,70778.28289,62318.29564,81889.53061,59770.90702,90056.61753,104963.5003,101603.954,112973.8905,113451.4372,110368.9645,73337.01204,78023.4278,109503.9012,92756.98721,70249.97193,122226.3711,42771.21129,88685.77178,98800.26155,87521.08944,103200.8405,77950.44179,62081.10769,69593.718,58662.62654,44392.13802,45195.37922,64247.53315,88012.2708,56173.24412,49089.42161,35944.54253,65994.2611,111247.5254,59501.87868,40759.10678,70917.83537,50729.15491,94458.19049,43466.04238,53899.15863,77869.73128,92419.24122,60263.05382,34127.78264,69032.85245,111548.5878,58222.10475,113014.8507,104949.5553,125831.9134
SETTEGAST,36531.78746,23888.14156,27564.79612,20153.02732,61449.66421,62481.34514,61544.88818,46554.06807,122049.0223,43757.10015,16161.06424,12411.94361,8867.632171,18600.48609,47527.2124,34230.58854,10822.02685,69051.66835,23377.14535,59826.22336,80752.60667,8020.948212,71831.76998,17219.24726,0,64079.10662,34501.69833,49762.60825,6734.977226,83522.58258,18858.10669,8006.569396,48880.40844,31093.91134,47453.74025,14675.32101,92397.70565,54651.56527,53588.29194,83734.90984,66242.86232,71564.36241,86144.04893,82851.06863,95183.56691,97135.68046,94779.88477,74425.71229,65746.217,91485.97347,77555.63398,56524.73952,103465.1125,36623.97169,94067.07226,81233.08409,70223.55077,84715.67196,61673.76217,49854.18782,53159.18588,43917.96857,39320.9681,42651.285,48803.84564,69348.41973,41466.82355,37371.59324,32449.46174,47950.94258,92268.16605,43497.54982,31247.6223,52223.39575,36896.29755,75500.68952,31270.95056,37704.58393,60190.81992,74360.63421,60388.13356,23768.40806,50142.00259,92619.45845,39692.33661,94259.70962,86470.21298,107543.0609
LANGWOOD,41425.15278,52565.16546,44468.78949,72089.25398,23164.29587,13830.52566,93617.11215,78343.54849,56633.53567,25048.74789,48062.03576,59013.86198,64817.28316,81663.63556,14159.05601,26208.79407,47805.86033,88509.8279,36790.0711,6601.093955,11664.01804,72080.16018,4332.938424,82245.92724,64079.10662,0,25044.75114,9347.429992,52450.99253,17394.58421,41991.03616,68496.55786,19149.039,31618.88098,29992.61963,58629.56648,45277.69294,45178.57824,72472.95027,121789.8806,116610.679,7813.499642,17975.45958,41600.24698,52774.46514,81928.54773,69362.50775,115261.3168,79199.81673,59559.93271,70843.60611,68248.23932,53873.87639,73400.54211,138564.2604,59369.39693,56376.61773,49263.21809,57535.10809,71117.95524,54576.29324,60234.27818,80483.45275,86491.47935,49330.16356,37578.7864,53041.02944,64690.01616,75758.44842,43051.94742,37790.12521,48614.19083,64465.7881,35198.40729,50559.57772,30730.39327,54371.84367,44403.62445,48791.17618,50553.25595,101852.9284,65114.27094,29840.34378,32485.72701,36514.05772,28938.68593,18602.42138,38751.14248
INDEPENDENCE HEIGHTS,24031.85194,27762.7587,22775.64389,46154.63484,31282.54331,23328.35498,74068.64684,57876.4968,85558.82954,17314.40772,20160.4388,30319.56431,36043.52954,51177.98006,13634.03507,6780.229444,17307.30599,74662.11871,8166.207301,22290.79112,41893.86887,41455.86979,33367.20512,52774.90587,34501.69833,25044.75114,0,10726.82839,22679.62474,43993.44778,13830.50212,39145.995,11517.6232,6412.097294,18021.51073,31225.36032,57199.4802,34721.43096,52405.14493,98483.90448,90021.21538,32165.13329,47627.2808,55832.8655,69265.49011,84238.65477,76596.63698,92642.6042,67778.44931,70312.79433,68681.93082,56693.6054,74454.54158,52537.99152,114705.1398,63416.06363,55177.34562,60391.68808,51343.06084,54698.1684,46016.0023,46843.61942,59226.42439,61916.5342,38173.16466,44744.99716,38099.03747,43685.1729,51543.38111,35217.7547,59918.41366,35325.80512,42447.27762,31771.99591,32533.31627,45500.90966,33369.59984,27846.48043,45136.42423,54569.57001,79050.7084,40553.27081,26158.00214,57800.79417,24541.77125,57439.27326,48466.68683,68815.46623
CENTRAL NORTHWEST,30630.28437,38078.1378,32223.85071,58810.59598,21147.2755,10393.4264,78621.50659,62301.86579,65379.11619,15291.41334,32936.40834,44006.92432,50665.11845,58536.97396,7106.278723,7931.245424,30516.57015,76071.72517,21455.25569,8341.361123,25881.53318,52833.93758,16723.11153,67957.75604,49762.60825,9347.429992,10726.82839,0,34844.98616,28222.30346,28026.4822,49673.45404,7374.878861,13577.4251,21307.00161,39160.38989,47074.90162,35845.6931,56522.06855,103523.5421,96195.17809,13473.24495,32330.26597,44514.31201,60085.14465,79682.44551,72151.25542,96963.11457,71064.72573,61064.47117,66002.06204,57736.45731,61192.44192,62098.89053,119494.5987,59536.16354,51998.31924,51767.96629,50921.79841,60661.18039,48152.12048,51577.23175,69069.46798,73102.53455,41986.28576,37536.26524,42601.33614,49716.21691,62490.05579,37208.73526,45738.40992,40134.09656,52876.04477,31993.24469,40139.61602,34144.0547,42704.80999,34270.12483,44945.76257,50318.281,88553.17719,52464.22263,25127.33362,41625.37413,27727.93571,38134.63619,26639.23967,45427.36125
TRINITY / HOUSTON GARDENS,32277.10962,25035.46622,24296.18179,24646.43779,49880.89889,48963.62627,63252.55996,48183.78403,108292.4616,31685.12937,12684.79835,13736.55451,13255.30113,23449.76228,35921.35775,22497.81286,6042.461204,70445.86769,15146.13701,47404.58271,69369.32648,13887.36918,60235.39584,25037.68597,6734.977226,52450.99253,22679.62474,34844.98616,0,71318.2492,7175.922547,9883.646172,35550.24234,17943.64584,37361.94132,8034.019121,79329.90107,42674.78564,45995.624,79984.60375,63972.3934,57091.43601,75904.73337,72446.98643,89703.74452,94837.81656,91221.36059,76132.26787,66721.6563,83452.2173,74730.56132,56774.163,92632.94157,41046.10415,95921.38458,76451.87982,66608.08548,76324.98308,59390.27925,51017.60045,50799.89304,43751.24534,45186.6128,45718.4301,46029.07519,60672.13856,41660.72295,37425.08807,37722.8078,42552.93607,80908.48329,40758.79845,33190.92568,45291.85073,34892.56359,63831.12635,31374.3996,34359.89936,56485.98969,66913.14949,66502.68114,27157.51786,40701.98172,79425.10277,34888.08852,80304.15672,71977.90079,92796.92378
CARVERDALE,62396.09709,72634.75294,65636.95514,93259.00696,33721.43941,18999.6512,110839.4158,96302.5808,48328.99201,42815.69395,68520.28087,79433.41094,85329.12288,101689.7204,33830.29135,46532.24956,67798.32555,103421.5699,57030.26718,22000.34619,8321.075136,91688.63742,11483.61946,102100.0054,83522.58258,17394.58421,43993.44778,28222.30346,71318.2492,0,60055.84709,86725.58382,31089.45506,48501.78794,41719.4513,75133.6111,30109.7597,50457.94847,79685.96865,129827.3572,130630.2411,6594.527946,4170.184454,49418.96516,58201.13253,89169.7088,81700.77773,133338.9792,96061.27667,66242.25108,80635.26827,83256.80436,54460.91523,94344.50123,157042.8425,70433.15389,69243.75902,59779.68662,73267.23433,88425.82317,72337.52042,79094.37172,101410.3691,106318.369,69636.10413,51162.65114,72016.45583,83291.07917,95880.33214,61792.92606,42915.69949,69173.80862,85395.71497,52684.67339,71222.62745,37661.69342,75486.78408,65200.62005,63389.41574,61245.25434,120504.8891,86272.60843,46026.14473,33377.62689,56712.32034,25968.47787,13899.86239,23378.26309
EASTEX - JENSEN AREA,33435.22653,30293.02306,28107.61359,36089.41839,44553.31356,36573.70283,71952.67244,56019.86928,103078.8872,27467.32864,20045.54617,23337.23803,24556.14546,38365.08293,29840.52559,16629.09735,13075.17225,71086.68529,11507.13536,39787.35841,58756.01238,28251.91869,50779.9254,37315.96904,18858.10669,41991.03616,13830.50212,28026.4822,7175.922547,60055.84709,0,20707.76285,22732.22997,6092.829588,25463.74735,8170.259495,66576.86393,28660.89923,36997.24749,78119.28449,66087.15585,47297.42933,64714.9379,68090.63198,85672.93403,97412.46661,90886.81787,84308.80269,72486.71062,80401.29768,72521.14087,61431.88324,88113.60212,50751.88785,105149.8174,76328.80237,67465.54461,73483.38642,61102.36239,57424.55325,54844.94079,50675.44206,55670.90153,56600.43221,48038.76152,57437.21253,45509.42921,43901.89117,47963.32248,44609.17165,75157.78791,43620.18486,41590.041,44377.51139,38676.86901,59160.24019,36695.68558,36131.73641,57220.41585,66633.24853,76883.80609,36709.85308,38413.30547,74337.85229,34735.6655,75058.20081,65877.29362,85263.6908
EAST HOUSTON,47731.20137,35412.99634,38809.09939,25224.57441,66535.67344,62182.7822,67749.35026,54214.23777,124337.9773,47998.3395,24192.84834,19375.28697,17041.55261,17602.42163,52552.38911,39111.88092,18038.50441,73149.47542,31687.63648,63983.72698,85251.38657,10128.09495,76098.74668,12462.34133,8006.569396,68496.55786,39145.995,49673.45404,9883.646172,86725.58382,20707.76285,0,48744.20484,31222.99499,50760.20578,9219.464216,90808.45246,50590.85972,40916.45002,66752.6925,49717.17347,72048.00465,91459.92854,88593.45768,105956.1258,107876.9397,106223.9816,75395.47851,74173.70438,98696.0418,83345.67284,66824.07211,108884.4836,47002.33927,94108.16807,91526.82369,81040.98634,92353.21763,73236.05442,59308.08488,63846.85042,53955.32548,49064.88449,46639.42657,60404.75618,76893.10978,52961.48835,48945.68286,42021.05876,57282.32186,97557.17396,55108.79678,42366.77732,61101.06965,48435.47212,80174.89439,42708.63887,49202.76873,71466.08063,82166.35311,69404.69025,35058.75383,56887.07792,95693.98468,50708.28954,96276.83312,87513.73475,107784.2978
ACRES HOME,40242.77928,45550.16321,40262.80815,63576.61627,31918.18624,6316.065193,88525.70874,71818.54307,74163.3411,26134.1099,38124.17811,47954.70527,52808.97698,64541.45753,17885.00325,18783.04274,33566.81854,86918.9083,25186.8093,19655.25189,31332.10892,54485.61619,24236.79935,67688.47126,48880.40844,19149.039,11517.6232,7374.878861,35550.24234,31089.45506,22732.22997,48744.20484,0,10497.52828,9496.685984,36759.99892,38578.11101,17562.58212,44482.25533,93811.82544,92133.39357,16322.30646,36105.81727,54601.85349,72343.77579,91120.71497,84557.48958,107211.2866,81953.36706,71686.45923,77144.0411,68755.43436,69951.01012,70252.71997,129449.4006,71712.18248,63961.44215,64033.72238,62500.62428,71091.75465,59505.00049,62280.42348,76984.63629,79802.78424,52788.67741,49588.79468,52962.53847,58450.78426,69466.05799,48672.36498,56954.8063,50646.6813,60317.41863,43930.234,49451.92454,46373.60548,50939.56947,44108.33117,56928.8591,62766.77394,96780.42961,58505.77942,37056.49654,52610.44773,38517.52528,46801.65939,35661.54966,53428.51862
NORTHSIDE/NORTHLINE,33479.54885,34926.06038,31099.40133,47831.58142,38449.13239,23824.39009,78885.62613,62076.54802,88746.11235,26888.8235,25621.30755,33221.69639,36352.98619,44629.01358,22923.49007,15023.08163,19461.5991,76373.01067,13881.06336,29621.2658,47455.10053,37642.05446,38549.07512,49834.49277,31093.91134,31618.88098,6412.097294,13577.4251,17943.64584,48501.78794,6092.829588,31222.99499,10497.52828,0,13026.44888,20638.64417,53703.52638,17617.54844,34450.21718,81133.7225,76726.39874,33801.45163,53278.22532,62903.4823,78688.13495,93649.97767,86675.20198,91519.81855,75495.78796,76246.29027,72404.16914,63517.57697,81198.22199,58827.35485,111713.9853,72659.33556,64129.22591,67683.05315,59786.30673,62588.52267,55755.91944,55419.1833,64742.22211,66422.79244,47839.3049,51946.48635,46609.16819,48776.12514,56910.62098,44822.70638,66026.96909,44706.09413,48701.42095,41865.25679,41183.02084,52745.6553,41085.62165,37097.83918,55215.89932,63197.20043,85273.64917,45364.30445,35083.97144,62684.66439,33859.82325,60957.51424,50235.97771,69404.02513
HIDDEN VALLEY,47974.47405,52891.71844,46579.69793,65979.22083,48440.07496,20121.17746,99196.23329,83024.21553,92402.95612,39012.02152,44267.01986,53530.61305,56446.32608,69782.17381,29952.54102,28873.63552,38739.46505,99095.29732,32964.92115,34038.76501,45614.70117,58574.08859,39644.85311,65801.81677,47453.74025,29992.61963,18021.51073,21307.00161,37361.94132,41719.4513,25463.74735,50760.20578,9496.685984,13026.44888,0,36788.39688,41468.44533,14317.42938,39218.92564,88037.21831,89668.76078,31915.48081,46523.33194,72348.28776,84617.22807,105342.2114,96059.44721,117522.4204,91511.46026,88573.959,90596.61757,80366.1239,88776.4109,75505.37128,139281.0862,83593.86537,76566.30899,78027.45062,73940.91931,79396.03352,69203.23282,70841.78141,81532.23992,85785.8496,61755.59752,63056.50306,62242.1878,68853.78339,73736.99149,58707.25051,73093.81093,59175.05504,65204.28235,54456.95766,56592.18268,60986.8682,57013.32487,51832.03228,67600.40486,74411.32261,103383.1022,62101.36907,47256.31972,68813.08548,47563.89062,65722.70303,53381.86599,69692.27023
EAST LITTLE YORK / HOMESTEAD,47044.75855,41125.35546,39861.3166,37019.33469,60019.47121,50068.70247,79007.82029,63968.30667,114846.276,41872.69939,27994.72729,29470.95622,25474.65146,31739.81739,46640.98504,32835.44806,21622.39873,85510.04414,26109.64353,56195.26769,74545.96037,23872.84071,65695.83344,28866.70668,14675.32101,58629.56648,31225.36032,39160.38989,8034.019121,75133.6111,8170.259495,9219.464216,36759.99892,20638.64417,36788.39688,0,78130.39975,35859.90206,24394.6761,58807.08427,49483.5953,60390.58429,80047.19516,82850.08242,102300.8928,110635.5384,105939.417,90911.28196,81100.97127,96398.17137,87690.20305,71812.78088,102477.1209,55811.75096,109847.8081,91186.7616,81886.80751,89637.99545,74779.22807,65699.11387,66698.78617,59500.97019,58963.4278,59540.50522,61414.16935,73613.70976,57738.65884,53423.26406,51899.28873,57841.06312,91377.77188,56281.2011,48850.90314,59332.83284,50625.70995,75125.90925,47377.98927,49420.6679,71458.131,81519.72991,80095.88763,42282.40114,53930.68179,88755.90189,49079.60415,86789.07021,77121.2247,96852.79399
WILLOWBROOK,85869.07561,92267.92572,86746.8408,109750.796,67609.23281,27740.97972,136385.1583,120551.3817,80380.63041,69121.3602,84853.88678,94363.0459,98346.90632,111164.3793,57584.42979,65004.29741,79894.37672,132857.7078,72325.86645,50902.69767,44450.55146,99844.87886,45489.00516,110968.3866,92397.70565,45277.69294,57199.4802,47074.90162,79329.90107,30109.7597,66576.86393,90808.45246,38578.11101,53703.52638,41468.44533,78130.39975,0,36502.34933,64323.13772,112619.8091,122792.7127,32567.81639,39808.63859,85267.95066,95209.9074,126367.1154,116900.3954,156583.3104,125442.8354,102935.5727,115441.3346,112775.3728,91913.48479,116961.5377,179055.7305,105597.8191,101790.8958,95603.84234,103670.22,115775.6898,101689.2941,106457.6588,123844.2813,126781.2498,96687.50523,85079.74417,97822.75943,106444.4308,116421.0974,90502.82765,79052.31254,95209.77422,107178.8679,83090.21297,95396.16485,74750.6832,97456.78367,89655.35255,95312.03817,95933.0461,143581.1237,105393.4559,76013.66523,69356.45006,82412.82018,61936.26472,51459.09867,52764.73453
GREATER GREENSPOINT,65430.07482,66806.16224,63281.79588,75129.98309,59512.35412,25240.77445,110485.3169,93927.05442,96862.42791,54955.00384,57109.52546,62795.70188,63565.64717,72714.55357,47226.26669,46723.3902,50382.27634,108502.4628,45769.65907,47670.15731,54306.36763,63998.83688,49572.53073,70778.28289,54651.56527,45178.57824,34721.43096,35845.6931,42674.78564,50457.94847,28660.89923,50590.85972,17562.58212,17617.54844,14317.42938,35859.90206,36502.34933,0,22290.77956,71132.82599,78498.01416,37019.88497,55897.9361,83469.80561,100781.9608,120519.9724,113962.3574,123495.525,107754.0904,100382.9605,98582.61209,95517.25439,95142.90371,89713.047,144994.7725,101060.6854,93171.43739,93400.20759,90673.4033,94687.81191,87239.33545,87768.39791,94996.59783,96049.53456,79567.36056,79002.29176,78647.4355,80833.33175,87233.75577,76570.02632,84928.40628,76775.39149,79986.05977,72516.98679,73452.00919,75272.27331,73152.85775,69184.47849,85704.50628,92020.8945,116086.4093,75758.66084,65451.67918,79503.5469,65411.18456,70596.99739,61101.1425,72703.93142
IAH / AIRPORT AREA,79031.67828,76347.96416,74167.00638,74821.63574,82008.47113,53587.73709,115968.9208,100949.3501,120236.4685,73003.88987,65450.66111,64677.28677,64053.04235,68591.89079,69785.48426,60830.41981,58552.94986,116277.6933,57336.31895,73219.09712,82815.77741,61564.40335,77168.0442,62318.29564,53588.29194,72472.95027,52405.14493,56522.06855,45995.624,79685.96865,36997.24749,40916.45002,44482.25533,34450.21718,39218.92564,24394.6761,64323.13772,22290.77956,0,33103.13651,42928.45205,65688.52829,85102.83587,106125.3361,125349.0622,141204.7989,134294.0109,125539.8966,118199.99,122303.0164,112529.0823,107498.2926,119508.0914,94378.37544,137345.9144,120205.2633,111582.4776,115233.8182,106395.2889,102878.7699,100884.4105,96291.93511,97944.87157,97441.81592,93697.12047,99610.85763,91473.95844,89729.95409,90726.87539,90372.64997,110525.5476,89568.88931,86445.40775,88871.73941,84761.66681,98851.43206,82713.43325,81977.25019,102130.9689,110682.0057,119121.7089,80531.83914,82356.05734,106194.8957,80063.56017,96157.01009,88727.24671,97143.78083
KINGWOOD AREA,120149.9331,112877.9787,113014.5441,102483.9677,128921.6989,103169.3671,144538.7288,131968.5284,168481.2531,114530.5029,100123.2538,96363.14433,94510.33212,89516.51674,116878.1453,104179.1373,94223.70762,148842.2825,98491.99244,121813.4692,132718.4541,83154.27013,126544.2716,81889.53061,83734.90984,121789.8806,98483.90448,103523.5421,79984.60375,129827.3572,78119.28449,66752.6925,93811.82544,81133.7225,88037.21831,58807.08427,112619.8091,71132.82599,33103.13651,0,15309.34621,115520.1568,135230.1385,152757.4197,172638.7326,183647.4003,178693.569,148794.2431,152094.2266,168142.7173,149182.2263,144182.2254,167883.4672,124722.2358,162060.9449,164034.3375,154857.5374,161094.7272,147923.2774,137107.7976,139706.6342,131476.2012,125988.5759,120998.6794,134538.2195,145113.4213,130101.2118,125927.7884,118748.8917,131004.7723,158977.6493,129434.7777,120199.1858,131967.3372,123690.7822,145529.7299,119900.7732,122539.5836,144484.9649,154306.5489,144478.3445,112863.0474,126263.0422,155215.6919,121955.361,145262.6334,138126.5962,144338.7271
LAKE HOUSTON,104725.8172,94979.0252,96870.42803,82438.19012,119015.2307,104127.9989,122918.8084,111813.2359,164340.8298,99514.45262,83168.03683,78766.50327,76643.04537,67009.07023,105608.9195,91798.66747,76976.05482,129104.9452,84980.15563,114842.6644,131221.4743,62533.19694,123094.9486,59770.90702,66242.86232,116610.679,90021.21538,96195.17809,63972.3934,130630.2411,66087.15585,49717.17347,92133.39357,76726.39874,89668.76078,49483.5953,122792.7127,78498.01416,42928.45205,15309.34621,0,115659.3587,135764.8811,140903.9216,160803.1207,166861.854,163515.6214,123114.0783,132871.6258,154577.6483,132061.8345,126230.7427,158778.3671,104760.4724,125788.2908,148810.5028,138971.927,147918.1088,131585.9528,118533.2392,122911.4861,113425.8147,104572.3692,98179.49313,118462.4338,132070.7967,112406.9388,108428.2659,97407.37056,115074.3336,150218.0952,113310.7055,101375.1182,117393.9919,107249.1262,133828.9282,102011.888,106860.0052,128931.6943,139253.2338,120715.9817,94369.72485,112341.0005,147530.2903,107136.9679,139688.7405,134149.5103,145464.1226
FAIRBANKS / NORTHWEST CROSSING,51322.41825,60140.90775,54090.44587,81384.74677,26848.45565,6707.089924,100121.3062,84974.4409,51349.19289,31166.02333,55604.95706,66712.74639,73236.74384,86789.13634,21229.54297,32160.42392,53063.1662,94119.0524,43923.17144,11366.38979,9393.224653,76814.13549,6796.933654,90056.61753,71564.36241,7813.499642,32165.13329,13473.24495,57091.43601,6594.527946,47297.42933,72048.00465,16322.30646,33801.45163,31915.48081,60390.58429,32567.81639,37019.88497,65688.52829,115520.1568,115659.3587,0,11408.03645,46170.06136,58135.19803,85825.89372,77750.62551,121884.7486,87330.80342,63878.91787,74747.55392,74157.73,55331.6688,83240.38745,145199.118,66497.0623,62344.82759,56491.923,64971.6799,78750.30251,63484.24376,69386.08529,90302.22549,94903.22082,59740.46016,45606.88623,61666.26113,71362.01382,84381.83589,52562.56883,42135.71843,58878.9515,74312.12789,44266.44505,60600.52811,35598.92428,64154.2279,54402.41744,56011.15055,56616.41799,109411.9732,74685.13995,37339.9209,35056.786,46193.3026,27283.09832,15074.31566,29142.45494
WESTBRANCH,61707.78559,75320.34566,65427.48346,95035.89574,35432.33463,24203.45905,113009.5269,98617.91823,43041.66829,45288.43534,71601.1933,82659.56619,88561.25888,105501.4782,36556.64791,49637.68914,71665.55519,105289.2808,60468.20277,24616.82124,4950.674822,95898.34528,12870.38665,104963.5003,86144.04893,17975.45958,47627.2808,32330.26597,75904.73337,4170.184454,64714.9379,91459.92854,36105.81727,53278.22532,46523.33194,80047.19516,39808.63859,55897.9361,85102.83587,135230.1385,135764.8811,11408.03645,0,47461.78466,56847.64652,89678.8007,76422.14399,135656.6805,95168.26951,65065.7765,81780.92374,84991.28184,52817.85369,93915.31266,159408.3696,68096.68626,67523.98897,55974.55159,71140.38462,90097.22639,71198.24484,79562.0129,100412.543,108647.6582,67690.56907,47691.19981,72525.86643,85724.64017,98421.08224,61013.43647,38206.26768,67567.3138,85818.00577,50797.23394,71177.94,38278.92301,76247.56178,64169.44187,62317.71465,60086.44361,122894.3277,86970.477,46515.73863,30422.91031,56693.67031,23122.41189,13133.21389,18174.01186
SHARPSTOWN,47466.87582,58895.06056,51048.23594,79087.90072,15268.06093,54807.0861,72477.28078,63240.86415,38077.57761,30446.10162,60487.4537,67751.50666,79495.44689,89191.70911,40656.30467,45939.56409,64883.25409,62574.22751,56274.55385,32148.76364,37525.22159,85605.22901,33006.36441,101603.954,82851.06863,41600.24698,55832.8655,44514.31201,72446.98643,49418.96516,68090.63198,88593.45768,54601.85349,62903.4823,72348.28776,82850.08242,85267.95066,83469.80561,106125.3361,152757.4197,140903.9216,46170.06136,47461.78466,0,8469.356555,34390.98052,27017.59285,97459.97577,51718.82457,11033.48179,31448.40535,46398.61929,11558.83929,69555.0207,120959.5253,16892.06872,22921.71065,5725.576741,31123.6007,54012.64078,34700.46258,46440.6465,75292.17804,80313.72645,35872.08366,9170.366947,43749.29873,60018.49694,74438.65207,33622.53234,9018.96958,43161.74888,62608.16654,21699.54945,47730.513,6368.564101,56318.04384,44940.11953,24455.84182,10850.05096,88882.96123,67830.26917,22850.02268,14155.63601,37722.05712,22733.37026,29241.50988,43220.04904
WESTWOOD,58650.13034,70548.2302,62387.33551,90496.0837,32489.55177,69278.18577,83420.45958,76271.86642,41414.92284,48390.64238,73824.02334,83369.69695,90036.51801,106693.691,53036.07014,60371.84096,80645.48319,69763.05157,69384.16321,46533.79756,47606.71731,102576.119,44827.29629,112973.8905,95183.56691,52774.46514,69265.49011,60085.14465,89703.74452,58201.13253,85672.93403,105956.1258,72343.77579,78688.13495,84617.22807,102300.8928,95209.9074,100781.9608,125349.0622,172638.7326,160803.1207,58135.19803,56847.64652,8469.356555,0,31875.62246,20443.63033,108837.1421,58308.78172,7201.905811,37265.4368,53466.04987,8922.784857,79675.17048,131514.9916,18490.95758,27999.93799,6255.055412,37573.23149,64732.11776,45358.16329,58371.2617,84322.82068,92019.04729,46655.60804,20213.06753,55473.0891,70222.46569,87154.5126,42963.79888,15453.11361,53574.07242,74379.57489,37125.49367,59943.23885,19272.18665,67116.03206,55604.16716,33319.6554,18579.76081,98974.00099,79856.96815,39923.27578,22263.97356,49883.64523,30727.32579,39397.88816,50267.03067
