,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
GREATER FIFTH WARD,19754.07672,10542.47298,10205.18877,22928.27705,45959.38887,60289.42658,56202.46302,38022.35364,117395.8165,31422.65232,0,14939.03849,18184.56607,37072.73193,33556.85076,23192.42175,10754.19973,57621.0597,10623.34501,46768.0326,67569.61906,26028.67311,59031.53885,38543.35351,19930.09162,52372.59263,24423.62444,42631.31088,18157.32522,72982.74893,26578.50355,30603.91274,43865.92452,32668.06738,49079.92296,35885.71882,89849.60881,65596.56426,76186.74554,110929.3083,111760.0348,61967.32253,75902.58489,67833.03293,78455.80951,82721.69365,77685.0129,75602.38742,53730.68288,76509.15218,66622.44957,44560.78203,88101.24719,30154.39602,98730.1748,63085.99127,52511.78305,66566.01942,45169.01234,37683.80854,36055.66632,29645.8421,36233.95019,39578.86658,31854.78324,50280.91583,27025.62693,23081.74007,28341.45223,29750.6666,76963.06608,26497.10118,20403.32964,36205.85415,20308.24604,60058.005,16633.19849,20655.86926,42881.25187,57139.09041,56579.40034,17028.55468,34726.01582,79499.61956,23256.80357,89300.83245,75377.65608,103494.1835
DENVER HARBOR / PORT HOUSTON,31760.53065,12877.281,22440.14815,12746.67907,57143.01591,71529.69937,47892.58017,33148.99574,126399.1165,41534.8195,14939.03849,0,8403.919888,26997.91201,45755.36073,34564.50298,21338.42525,50849.49921,26241.12877,58151.11899,82490.05856,19833.49983,74149.47167,31727.68146,22058.16606,69038.59409,41634.98188,53742.15519,23771.15097,89400.80463,31332.10959,25814.23445,56555.64126,40267.26732,65698.36733,39473.10508,106204.4515,71938.04179,75970.27841,107023.976,107264.983,75173.38674,92113.47495,75387.90894,86665.77005,86550.56495,83681.87198,59677.33158,51878.31087,82599.64451,70213.52387,45034.68097,95661.97631,26278.38103,79153.14075,69179.91328,58136.95335,73168.53515,49759.0053,36040.73477,40299.75737,30234.10512,30432.77584,31172.3269,37625.61539,59080.16286,29195.94037,25165.41698,22899.11421,36084.64008,85602.72709,33388.23353,19168.3157,43530.76326,24986.52318,68766.26239,19036.27827,28566.83654,49338.86284,63041.61067,51759.56895,12487.52074,42950.18074,88769.93811,33606.56207,99337.93297,85582.94297,113998.1779
PLEASANTVILLE AREA,34424.07758,19925.20958,27472.55262,9113.37355,66127.35939,75565.79265,53702.41972,35927.64963,137541.7347,51185.84068,18184.56607,8403.919888,0,22812.06861,52527.74007,42109.90008,17869.31222,58684.91333,26130.24866,65728.26272,86381.87542,14795.99249,74727.59494,24182.59739,15871.09453,68719.71284,39948.90135,60304.60748,17562.25866,90453.16474,31069.71041,23655.03744,58326.33471,43880.19775,61466.78985,33411.98617,103266.8869,73094.57521,75509.10166,105131.3283,104997.714,79771.98057,91487.06576,87260.7377,92831.9155,94950.79965,89928.28086,65300.47077,58307.54954,93354.08833,78497.52553,50904.62746,107477.1579,28761.95657,87050.86737,77902.28289,66460.59786,84452.78774,57937.87174,40657.95545,47154.75819,37315.793,31499.25427,31221.83542,43902.676,68993.39918,35194.03083,30827.52325,24568.10423,45698.62615,97186.23677,39050.10269,23812.91199,55503.65109,30946.27792,80259.22153,24177.10368,33462.2737,56619.07687,73756.63694,52660.81556,16331.19867,54791.69723,99599.13173,40164.9727,109120.5362,94902.61089,122780.9028
NORTHSHORE,57905.6393,36069.79502,48200.62246,19832.58345,83133.5451,88682.23192,54500.77239,43261.54942,144427.0924,57911.67633,37072.73193,26997.91201,22812.06861,0,69694.714,56146.35378,32308.24268,66145.43459,49792.15005,82444.54821,106147.7558,14772.77013,98202.28869,16769.69182,27982.52582,90532.45032,60138.94603,67419.9365,32606.25477,110666.4383,47357.89096,25400.98227,73754.15995,53753.85664,79263.39198,41198.44365,120681.5073,82294.03682,80542.97866,99538.38523,95684.66556,95782.80349,114386.5109,97003.89959,114323.6403,104631.7337,108384.3792,56344.63752,68247.95671,104934.1784,87982.89199,62041.70422,117752.3721,36055.46864,74888.64577,94668.80202,82961.18258,99918.07187,72947.09095,53190.78056,64195.24677,50761.87566,34529.77132,29153.83383,63690.10341,86802.98635,50403.08524,43490.59021,27474.61091,63079.07372,111085.9794,60226.52525,36517.36333,70412.52197,49317.50233,91299.7934,41297.25751,55347.11438,75448.44064,86773.88888,51412.03261,31184.56245,68941.32515,110638.9551,61079.594,115583.2762,104550.4703,129392.3139
LAZYBROOK / TIMBERGROVE,27265.55096,36512.07526,30322.80972,58317.42552,22207.71071,31527.90421,77195.62104,61855.37067,86395.98559,11278.43595,33556.85076,45755.36073,52527.74007,69694.714,0,11682.14755,35237.54256,72758.78977,24595.96392,11521.75804,33930.97695,58988.46916,25888.28942,70738.68298,52349.58849,20563.95977,16681.90638,11217.06827,40594.07292,40431.02525,35864.73862,58383.22246,25306.46966,29809.52196,32783.93755,52790.80296,63162.57591,53278.35321,78582.744,128593.9009,132376.9195,27242.40749,43162.21501,46742.25019,57000.9555,75982.06836,64728.99607,102534.0526,65421.00904,60771.36921,64434.99658,52555.23387,65739.54912,59219.69155,126142.1923,53961.25593,47201.82904,49426.78612,44298.23461,55692.8901,41836.21022,46353.57903,66290.87578,71008.84977,36589.23725,34002.22268,38009.23954,46656.99445,60551.24047,30669.74739,49174.36967,35303.30223,50301.5502,24914.1277,36752.52491,34967.50684,40194.27755,30431.1564,37854.58529,44629.65385,85439.07765,50964.76338,18312.27324,48588.71859,22474.59975,55580.64202,41201.20476,68736.71661
GREATER HEIGHTS,19538.12879,27047.4396,21099.26794,48356.1014,27581.63837,36002.52686,68544.59153,51460.9561,92633.02208,12348.53436,23192.42175,34564.50298,42109.90008,56146.35378,11682.14755,0,22468.88836,66683.67015,14720.97691,23780.74757,47149.01369,45896.76385,39168.44399,60407.9504,41947.67001,32039.48582,11461.98747,15264.34169,27525.67279,52466.33766,22519.06229,44952.01293,26147.47499,22279.71917,34953.45031,39093.75156,71108.96493,53855.69393,71005.16908,115605.3133,119088.3241,38025.96859,55555.40085,52417.91144,65777.83142,77913.71136,70852.85573,91586.53403,61014.65337,64958.82715,63544.28659,48730.3486,71734.93758,50906.00971,114948.9649,56453.47485,47715.81311,53913.44629,43216.17803,50239.50752,39662.21786,41323.1288,57916.40762,62034.59112,32232.80263,37664.0392,32002.95461,38578.6582,51418.12676,28831.76966,56090.73344,29692.48893,41834.41471,25257.81776,29045.31364,41039.20348,31502.81405,23340.90436,38474.80287,47386.07555,77452.97456,41656.66753,20778.50566,54900.37042,18103.16359,61532.78794,47018.44916,74503.78589
KASHMERE GARDENS,27487.18486,18166.60264,18486.80415,26922.53229,49065.75016,56040.59235,68374.5436,49829.32998,119296.7531,32779.33633,10754.19973,21338.42525,17869.31222,32308.24268,35237.54256,22468.88836,0,70667.16556,15371.81141,47550.96239,70927.94107,20316.92687,62816.15987,36295.99834,17710.05394,54751.47366,24199.82503,40081.63038,11597.83648,74738.6561,19633.20684,24477.4298,39013.09079,26474.02311,44887.73172,29248.1172,86285.18775,59002.64369,69218.08849,105191.2745,105824.236,59833.75818,78618.51559,71831.04784,86161.88647,91317.08543,86039.90338,83683.83622,65427.17154,82460.65884,75611.53091,55628.94697,91909.50729,36390.04543,105305.0223,71294.29972,60931.78079,72327.50766,54031.02918,50993.16031,44686.53831,40153.68316,41914.20896,48304.90684,40267.56045,57119.50128,34777.09708,34523.48471,34123.72665,38084.32048,79599.31239,34901.47532,28083.73804,41068.16133,28684.932,62843.63934,24509.20828,29005.71073,51208.58434,63700.1374,63441.0778,23856.7635,38862.10877,81203.42298,30641.51496,89717.61215,75393.86372,103162.1999
MINNETEX,58373.45365,50913.97071,51908.80483,51398.70757,66030.64944,103867.6362,17648.90149,19234.17615,122135.3954,61427.03361,57621.0597,50849.49921,58684.91333,66145.43459,72758.78977,66683.67015,70667.16556,0,63649.00926,79025.70558,99675.18725,73437.79013,91821.73802,85146.50017,74359.06904,94122.89501,80256.34616,82817.21564,75747.08516,109310.1442,77756.72759,78679.24764,92536.39882,83483.54788,104685.5698,90899.32084,138481.3275,116745.7615,127043.3844,159740.886,158260.3151,99789.74956,111217.6148,69615.58536,75772.64402,49787.24146,58827.95202,42803.51349,9284.475656,63380.85829,38311.88785,18315.92322,85602.04686,38814.92058,63029.04532,51274.97017,45354.78521,63852.3618,36184.95425,18052.20362,33912.50602,31815.82783,36881.18979,35366.40283,42002.00615,61928.35912,39288.99443,34421.21563,45395.40534,46381.3932,83832.54359,46840.2581,41020.59534,55499.27667,42118.66451,71835.34481,45480.98005,51486.63539,45448.97074,52584.4511,35380.82381,47828.04108,59463.31057,91208.03896,52844.7252,105658.6127,99564.91146,122595.0729
NEAR NORTHSIDE,19782.97003,18785.66514,15732.39897,35112.48928,40555.24605,47298.24866,64547.92747,46988.09457,111808.7997,25172.29971,10623.34501,26241.12877,26130.24866,49792.15005,24595.96392,14720.97691,15371.81141,63649.00926,0,37385.79262,57524.78096,39092.90237,47088.46664,45997.41327,26084.02969,40154.47848,14506.19489,30967.96406,19765.62345,61092.36636,17894.18755,37517.63506,30790.69255,20867.40852,39590.53034,32558.5038,78083.18495,53634.19173,67702.68905,109749.9415,112765.1043,50472.20117,63677.60621,63344.55948,73397.33273,83705.53712,77201.19898,86283.24333,60420.486,73389.742,66201.00171,48992.18344,83514.10777,42780.48784,109524.7063,62556.28963,53690.8241,62969.64814,47332.51874,46595.15933,41811.2179,39694.11649,49015.32214,51077.21061,34404.60454,46434.84712,32242.89557,32750.43519,41126.86948,31072.35407,71699.02335,30370.64185,32508.81191,32216.95245,25949.07664,54826.40369,25098.75494,22739.45859,43366.43738,54434.81411,69192.66016,29726.04164,30226.22953,73741.80702,20947.96926,81804.99978,67412.70194,94587.23943
SPRING BRANCH EAST,38958.02677,49127.7795,42439.28364,71170.47964,16499.07761,25385.94242,85340.7757,71631.93072,73363.70692,23714.25567,46768.0326,58151.11899,65728.26272,82444.54821,11521.75804,23780.74757,47550.96239,79025.70558,37385.79262,0,20899.99606,71289.62309,12985.52663,83828.62443,65507.60484,12690.60985,27222.12733,15195.28083,52103.04968,28300.75361,45018.12376,69891.59248,25554.86352,34836.19698,37823.31017,61898.32364,57078.52634,53256.52876,81812.3213,134037.8517,138419.3526,17288.53173,30831.79784,37388.38553,50741.2833,73070.421,66148.17814,112251.5389,73191.51816,53736.62414,63969.22459,60018.6248,55581.42202,70699.75531,136266.203,54772.71179,48894.48123,44889.82818,50865.87264,64770.25482,49311.70942,55415.61128,77743.38857,82933.85027,45856.93637,33141.92604,48164.01676,58144.43284,72679.98093,38376.88419,37945.00057,45330.00511,61775.16658,30177.94841,47407.80052,25445.03354,52226.16463,41501.97643,42354.36862,44800.32444,96406.9607,63143.18726,23167.61454,35998.3906,32957.73885,42175.58025,27707.68788,55441.47417
SPRING BRANCH NORTH,59395.74931,70859.86436,63013.56673,92013.05485,30741.68288,27351.52695,108224.9288,95485.03839,58190.83639,47937.74381,67569.61906,82490.05856,86381.87542,106147.7558,33930.97695,47149.01369,70927.94107,99675.18725,57524.78096,20899.99606,0,94507.10846,10532.12012,104216.3663,86064.64849,16888.66792,47221.63777,35005.09717,74297.19668,13544.40836,63955.27815,91761.59027,37068.3157,52497.2322,49738.20086,79368.0022,48631.19375,59513.08088,91751.131,145326.0379,150446.8016,13209.26809,8456.054939,42332.76494,51333.74248,83044.90728,72530.40733,135892.1501,88907.33411,59857.97895,79470.43617,77940.3652,54996.2537,90686.29625,160137.6457,61296.25325,61217.89754,50622.31246,66200.16142,83696.80711,65629.53746,73510.04736,97681.15215,103238.9359,64463.11461,42696.81125,67429.41245,80565.58224,93172.60349,55990.80126,33837.9447,64462.50388,81837.78276,46243.63708,66944.68181,30846.91171,72602.85299,61576.28471,55806.51597,52300.8614,115776.0861,83682.70234,40215.07432,27362.57829,52918.80167,24879.41217,11985.29185,35918.61666
