,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
EL DORADO / OATES PRAIRIE,49983.91393,31921.53193,40091.73867,21798.18222,72820.32307,77273.20329,68077.64343,50006.42575,141166.1543,54562.57263,26028.67311,19833.49983,14795.99249,14772.77013,58988.46916,45896.76385,20316.92687,73437.79013,39092.90237,71289.62309,94507.10846,0,86011.71691,12565.83421,13807.96266,78024.95793,47361.47249,62434.33239,19295.63898,97575.78459,34159.0089,17564.95313,60063.69004,45349.9329,64106.43474,32136.95605,105286.2789,73723.25108,74230.92879,93455.32136,91011.37404,82712.46405,101830.2694,92829.8388,108563.1261,107447.8946,105813.8148,77228.18216,72635.9695,102028.451,90951.24114,64767.01871,113018.3596,39058.80242,96312.35603,91433.04137,80173.75292,94414.807,71112.33292,54188.33556,61802.91213,50244.8305,39402.1453,44383.11905,59814.22182,79867.97429,49000.22475,44892.04849,32102.77205,57678.47036,102671.0167,55064.88321,36433.5141,63400.11334,46346.74895,84469.03148,38776.85183,49483.02206,71722.319,82684.6472,58928.81137,29867.09169,60497.22025,103137.1896,53505.41835,111778.4329,97499.77155,125249.2946
SPRING BRANCH CENTRAL,48565.89721,62489.62238,52049.68197,80618.44383,23252.20475,23513.27174,99986.66456,87071.21954,65599.69446,39644.81337,59031.53885,74149.47167,74727.59494,98202.28869,25888.28942,39168.44399,62816.15987,91821.73802,47088.46664,12985.52663,10532.12012,86011.71691,0,92740.25452,74445.1985,7702.218552,36097.717,25808.33162,65266.19937,17585.63295,54125.99869,82482.93663,29834.57634,43670.01358,44050.37889,70737.09581,51007.26727,54767.72171,85759.04495,138965.3226,143783.8327,12361.58837,16891.10199,38935.97755,50552.1381,75741.65895,70482.85071,127538.1616,81681.87505,55303.01925,71522.7652,70152.27884,49695.42426,80316.9341,151721.8812,59209.54536,55695.12862,49297.22076,58970.14998,75542.36981,57869.66868,64583.99435,87361.81745,93904.0156,55127.48749,38520.96924,58512.38167,72099.67357,83800.12878,47249.83707,34521.37642,54782.08277,71395.20569,38265.2219,57494.50624,28263.54162,61860.79242,51110.68711,49516.77589,49402.43264,107094.5897,73057.02718,31717.25474,28022.47757,42513.4811,34937.42395,20537.56226,47568.68582
HUNTERWOOD,57151.95973,41957.02225,48898.6461,30636.27955,86433.72797,90351.96528,76802.53081,60728.56621,157393.4214,70805.16932,38543.35351,31727.68146,24182.59739,16769.69182,70738.68298,60407.9504,36295.99834,85146.50017,45997.41327,83828.62443,104216.3663,12565.83421,92740.25452,0,20420.22751,86503.8186,56535.15465,77362.99878,30889.69459,106961.7748,42673.37672,19697.45799,73545.16994,58183.9102,68870.44463,34096.61183,115800.8794,81014.49958,74979.27715,91902.08725,88488.92993,96754.87604,108417.2276,108923.6237,116128.066,121452.1702,112832.1614,80865.30285,85449.95987,117540.6041,104964.6804,78030.99807,129127.2978,44868.5522,98221.79875,103279.3783,92106.47507,107716.5041,83927.87476,66398.42663,72969.97888,63970.61318,47618.05924,51066.39648,67594.33405,91407.25038,60796.06888,51106.58074,38500.37752,70118.94737,117602.3686,62070.51346,43996.22504,77313.59701,53691.61542,100701.7704,45600.65597,56526.85236,81390.37133,98046.91319,63632.89569,36451.65996,75782.58362,119372.3741,61818.84507,127809.1423,113459.9513,141045.8138
SETTEGAST,39350.18654,27745.28591,30537.53677,26147.30065,67440.16829,71465.51055,70731.71014,52255.61205,138479.8747,51893.85001,19930.09162,22058.16606,15871.09453,27982.52582,52349.58849,41947.67001,17710.05394,74359.06904,26084.02969,65507.60484,86064.64849,13807.96266,74445.1985,20420.22751,0,68379.50087,38216.71658,59063.54276,12463.15522,88312.55461,23918.58214,13553.66666,54753.28292,39312.81287,49653.59447,22811.7018,97285.20374,64664.49864,65011.10388,94283.24236,94347.66999,78323.93076,90177.26403,90073.81667,97909.32969,104959.6816,97914.34737,83762.86173,72334.52204,99278.0711,88621.53931,63892.22725,110253.6573,40717.96648,104701.6083,85808.06909,74936.08414,89206.15131,67162.65475,54852.39541,56415.38302,48696.50573,43403.37452,48809.30114,52017.02943,72782.18301,45214.48713,40970.93357,36527.601,52443.61517,98614.26804,46669.32226,35110.91068,58622.54616,40294.67298,81736.42816,35087.83842,40864.28709,63773.04555,79955.66754,64419.60296,27747.75855,56931.7962,100459.6899,43281.785,109182.2032,94851.12783,122689.6616
LANGWOOD,43352.34381,57739.18014,46777.65045,75033.86298,30094.26339,20624.41912,100239.7675,85611.88971,74552.94854,34901.72818,52372.59263,69038.59409,68719.71284,90532.45032,20563.95977,32039.48582,54751.47366,94122.89501,40154.47848,12690.60985,16888.66792,78024.95793,7702.218552,86503.8186,68379.50087,0,29498.68045,18102.54516,57439.2948,23384.14008,46947.78313,74781.09248,25136.49211,36596.7343,35037.50741,63926.75376,50163.21546,50428.83446,81210.21242,134092.6864,138714.0822,13588.33951,21196.94052,46508.20834,56671.17476,85477.40411,71721.83365,126301.0028,83095.51356,63754.29708,79274.033,73094.63983,62313.82892,75242.59818,149979.9629,63252.22923,60566.59089,51728.10442,59675.4675,76574.04477,58704.41085,63783.51991,82300.63223,91243.9723,51039.28469,42369.91718,57456.2876,69888.53098,79439.80401,46775.37221,42251.74668,50308.63719,67477.97139,37257.43512,55397.09312,33816.91505,57628.95848,46135.02912,52235.34633,53769.85722,105310.6877,68605.93566,32797.06862,38701.88631,40231.85391,42057.99648,27829.16574,54113.23774
INDEPENDENCE HEIGHTS,28935.17848,32434.14511,27635.64479,50384.13213,37349.35678,33166.84267,81573.12178,64016.18861,102969.0074,22370.65832,24423.62444,41634.98188,39948.90135,60138.94603,16681.90638,11461.98747,24199.82503,80256.34616,14506.19489,27222.12733,47221.63777,47361.47249,36097.717,56535.15465,38216.71658,29498.68045,0,19954.08899,27473.26533,48751.03688,19753.50558,45038.66281,16707.91893,11836.07439,22548.59908,36964.43131,62173.09702,41700.0149,61802.56866,110398.4534,114556.5717,38961.92271,51564.18678,61934.40069,72173.23949,89904.63684,80442.17084,102978.8612,72470.75698,75872.90098,76446.94086,62138.73431,81227.31828,57284.6654,126073.6385,68132.98651,60083.78059,64523.45573,55279.91796,60583.62833,50735.22712,51838.06293,63901.04217,66948.55148,42957.36883,49073.3224,42176.28731,47690.01667,56070.99116,40084.5966,65663.14011,40232.76164,47046.48783,36275.6652,37485.00782,50601.25094,38201.93262,32784.77924,49640.3162,59311.07244,83753.62934,44912.88721,32371.42655,65245.39206,28780.80704,71718.0262,57235.20968,84301.99412
CENTRAL NORTHWEST,39660.53369,47649.27221,41694.84367,68592.64171,27489.01639,17508.12705,87121.50363,71207.02814,83456.00351,18756.69792,42631.31088,53742.15519,60304.60748,67419.9365,11217.06827,15264.34169,40081.63038,82817.21564,30967.96406,15195.28083,35005.09717,62434.33239,25808.33162,77362.99878,59063.54276,18102.54516,19954.08899,0,44241.56399,37270.83582,36443.90404,58811.62447,14228.68564,20548.67531,25434.52755,47792.11656,53630.22078,41796.2131,65452.75776,115520.204,119806.0238,22432.4218,41531.99787,50054.18742,64963.29257,83771.78895,76192.71996,107601.5058,78271.35995,65730.55174,73803.64305,64862.10147,68536.41274,71393.01005,130887.1984,63688.54274,56353.28678,55614.41828,56813.04427,68660.93234,54601.47321,59319.85811,78401.61684,82647.55146,49535.82746,41720.90724,50865.20423,58907.23272,72027.92629,43418.12277,51233.72892,48214.05205,62393.07057,36723.14109,49240.65732,38384.86586,52065.19642,43098.74185,49475.62736,54393.03007,97855.00336,62156.92654,29753.46896,48156.00147,35395.22956,50576.55245,36567.52033,61406.70273
TRINITY / HOUSTON GARDENS,37555.08103,30955.20103,29843.72094,29051.22559,55245.22099,58440.16571,72469.96708,53919.59896,125273.468,39411.86655,18157.32522,23771.15097,17562.25866,32606.25477,40594.07292,27525.67279,11597.83648,75747.08516,19765.62345,52103.04968,74297.19668,19295.63898,65266.19937,30889.69459,12463.15522,57439.2948,27473.26533,44241.56399,0,76439.76193,12604.03127,15849.3147,41332.20626,26227.86707,43176.29897,16280.25976,84611.1585,52352.4553,56843.45989,90669.70879,92107.99987,63751.20327,80980.11254,79251.11796,94789.94106,100549.1002,96685.84173,85395.22619,72916.02034,90463.83462,83999.35063,63516.80064,99177.32794,46658.73413,106718.6281,81896.94963,72155.79341,81484.83026,64978.63626,56159.03733,56501.87347,49435.6272,50485.11301,50729.94964,51597.78155,65733.12606,47533.47413,43228.75195,43125.71914,48041.10902,86178.20316,46308.33986,39004.71917,50464.28086,40521.17157,69690.80667,37154.01747,39768.67924,61941.82367,72322.67665,71814.24646,32828.56266,46537.0287,87161.4871,40005.7284,94985.60694,80702.38683,108102.5473
CARVERDALE,68302.02483,77905.37483,71416.98126,98830.25963,40674.05189,23907.25785,117336.9607,104009.0446,65451.37673,54825.8572,72982.74893,89400.80463,90453.16474,110666.4383,40431.02525,52466.33766,74738.6561,109310.1442,61092.36636,28300.75361,13544.40836,97575.78459,17585.63295,106961.7748,88312.55461,23384.14008,48751.03688,37270.83582,76439.76193,0,64222.41819,93240.63955,36657.67592,53355.37872,44526.13272,79573.47835,35417.62097,55683.8877,88956.65512,142585.7458,148102.0874,12585.4981,8765.768777,54901.64261,63262.40965,93014.37656,87558.79167,144586.4114,102331.406,71953.53148,89604.53861,89462.84841,63644.5894,100270.9423,168688.9963,76329.12562,75496.99587,65388.57949,79517.04595,94609.97712,78575.71784,85258.65086,107358.2758,112126.961,75782.04234,57316.27357,78081.59833,88765.92864,101678.3283,67985.3483,48118.86335,75261.12498,91331.33609,58893.58984,77295.01101,43015.0516,81331.67916,71175.61898,69653.16877,67255.93418,126262.7132,92066.60033,52239.10559,37576.35281,62722.47898,32755.3844,20986.43341,39135.48826
EASTEX - JENSEN AREA,39736.20131,36824.65635,34603.58968,42685.90479,50482.25368,43902.09716,78734.21557,62722.60453,120075.7925,34670.84527,26578.50355,31332.10959,31069.71041,47357.89096,35864.73862,22519.06229,19633.20684,77756.72759,17894.18755,45018.12376,63955.27815,34159.0089,54125.99869,42673.37672,23918.58214,46947.78313,19753.50558,36443.90404,12604.03127,64222.41819,0,27195.90512,29448.9346,13579.61244,29923.64354,13672.76086,71178.86606,37384.03926,47469.19479,89310.87875,92510.9596,54015.6342,69057.99941,74806.87958,91802.19261,103578.8366,97041.08422,93710.63744,78964.20423,86532.82263,81374.27102,67949.78698,94651.84335,57519.60389,116364.2501,82428.49402,73579.65793,79618.38327,67353.5328,64041.41508,61311.89459,57247.30817,62476.4671,63397.75838,54351.08099,63555.36874,51945.72959,50420.31484,54758.95926,50985.30193,81266.01497,50057.59231,48323.44543,50497.00823,45187.58973,64927.7582,43248.59897,42527.85105,63400.4649,72724.84017,83694.46839,43458.54639,44500.41207,82061.74262,40971.93792,89675.09854,75251.49891,101695.6832
EAST HOUSTON,53996.58513,42188.13146,45225.18245,32097.24391,72377.97044,69528.69336,74909.88324,61200.87753,141471.3164,55762.47404,30603.91274,25814.23445,23655.03744,25400.98227,58383.22246,44952.01293,24477.4298,78679.24764,37517.63506,69891.59248,91761.59027,17564.95313,82482.93663,19697.45799,13553.66666,74781.09248,45038.66281,58811.62447,15849.3147,93240.63955,27195.90512,0,55256.70135,37925.3295,57226.72006,15686.898,97402.21005,59296.45856,53193.01742,77054.68946,77151.78401,78619.63226,98030.32786,95479.22629,112031.2654,114670.2535,112727.8616,84267.32065,81109.71225,105868.0939,94738.84247,73691.16643,115485.4867,53943.64722,104478.436,97982.40118,87624.2374,98548.60588,79958.16416,66195.43611,70563.0084,60802.8701,56137.35793,54066.08081,66955.31653,82960.32108,59809.88774,55769.2045,49190.02219,63752.93911,103381.5024,61632.78028,49289.33349,67301.19803,55146.75578,86073.85474,49571.77718,55679.68415,77921.28547,88596.71412,76705.81352,41880.74037,62905.89325,103412.8176,56870.37638,110745.9147,96376.04297,123300.5616
ACRES HOME,47084.46961,51775.65116,46700.43156,69099.10632,38324.93535,11427.0171,95374.834,78450.06814,92302.86544,33028.57181,43865.92452,56555.64126,58326.33471,73754.15995,25306.46966,26147.47499,39013.09079,92536.39882,30790.69255,25554.86352,37068.3157,60063.69004,29834.57634,73545.16994,54753.28292,25136.49211,16707.91893,14228.68564,41332.20626,36657.67592,29448.9346,55256.70135,0,15503.86072,15553.19171,42379.15879,44661.47967,23374.06197,52925.46829,106448.2259,111401.6721,21920.3178,41715.60427,60980.73513,78643.13596,98183.24512,91780.45629,117664.6594,89200.2007,77909.29149,84992.46161,76088.66004,77819.04837,76612.56539,140852.0681,79280.25287,71634.09531,71001.16246,69991.70868,78168.35031,66938.40073,69465.68274,83220.74153,85678.45778,60052.73154,57076.02477,60034.98096,64996.55927,75481.49804,56142.70853,63134.41793,57763.93542,66459.41086,51635.10592,56171.06821,52727.70859,57377.8155,50954.98782,64656.69175,70189.52254,103113.0717,64340.17321,44778.33612,58628.59953,45806.94638,59483.58785,45572.3046,69817.65892
NORTHSIDE/NORTHLINE,40661.30218,41965.85185,38225.50056,55228.045,44426.58282,29783.52391,85927.70584,69128.64937,106626.4384,34165.1976,32668.06738,40267.26732,43880.19775,53753.85664,29809.52196,22279.71917,26474.02311,83483.54788,20867.40852,34836.19698,52497.2322,45349.9329,43670.01358,58183.9102,39312.81287,36596.7343,11836.07439,20548.67531,26227.86707,53355.37872,13579.61244,37925.3295,15503.86072,0,22161.12059,26731.43445,62933.23259,28189.44889,43617.4726,93334.23778,97884.75742,38648.98817,58151.1983,69251.00741,85298.84443,100838.8254,93871.53443,100216.8139,82736.01628,82338.42484,80247.17381,70791.1109,88377.63541,65850.4065,123004.8959,79911.5486,71420.87713,74638.82234,67081.95231,69684.03965,63018.63357,62626.68867,71720.15761,73381.86908,55043.58231,59030.10059,53842.36142,55874.35571,63899.85168,52060.06946,71419.28201,51990.15741,55700.46066,49140.67318,48365.12709,58380.00038,48174.20997,44355.97354,62515.64469,70466.93039,92234.58306,52344.17729,42278.85806,69747.31913,41049.51246,74327.29693,60077.93416,85681.61009
HIDDEN VALLEY,50226.97341,56776.53465,50671.93444,71084.19824,54703.55106,23994.84787,106655.1067,89151.6606,110772.9127,42296.81066,49079.92296,65698.36733,61466.78985,79263.39198,32783.93755,34953.45031,44887.73172,104685.5698,39590.53034,37823.31017,49738.20086,64106.43474,44050.37889,68870.44463,49653.59447,35037.50741,22548.59908,25434.52755,43176.29897,44526.13272,29923.64354,57226.72006,15553.19171,22161.12059,0,41082.62949,46344.14899,20832.33792,47255.59102,100702.4755,105962.395,37693.70035,50377.52654,77969.49043,88621.98229,110170.058,98476.38321,127726.152,95814.83972,93411.46281,98337.22131,85420.18039,96396.46815,77739.32632,150598.9991,88123.08518,81383.33891,81817.29284,77435.97318,85314.08425,72181.71123,73076.03629,83755.09605,91736.5797,64190.31801,67619.15312,64585.26148,72882.50224,77125.49102,62127.17542,78168.03419,61402.37231,68473.36375,56589.89344,60609.92097,65707.85771,59811.00213,54090.28084,70718.21362,78552.48332,106799.5271,66995.24163,52002.29128,75456.9731,51559.18036,77458.11952,64118.4757,85987.22444
EAST LITTLE YORK / HOMESTEAD,53888.12749,48813.53905,47030.0463,44151.27118,66053.70528,58670.64043,88358.29775,71334.41102,132288.1013,48965.00098,35885.71882,39473.10508,33411.98617,41198.44365,52790.80296,39093.75156,29248.1172,90899.32084,32558.5038,61898.32364,79368.0022,32136.95605,70737.09581,34096.61183,22811.7018,63926.75376,36964.43131,47792.11656,16280.25976,79573.47835,13672.76086,15686.898,42379.15879,26731.43445,41082.62949,0,82859.32973,45814.35334,36053.60005,70126.2273,73717.04656,66536.28571,84547.27327,89409.41088,108541.128,117813.2533,112522.3909,99950.4296,89080.98319,102754.2463,96698.40069,79487.00296,109097.1229,64134.86862,120323.2621,97784.36286,88741.66618,95937.01264,81720.23134,73725.35677,74068.49862,67374.17247,67502.61943,67063.8624,68376.43392,79891.83196,65255.89355,61082.88094,60377.64436,64804.94001,97316.93169,63406.84792,56941.9869,65865.28363,57852.70573,81348.78196,54868.58776,56337.39961,78194.06745,88105.16348,88664.68357,50574.88517,60322.04065,94629.79023,55725.35087,100826.2799,86543.71427,112803.3354
WILLOWBROOK,90917.38015,97317.97168,91795.6864,114678.4201,74407.26647,33722.15111,143219.7517,127238.1454,94931.45639,75897.02392,89849.60881,106204.4515,103266.8869,120681.5073,63162.57591,71108.96493,86285.18775,138481.3275,78083.18495,57078.52634,48631.19375,105286.2789,51007.26727,115800.8794,97285.20374,50163.21546,62173.09702,53630.22078,84611.1585,35417.62097,71178.86606,97402.21005,44661.47967,62933.23259,46344.14899,82859.32973,0,41804.12387,75567.06093,125920.6931,133789.3068,37365.78831,43898.5457,89843.02825,98866.58292,129924.1725,121336.5301,167215.5517,130397.6942,107362.4876,123872.3985,117590.9822,101156.2707,122010.5299,190448.7872,110040.0736,106527.9041,99892.59489,108571.2442,120767.7687,106611.4736,111461.8111,128884.4192,131778.9807,101679.4849,89656.60265,102829.343,111110.9479,121426.1327,95427.95024,83212.56036,100216.62,112205.7327,87931.69621,100454.1865,77759.78148,102510.5486,94692.85559,100089.0328,100421.7806,148613.0486,110381.485,80862.15793,72900.47773,87417.32515,66063.64721,56209.93965,65452.34907
GREATER GREENSPOINT,72978.68589,75081.78349,71213.2101,84742.3811,65498.18812,30154.50844,119100.6967,102356.4108,115148.1367,61005.47481,65596.56426,71938.04179,73094.57521,82294.03682,53278.35321,53855.69393,59002.64369,116745.7615,53634.19173,53256.52876,59513.08088,73723.25108,54767.72171,81014.49958,64664.49864,50428.83446,41700.0149,41796.2131,52352.4553,55683.8877,37384.03926,59296.45856,23374.06197,28189.44889,20832.33792,45814.35334,41804.12387,0,31893.80986,84186.65138,90829.41077,42245.89589,61135.71385,89259.73613,106136.4217,126481.3048,119993.113,133556.0886,115491.4392,106240.3349,106309.9126,102955.6777,103097.595,98628.81229,156196.9797,107397.3184,99631.19288,99289.93625,97615.81059,102893.2938,94309.49481,95870.77929,104084.3556,105273.8671,86869.20414,85150.11689,86250.75772,89048.27256,96322.46372,83784.77154,90229.3758,84283.94161,88699.17511,79531.47692,81317.43337,80877.04221,81301.8162,76841.13063,92591.07672,98463.58297,125055.8739,84732.57711,72353.56264,84644.7367,72686.36909,82001.59652,68614.09664,88392.94102
IAH / AIRPORT AREA,89274.44065,86838.42062,84652.24786,86519.51421,90877.30834,62263.00792,127054.869,111779.9475,138464.0391,83090.74755,76186.74554,75970.27841,75509.10166,80542.97866,78582.744,71005.16908,69218.08849,127043.3844,67702.68905,81812.3213,91751.131,74230.92879,85759.04495,74979.27715,65011.10388,81210.21242,61802.56866,65452.75776,56843.45989,88956.65512,47469.19479,53193.01742,52925.46829,43617.4726,47255.59102,36053.60005,75567.06093,31893.80986,0,46105.31493,53067.99707,74587.13774,94476.01874,115062.1452,134336.9808,150730.6617,143818.1414,137547.3839,128789.2852,131417.6079,120915.2474,117969.3196,128265.16,105455.6753,148110.374,129942.4594,121392.5015,124333.9291,116535.2174,113569.3749,111259.3606,106995.1612,109319.453,109306.7467,103907.4698,108905.0964,101811.2056,100280.8532,101979.4278,100640.6812,119274.7056,99898.68514,97242.37404,98882.90062,95184.18653,107854.9202,93220.49824,92301.91741,112195.9518,120480.2158,130650.8368,91511.83586,92208.56199,114921.8191,90249.53472,105103.7193,97407.32566,113444.454
KINGWOOD AREA,131269.7663,123831.7833,124101.5874,113050.0199,140781.2765,115863.1916,155168.7046,142630.377,180947.914,125668.5914,110929.3083,107023.976,105131.3283,99538.38523,128593.9009,115605.3133,105191.2745,159740.886,109749.9415,134037.8517,145326.0379,93455.32136,138965.3226,91902.08725,94283.24236,134092.6864,110398.4534,115520.204,90669.70879,142585.7458,89310.87875,77054.68946,106448.2259,93334.23778,100702.4755,70126.2273,125920.6931,84186.65138,46105.31493,0,36319.19919,128178.971,148070.0182,164434.1606,184418.0321,194904.8643,189962.3644,157631.6273,162970.8576,179650.2512,160276.6136,155167.427,179941.3209,135405.4463,170350.1288,175261.6037,166131.9961,172679.4458,159040.89,148036.6648,150815.6395,142352.5625,136608.1767,131307.8975,145692.184,156624.7779,141252.7919,136856.803,129378.4765,142166.0569,170989.3615,140515.2683,131185.4018,143279.5975,134865.8629,157229.788,131134.8945,133663.6584,155688.9637,165584.937,154853.244,123634.8953,137553.6451,167313.4798,133192.5748,157593.4337,150586.7992,157234.3798
LAKE HOUSTON,133726.1257,123683.4055,125960.7949,111286.0228,144857.7225,121198.7037,152109.9214,140869.7168,185796.9382,128275.6133,111760.0348,107264.983,104997.714,95684.66556,132376.9195,119088.3241,105824.236,158260.3151,112765.1043,138419.3526,150446.8016,91011.37404,143783.8327,88488.92993,94347.66999,138714.0822,114556.5717,119806.0238,92107.99987,148102.0874,92510.9596,77151.78401,111401.6721,97884.75742,105962.395,73717.04656,133789.3068,90829.41077,53067.99707,36319.19919,0,133473.6618,153533.3503,168322.661,188347.3024,196350.3827,192817.6535,151682.4736,162029.8214,183142.7812,161279.2152,155369.0271,184204.5956,133773.9786,153082.844,178042.5108,168435.2909,176275.2148,161196.9638,147578.2042,152040.6187,142458.0063,133746.7714,127062.4495,147822.1121,160213.5662,141458.1198,137477.9868,126594.3671,144291.8867,175303.7276,142486.5189,130416.2761,146259.1773,136473.9265,161088.4678,131153.5896,135986.2271,158166.4128,168368.0046,149523.1251,123209.0897,140727.4262,171789.0447,135901.0615,162263.017,155380.9165,162957.1188
FAIRBANKS / NORTHWEST CROSSING,57578.47696,66474.90969,60434.19185,87764.94456,33494.09617,12057.53631,106654.3564,92289.74137,69266.82291,41347.59544,61967.32253,75173.38674,79771.98057,95782.80349,27242.40749,38025.96859,59833.75818,99789.74956,50472.20117,17288.53173,13209.26809,82712.46405,12361.58837,96754.87604,78323.93076,13588.33951,38961.92271,22432.4218,63751.20327,12585.4981,54015.6342,78619.63226,21920.3178,38648.98817,37693.70035,66536.28571,37365.78831,42245.89589,74587.13774,128178.971,133473.6618,0,17396.17142,51328.55513,62482.365,89383.31615,82946.70745,132944.5428,93252.20674,68130.47693,83137.36808,80096.56709,64429.81122,89568.14424,156596.2371,71696.29268,67883.76421,61670.76353,70770.42153,84794.07751,69355.21828,75418.80551,96633.68453,101263.4548,65775.9934,50875.56087,67821.81119,77006.40265,90743.20804,58426.77426,46668.30882,64994.51339,80630.9258,49975.64723,66884.4156,40456.35882,70481.34189,60626.6322,61608.17562,61869.72211,115720.472,81151.4867,43025.01194,39208.12746,52292.17914,35856.55513,22900.07132,45523.78617
WESTBRANCH,65093.18946,80595.32544,68903.08421,98007.82386,42329.76655,29225.60903,119498.6408,106408.1088,59638.20176,57507.00058,75902.58489,92113.47495,91487.06576,114386.5109,43162.21501,55555.40085,78618.51559,111217.6148,63677.60621,30831.79784,8456.054939,101830.2694,16891.10199,108417.2276,90177.26403,21196.94052,51564.18678,41531.99787,80980.11254,8765.768777,69057.99941,98030.32786,41715.60427,58151.1983,50377.52654,84547.27327,43898.5457,61135.71385,94476.01874,148070.0182,153533.3503,17396.17142,0,52322.77617,60485.10905,93663.31404,79071.4936,146922.3978,98933.34468,69632.20494,90909.5792,89471.8444,62033.95984,96775.15273,171074.4214,71739.90341,70958.09468,57794.88804,73663.52262,95071.4748,75174.60459,83648.75131,103590.0511,112921.0948,70527.96935,51810.74052,77837.56164,91233.75256,102164.3257,63249.14789,41062.14127,70488.27029,89654.13194,54357.16097,76589.59996,41656.11117,79692.28439,67403.23776,65459.97686,62955.53309,126385.9988,91359.21364,51007.8974,33956.24939,60384.59975,28242.91602,17494.97025,34065.04596
SHARPSTOWN,54880.70212,66497.64776,58507.25092,86906.04296,21017.99454,62565.20857,79254.78991,71527.39814,50946.75626,39633.90205,67833.03293,75387.90894,87260.7377,97003.89959,46742.25019,52417.91144,71831.04784,69615.58536,63344.55948,37388.38553,42332.76494,92829.8388,38935.97755,108923.6237,90073.81667,46508.20834,61934.40069,50054.18742,79251.11796,54901.64261,74806.87958,95479.22629,60980.73513,69251.00741,77969.49043,89409.41088,89843.02825,89259.73613,115062.1452,164434.1606,168322.661,51328.55513,52322.77617,0,14661.15282,39092.60199,31698.9841,108897.9783,58666.00931,15732.11754,40525.58674,53943.10265,18230.92846,77543.64273,132677.8118,21879.35388,30096.42299,10001.26244,38112.82766,61746.20725,42475.62916,54120.89401,83227.01258,88170.37992,43734.63883,16910.06257,51649.33842,67935.56799,82459.69207,41622.60529,14120.00974,51007.35086,70562.73665,29225.08493,55567.07976,11024.27477,64087.53221,52675.97486,32397.11574,17797.4638,96500.64751,75699.85601,30067.60308,18891.69521,45361.71427,32217.70278,35476.73959,50580.60703
WESTWOOD,61927.37553,75150.5406,65401.27937,92860.36046,39853.13413,75463.92812,90775.1566,84602.71242,52489.03163,58930.7556,78455.80951,86665.77005,92831.9155,114323.6403,57000.9555,65777.83142,86161.88647,75772.64402,73397.33273,50741.2833,51333.74248,108563.1261,50552.1381,116128.066,97909.32969,56671.17476,72173.23949,64963.29257,94789.94106,63262.40965,91802.19261,112031.2654,78643.13596,85298.84443,88621.98229,108541.128,98866.58292,106136.4217,134336.9808,184418.0321,188347.3024,62482.365,60485.10905,14661.15282,0,38689.0449,24065.99969,120237.6855,64869.38998,13067.2605,47541.77057,59339.8925,16852.88241,82963.02413,143056.3457,22417.27159,31302.3475,12841.26535,42725.08947,68146.45825,49223.10881,64752.51601,87175.40127,96999.25092,49144.08158,24680.88658,61937.06406,74963.35035,91455.25508,47504.61061,19036.97181,56399.95808,78403.49276,42576.58015,64032.72829,24075.206,70497.85608,58587.10676,37114.64494,24228.39285,103105.7051,82919.56826,45728.51159,25915.16083,53230.5873,38289.24738,43668.81581,57040.24701
