,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
GREATER FIFTH WARD,18493.06606,9266.210557,9051.613255,21541.98291,43703.58474,57167.29139,53327.13115,36547.85493,112546.8918,29731.71837,0,9570.618891,17016.41099,34802.56952,32152.61941,20128.66736,9427.525046,56241.50835,9608.478654,45122.78525,66247.42087,24441.40868,58004.63637,37462.8877,18874.8762,51280.3412,23114.30581,40131.9616,16606.19672,71720.24629,25057.77738,28773.83502,42027.51653,30790.51352,47473.0809,32740.23617,88640.14783,61378.07522,73494.0022,107620.1593,102494.9196,60109.14842,74849.73468,66066.43258,76985.03551,79636.7158,76066.12133,73017.00929,51927.49194,73956.01269,63241.10826,41767.16158,86045.80939,28841.57273,95170.62614,61572.03051,50947.06079,65181.122,43570.51609,36109.25816,34678.39886,28440.26438,34720.45781,37816.15129,30306.84066,49375.29275,25657.33674,21894.66744,26884.61732,28219.71243,75399.81818,24962.76777,19394.02959,33452.53544,18837.20239,58751.84027,15452.73019,19045.62042,41300.69996,54968.91213,55206.03149,15683.20306,33463.81665,77366.23604,21995.93783,83950.61797,71897.69277,98844.19949
DENVER HARBOR / PORT HOUSTON,29022.13271,11405.36877,19505.84517,11456.94903,54335.60505,67540.62627,45614.91461,30865.38348,121630.3957,39724.36555,9570.618891,0,7134.908707,24213.11518,43534.26602,31506.14512,15064.22577,48568.79824,21264.35204,56484.08642,78031.83288,18260.51159,69867.7399,30320.98702,17301.99206,63645.32478,35369.8473,51257.3203,18629.62286,84164.32419,28107.09353,24005.56104,51720.89301,38322.00944,59251.76282,34323.28116,99833.81617,68362.94846,72662.91141,103570.1649,97771.42954,71293.42768,87107.22367,73504.83283,85754.1802,83281.95843,82117.12906,57487.32238,49664.30998,79948.11922,66647.24346,42173.49202,93571.81439,24003.40844,75801.80466,67644.95514,56557.82702,71780.13013,48085.70803,34156.01655,38654.44335,28543.31465,28267.0209,29175.40348,36337.36191,57965.01333,27485.79289,23468.03183,20694.45217,34993.73858,84018.54568,32321.27137,17321.91367,41599.87768,23324.68719,67401.34771,17272.16143,27230.82948,47966.92764,60819.76675,49589.95079,10373.09683,42009.73357,86599.70568,32092.78608,93795.4948,82868.02773,109486.0347
PLEASANTVILLE AREA,33862.46727,18701.78505,26340.84051,7713.857289,63843.38714,72798.51317,50674.96468,34410.51545,132697.5466,49590.85945,17016.41099,7134.908707,0,20455.3943,51172.19506,39091.17901,15909.42088,56919.6334,25434.4636,64091.44914,85051.93144,13263.16231,73986.92221,22583.47721,13977.29375,67876.99909,38915.50801,57878.4247,16373.87718,89199.74258,29094.4006,21815.75511,56545.9035,41589.44112,60055.5741,31000.34278,101981.9495,69944.86846,71958.8405,101600.0437,95519.50768,77933.07558,90636.74314,85303.92156,91964.91819,91509.16518,89001.30094,62656.1928,56268.26352,90682.12936,74971.92113,48195.94657,105323.6672,27201.52472,83932.26299,76567.66525,65095.12444,83037.30307,55942.52256,39342.54918,46075.96154,35748.66193,29904.96902,29604.12704,42993.67124,68205.8935,33670.46811,29670.41864,22986.30462,44755.87802,95618.87409,38187.18987,22449.34274,52890.28017,29940.74762,78950.44283,23020.429,32629.75878,55637.24534,71560.93179,51036.57729,15035.59676,53630.25965,97478.21195,39173.75365,103772.1986,90980.50615,117990.8652
NORTHSHORE,55444.75724,33865.63663,45786.52076,17591.70425,80769.81284,86675.94735,51996.82957,41544.56866,139544.8663,56321.70102,34802.56952,24213.11518,20455.3943,0,67308.92313,53768.49786,30248.69868,63604.03726,47431.71887,80110.81241,103828.4496,12963.27197,95875.23898,15301.51562,26063.68936,88263.01702,57950.22287,65174.82687,30591.72862,108414.1356,45229.03751,22877.52186,71688.15141,51678.94157,77361.86886,39294.35616,118784.4372,80423.07807,76562.42904,96151.50014,84916.57311,93557.90262,112105.5114,94522.44684,111977.2436,102831.1168,106463.9192,54223.01361,66146.79759,102741.3425,84430.98379,60210.17553,115280.7663,34354.40258,72213.33111,92714.09843,81036.66083,97612.09743,71025.91252,51359.95309,62296.91877,48852.95828,32843.59934,27013.75901,61599.83359,84331.17555,48479.94884,41744.63049,25850.14488,60754.12614,108612.8195,57943.60613,34620.57708,67948.68648,47329.84847,88816.59058,39374.45367,52949.82511,73409.67172,84667.28821,49974.09703,29280.67937,66496.97345,108193.2661,58598.43888,110329.7424,102172.9495,124617.9095
LAZYBROOK / TIMBERGROVE,25847.54231,35086.61503,28891.94792,56874.31128,20688.95464,27777.59814,75219.76183,59408.27206,81275.2964,9352.865535,32152.61941,43534.26602,51172.19506,67308.92313,0,10164.84199,33315.92294,71246.88166,23449.21625,9956.912969,31761.50608,57334.52641,23809.67492,69423.10982,50988.75537,18703.05306,15770.76866,9787.06361,39299.27766,38318.47983,33883.82384,56800.0444,23469.21482,27324.60692,31955.1053,50956.52831,61824.76749,50997.0892,76270.57621,125619.6501,125522.6865,25344.73875,41034.94199,44778.69795,55777.96618,74361.63283,63589.24188,99890.6271,63763.71345,59225.00123,62439.37273,51263.73456,63388.27797,57808.59329,122311.1486,52448.93655,45921.06254,48247.62489,42608.85551,54109.6599,40161.43737,44766.54597,64872.72657,69584.03671,34998.66858,32685.80939,36485.05135,45237.33179,59133.31933,28994.27243,47739.23086,33763.06719,48879.65779,23338.83307,35301.36446,33351.48885,38787.21017,28973.66375,36298.34663,43471.37795,84004.63909,49543.44918,16748.65768,46719.89873,20962.0137,50665.17907,36874.17214,63856.81419
GREATER HEIGHTS,17749.0831,24298.61993,18411.54743,45403.78552,25977.48153,33121.93025,66285.53984,49838.19624,87557.67971,10088.91546,20128.66736,31506.14512,39091.17901,53768.49786,10164.84199,0,20355.01334,65217.2849,12219.18961,22232.66638,45628.79621,44313.46998,37625.64393,57698.31522,39088.82896,30476.2433,9956.437255,12396.15011,25981.12383,50810.19331,20983.66189,43335.41088,24094.83042,20380.65198,33327.82278,37173.59691,69252.58835,49891.00817,68667.84071,112682.9309,111716.2775,36342.0898,54016.5526,50430.66714,64102.12527,76208.3241,69182.72478,88938.8284,59681.83977,63024.51388,61572.71942,47037.93039,69278.6929,48349.09411,111264.1416,54887.78371,46244.95817,52642.72906,42263.72582,48407.13274,38631.01518,40020.44329,55334.79027,59287.58107,31140.52325,36264.01011,30608.39923,36091.64226,48659.83751,27811.85333,54665.18842,28505.66297,39099.73854,24313.3363,26777.33624,39436.70923,28894.55093,21511.11685,37497.94185,45820.87009,74891.70668,38797.41659,18290.86831,53038.91435,17053.55359,56740.59477,44559.11094,69569.59621
KASHMERE GARDENS,26129.38692,17305.52875,17318.29339,25359.20867,47176.84961,53096.7197,65301.95072,48365.16429,114335.1571,31140.19177,9427.525046,15064.22577,15909.42088,30248.69868,33315.92294,20355.01334,0,69321.80791,13427.77237,45587.51809,68886.17172,18383.16918,60712.92106,34407.10049,15750.38403,52657.11244,22092.72669,37719.59416,10101.45812,72626.34285,18060.31802,22653.56172,37306.13546,24586.94035,42835.70115,26269.49912,84187.9153,54984.06144,66566.70019,101837.8882,96508.93514,57723.68227,76523.74298,70153.14522,84677.13995,88513.95028,84782.18025,81046.79456,63665.67035,80176.79568,72597.21208,53074.20021,89934.07168,35471.87472,102303.3079,70038.41696,59763.56456,70917.7073,52410.36068,49373.32353,43690.90918,39072.40399,40820.43304,46626.44673,39112.95406,55607.44953,33985.54362,33848.17649,33050.99583,36352.35219,78068.10522,33745.26304,27217.14052,39580.85738,27629.30515,61566.76529,23719.43917,27768.37917,49960.741,61734.65868,62477.35231,22480.53206,37006.92131,79135.70903,29198.08913,84630.37527,71271.6287,98299.95332
MINNETEX,56859.06416,49552.67517,50451.43908,49055.72442,64689.59516,100350.6822,14403.35412,17375.35305,119053.8555,59941.59396,56241.50835,48568.79824,56919.6334,63604.03726,71246.88166,65217.2849,69321.80791,0,62214.9697,77343.75218,97436.89889,71653.62447,89678.579,82788.30366,72977.636,92475.84587,78793.84036,80194.33496,74406.44127,107154.2268,76040.44797,77035.51361,91052.8306,81688.59892,103213.7184,89554.79851,136895.0165,112195.4863,124306.9198,155955.6113,147834.2964,97999.37105,109004.7573,67528.69411,73661.11442,47771.61146,57345.97055,39024.09974,8401.660237,61186.13887,34352.39484,17012.22523,83180.02107,36754.24751,58826.01425,49264.81481,42954.01003,61599.13744,33946.98898,16521.62512,32136.59092,30299.93016,34367.95496,32913.39055,40353.34137,59589.01228,37799.59337,33017.04852,43212.87191,44309.96356,82457.61741,45293.09897,39603.14954,53712.96655,40716.00408,69778.45624,44093.54217,49989.10302,43081.15368,50265.6553,32940.42798,45952.39768,57828.98128,89636.37247,51307.13098,100578.2951,96825.68126,119508.6207
NEAR NORTHSIDE,18380.72638,17141.66126,14134.19655,33482.39325,38299.39492,44263.01974,62133.40286,45518.7305,106805.3697,23600.6226,9608.478654,21264.35204,25434.4636,47431.71887,23449.21625,12219.18961,13427.77237,62214.9697,0,35831.19355,56184.6239,37359.63917,46244.24012,45074.00543,25400.45619,39025.74159,12761.97185,28614.70728,18611.78027,59833.70504,16446.18149,35894.42952,29021.26499,19086.01665,37856.63486,30515.86812,76506.6644,49241.64174,65233.34528,106811.3955,105116.3903,48600.11739,62638.97796,61650.13807,72085.98105,82380.70767,75900.62771,83630.27818,58801.44676,71030.35854,63368.22017,47413.4686,81519.97356,41191.35619,105919.9669,61265.52333,52383.16542,61610.16758,45980.16854,44937.73135,40293.35395,38040.06333,47431.40409,49519.79781,32986.15434,45380.67256,30738.47058,31093.04586,39556.8862,29634.19137,70148.72042,28855.49774,30930.62342,29585.38025,24348.63266,53563.23874,23439.34674,21244.98071,42077.45512,52421.46627,67621.80407,28174.96813,28559.9484,71655.5352,19618.99685,77030.07608,62774.60227,89632.80889
SPRING BRANCH EAST,37339.89102,47468.33799,40822.33077,69513.4601,14811.03591,22149.23873,83336.10617,68676.45685,68298.61905,19755.48484,45122.78525,56484.08642,64091.44914,80110.81241,9956.912969,22232.66638,45587.51809,77343.75218,35831.19355,0,19276.51087,69589.90012,11386.77887,82262.24593,63894.43905,11197.96534,25808.09233,13229.68115,50925.85958,26156.08947,43422.2543,68204.27595,23912.18171,33071.42309,36682.1076,60275.66915,55568.78771,51700.22541,78932.68718,131129.26,133230.5578,15513.90564,28703.20223,35698.50752,49515.18573,72015.37617,64708.75543,109741.2128,71561.21202,52553.69936,61872.43423,58378.31895,53192.1367,69058.22186,132074.8266,53270.19263,47335.68817,43521.18227,49287.71622,63125.21883,47700.18136,53768.85325,76088.46288,81277.45794,44221.81078,31594.41594,46518.08481,56503.17383,71040.50299,36780.53772,36474.78813,43690.03091,60143.81244,28615.97446,45762.17435,24191.37235,50575.17527,39895.409,40780.43455,43391.21109,94727.08986,61496.01126,21654.10184,34229.31039,31353.38792,37409.24915,23587.12055,50528.11685
SPRING BRANCH NORTH,58178.46701,69612.23644,61774.47045,90727.8478,28187.23452,25604.33507,106136.9187,92424.94122,53216.64936,44088.70842,66247.42087,78031.83288,85051.93144,103828.4496,31761.50608,45628.79621,68886.17172,97436.89889,56184.6239,19276.51087,0,92715.88445,9187.701601,102883.7809,84731.81938,15558.38661,45888.92921,32646.84644,73118.09974,11776.8614,62649.62502,89528.74068,35660.95073,51344.75078,48520.66329,77969.68165,47593.6223,57964.26435,88731.65169,142575.622,147188.4997,12114.38245,6924.410941,41038.59375,50127.44928,82026.55282,71720.82664,133482.0467,87677.20528,58587.48771,76575.96929,76691.32023,52924.34811,89473.62148,155718.1568,60471.63164,60033.70576,49839.37858,64982.66382,82469.15434,64389.60797,72283.05925,96480.15919,102019.8038,63242.22143,41589.39776,66233.42903,78519.73312,91943.7273,54776.93282,33049.52261,63247.10757,80628.01052,45023.18112,65734.78276,30121.5084,71380.89968,60364.79604,54589.10884,51352.79004,114680.6875,82459.04814,39014.33379,25977.52837,51709.88097,21988.17971,8743.712648,30946.05563
