,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
GREATER FIFTH WARD,17437.66246,8125.334938,8191.180783,20410.47037,42322.23293,54648.97736,51247.45005,35074.08347,108616.1131,27731.74885,0,8174.127108,15903.74274,32406.71028,30955.99574,18309.34969,8138.181608,54933.67387,8520.180041,43420.81642,64975.72522,23001.94322,56923.29514,36415.03793,18019.47304,50220.47556,22081.32247,37539.87736,15122.18721,70661.57226,23514.16971,27093.82883,40680.86731,29159.67189,46283.62014,30870.9005,87473.22273,59767.5649,70881.77663,104949.5969,95370.23764,58590.00551,73778.10584,64221.99492,75828.14736,77743.0871,74860.90237,70306.25013,50337.89606,72098.8268,60883.52791,40081.23505,84326.24588,27907.27465,92422.62718,60399.76487,49769.8646,64102.73427,42382.37364,34740.96506,33584.8635,27256.24615,33644.15886,36323.03354,29166.43183,48447.40269,24526.73299,20720.99646,25852.12025,27037.29087,73804.3792,23869.74771,18267.79154,32237.6547,17774.52791,57272.00869,14322.18475,17888.01705,40131.5532,53543.89288,54223.2713,14668.74644,32009.41449,75184.64483,20870.6906,80676.65756,70572.16471,94897.32353
DENVER HARBOR / PORT HOUSTON,28016.05276,10155.19475,18424.80721,10445.43191,52890.54743,65236.88019,43736.77914,29109.60559,117849.6656,37733.31847,8174.127108,0,6152.613468,22296.43491,42326.67104,29554.08339,12900.55816,47309.43173,19830.67698,54777.37326,76528.91253,16804.50623,68379.34664,29360.48607,15719.05119,61982.01483,33170.95939,48725.78073,17051.63713,82443.84031,26309.25728,22262.47472,50445.5362,36780.65197,56660.21154,32692.54052,97404.93231,66072.94146,70013.37106,100947.7105,90741.19417,69774.64339,85498.45661,71681.78946,84954.2169,81340.97818,80823.39321,55406.8259,47741.10402,78036.24137,63576.07339,40116.22617,91747.6138,22175.71292,73038.67503,66562.03521,55316.70947,70700.36684,46718.65181,32464.38547,37304.25319,27343.52502,26283.05768,27214.15241,35436.3638,57111.34183,25901.89463,21967.59627,18760.48651,34081.28247,82415.88769,31397.01263,15607.94367,40719.51565,22058.44372,65793.32706,15687.22167,26198.20183,47044.22743,59488.11334,47563.54872,8654.238783,40755.66794,84472.03922,31221.00896,90545.55854,81575.22658,105725.0205
PLEASANTVILLE AREA,33314.39493,17467.81184,25401.20547,6290.636041,62346.91151,70718.64901,47856.83998,33012.99468,128695.2041,47591.15918,15903.74274,6152.613468,0,18097.98693,49980.83252,37351.36667,14205.95189,55685.1092,24806.18803,62414.93267,83730.68503,11808.44016,73374.41638,21097.05682,12145.46429,66697.69383,37968.45035,55584.99051,15406.61393,88096.60828,27289.38828,20158.12588,55280.86472,39905.85624,58843.43019,29020.51379,100887.3921,67397.05322,69339.82238,98960.19913,88440.35456,76366.80176,89888.92592,83517.86311,91239.35183,89574.27666,88157.25159,60065.56476,54413.42414,88702.76783,71286.57572,46185.9625,103451.8122,25801.40405,81219.67116,75560.50004,63955.80549,81983.55113,54410.38515,38153.38369,45144.4813,34479.11407,28457.6991,28140.17484,42160.77902,67409.80568,32541.13296,28633.89322,21538.20071,44023.33348,94022.67728,37405.8162,21204.03147,51774.19619,29047.11882,77479.34591,21995.07724,31883.86657,54812.00954,70344.40922,49572.1028,13865.48939,52204.52727,95286.09832,38327.90983,100494.5492,89663.93303,114076.9024
NORTHSHORE,53241.38924,32019.34818,43487.83765,15697.31601,78084.64376,84531.3422,49704.55839,39779.8805,135504.9282,54346.38407,32406.71028,22296.43491,18097.98693,0,64737.8784,51233.65152,28031.59575,61651.96288,44769.20713,77450.34376,101247.32,11240.84716,93166.36336,14182.20418,23959.54411,85895.924,55725.68129,62866.63453,28408.69888,106163.0747,43013.48377,20717.27852,69534.226,49506.10873,75285.47404,37559.54071,116729.6814,78479.10603,73821.48412,93756.47085,79220.12236,91316.4951,109699.9121,92518.94384,110091.8735,100921.4431,104594.5376,52844.59453,64275.28967,100856.3357,80840.21885,58361.85734,113194.2228,32615.36538,69724.43399,90866.31598,79198.20949,95718.15451,69188.01358,49511.70873,60468.52862,47037.14523,31404.65953,25869.48741,59748.7895,82343.27399,46668.98741,39890.98054,24334.20677,58864.35754,106384.2002,56047.12903,32815.36387,65927.0356,45520.11144,86686.38625,37569.20907,51051.48256,71569.50865,82808.24778,48788.18408,27482.64196,64195.11826,105789.5551,56540.50879,107081.8641,99525.22449,120710.6692
LAZYBROOK / TIMBERGROVE,24302.23121,33681.35042,27431.23377,55540.14469,19269.23558,24946.88472,73539.6015,57929.6875,76955.62993,8178.911534,30955.99574,42326.67104,49980.83252,64737.8784,0,8736.008285,31682.60107,69877.68872,22425.16065,8588.459087,30293.95763,55925.17543,22379.56365,68285.89441,49817.05905,17089.75921,15004.40995,8808.328355,38171.90277,36741.21174,32450.26234,55391.58298,21638.24225,25543.0794,31224.33273,49496.37901,60351.52065,49506.31666,74080.79746,122799.706,118243.0444,23790.77292,39446.09786,43307.81851,54751.60251,73222.28452,62726.82124,97538.78758,62300.30114,57796.1322,60565.59999,50098.18753,61674.30603,56262.10578,119624.4777,51300.9512,44680.44865,47218.47481,41664.34236,52566.72004,38758.31314,43224.78744,63321.02164,68086.6221,33472.777,31597.28458,34904.30139,43682.23809,57663.63504,27600.22134,46365.2487,32184.73876,47327.57483,22134.41568,33731.85636,32113.43454,37285.85846,27402.38612,35092.41626,42461.13509,82430.32877,48074.52709,15509.77696,44677.24989,19379.68809,47443.21324,35516.52263,59888.22018
GREATER HEIGHTS,16543.04112,22030.27762,16352.57097,43041.23328,24587.06126,31635.17421,64466.95503,48338.21893,83164.68851,8379.469456,18309.34969,29554.08339,37351.36667,51233.65152,8736.008285,0,18775.54994,63848.76867,10572.47423,20722.94434,44122.17418,42888.09269,36120.32885,55989.45124,37374.17177,29077.12691,8666.102054,10236.38447,24829.85009,49407.49038,19592.63188,41914.15445,22227.61838,18562.52984,31763.92178,35685.40571,67702.88373,48599.34031,66187.41088,109836.4796,104451.406,34981.24211,52557.98565,48817.64894,62823.78255,74933.37808,67945.64139,86436.95572,58470.48787,61360.9386,59700.02979,45858.46978,67635.29407,46328.34744,108576.8653,53760.47321,45225.16367,51573.02023,41270.15609,47036.70209,37573.08904,38806.61739,53251.46318,57002.98477,29973.30881,35483.62597,29389.58197,34284.75439,46379.6249,26759.66887,53194.48811,27301.38827,36893.69842,23375.04621,25338.92066,38225.54579,26924.12798,20309.54285,36562.73002,44510.13028,72894.29748,36358.09787,16707.4526,51368.90215,15902.16581,53537.60744,43039.70837,65658.68564
KASHMERE GARDENS,24903.70747,16610.2577,16273.29269,24044.26116,45592.97168,50896.9835,62775.64901,46947.62302,110116.6888,29226.91047,8138.181608,12900.55816,14205.95189,28031.59575,31682.60107,18775.54994,0,67992.29679,11742.31606,43919.86668,67150.41574,16829.70286,58944.48379,32502.77664,13949.76046,50908.34976,20347.14907,35380.22732,8673.983944,70845.31845,16520.52561,20930.65546,36058.87933,23063.03788,41242.70871,24593.18064,82533.55763,53145.81085,63938.52876,99153.67888,89315.62828,56175.40873,74760.91671,68273.46236,83374.46838,86677.43439,83646.29801,78211.19114,62350.91037,78373.81789,70639.20555,51763.89048,88354.36954,34660.80183,99594.46393,68886.33893,58701.89137,69634.99641,51396.44841,47992.52323,42845.2082,38192.29719,39956.11959,44983.81956,38068.05357,54296.40247,33231.61728,33140.70571,32207.51216,34978.35171,76513.87637,32712.86293,26536.31484,38312.23144,26699.17923,60233.63047,22971.64135,26636.86031,48834.98671,60271.40583,61593.54036,21382.40328,35409.6374,76934.65142,27917.69545,81391.58919,69940.98816,94328.68311
MINNETEX,55497.87764,48257.48878,49095.6409,47754.07164,63528.02108,98193.78681,11619.17654,16165.38103,116394.1292,58569.96531,54933.67387,47309.43173,55685.1092,61651.96288,69877.68872,63848.76867,67992.29679,0,60852.90089,76004.20578,96183.23501,70415.14476,88447.96074,81435.55786,71712.66362,91162.32971,77428.11174,78830.22192,73109.61101,105902.6827,74498.03966,75794.92682,89674.3623,79903.05141,101847.983,88205.22442,135568.7735,110981.9834,121687.4402,153218.5062,141201.7484,96710.67019,107747.9481,65777.6834,72155.11256,46276.22062,56194.76907,36069.27379,7428.30847,59300.93856,31115.78424,15747.16608,81273.84454,35561.69035,56419.24146,47858.65022,41158.60616,59971.65119,32652.46772,15174.14414,30840.43201,28927.3269,32614.08279,30442.10552,39030.75968,57817.96526,36428.3353,31692.5421,41944.20549,43060.04945,81106.27692,43927.81008,38346.86134,52423.61744,39371.73799,68334.09495,42774.66071,48618.353,41399.25533,48466.90043,30379.11524,44733.17858,56506.15809,88196.23301,49944.79082,97542.38,95074.55673,117335.4478
NEAR NORTHSIDE,16893.81648,15507.99558,12475.96134,32303.74127,36788.9823,41950.85337,60258.1478,44020.37726,102633.5106,21651.32028,8520.180041,19830.67698,24806.18803,44769.20713,22425.16065,10572.47423,11742.31606,60852.90089,0,34556.72575,54863.67872,35981.12334,45540.87161,44150.49043,24716.20246,38204.92726,11054.26016,26375.60344,17476.62341,58728.36317,14906.10437,34489.72349,27696.01985,17309.25169,36121.43323,29071.27809,75118.84132,48142.37513,62762.15371,103935.8955,97786.30416,47039.96047,61853.31495,59782.50781,71079.70089,80978.01863,74693.42203,81021.34857,57144.68182,69205.61329,61480.02755,45751.52952,79893.69536,39641.35738,103163.8686,60031.37043,51106.3634,60526.39966,44539.86522,43297.99527,38657.12725,36382.99686,45943.72191,48142.62323,31482.16094,44484.16065,29145.48675,29456.38389,38066.00651,28104.27419,68574.64621,27264.37471,29361.78959,28209.20392,22706.78493,52163.75653,21787.40406,19678.47437,40707.89007,50961.39707,66060.09374,26795.3185,27046.49823,69462.97458,18211.05646,73792.15411,61360.95196,85698.59461
SPRING BRANCH EAST,35840.03292,45875.51668,39296.61257,67871.0025,13180.81066,20757.20402,81784.38956,66962.72897,63896.14231,15908.58967,43420.81642,54777.37326,62414.93267,77450.34376,8588.459087,20722.94434,43919.86668,76004.20578,34556.72575,0,17943.57304,68193.33579,9980.080892,80703.93677,62252.90145,9471.881574,24627.48519,11289.88042,49775.74221,24719.65298,42196.36555,66781.03681,22572.7968,31884.07451,35784.44015,58900.18309,53776.37592,50174.98966,76917.04067,128347.3041,126054.4038,13844.08093,27259.72342,34407.43842,48422.08734,71136.76918,63452.78877,107391.4746,70165.18681,51516.15766,59918.14949,57002.00645,51312.1096,67597.99619,129411.8375,51924.98466,45946.06686,42262.84711,47864.61878,61785.13794,46315.14517,52438.04412,74638.04372,79800.68234,42897.86667,30192.27328,45160.84328,55042.20514,69517.2255,35430.24456,35237.49564,42329.57418,58682.1287,27242.69331,44381.8758,22987.95563,49060.77932,38465.98049,39374.73031,42100.55779,93326.95567,59986.43082,20289.44376,32363.76379,29960.17324,34211.08415,22258.63367,46621.84646
SPRING BRANCH NORTH,56945.89257,68287.72953,60530.73949,89458.5078,26534.59598,24167.35446,104607.9636,90507.4145,48533.97012,40293.00126,64975.72522,76528.91253,83730.68503,101247.32,30293.95763,44122.17418,67150.41574,96183.23501,54863.67872,17943.57304,0,91357.12718,7862.720652,101579.0799,83408.00486,14212.40653,44545.53763,30325.34204,71924.05671,10377.22938,61351.60677,87980.92304,34212.68603,50080.24814,47399.40174,76733.67536,46628.28512,56721.45669,86624.56746,139895.4998,140502.3241,11192.90825,6260.225645,39857.16629,49275.08794,81141.62927,70949.49497,131094.2742,86726.80178,57465.79988,74381.77424,75596.65964,50592.86065,88309.20493,153039.2113,59703.44511,59143.79275,49048.51095,64029.11958,81337.69249,63426.18291,71245.36947,95309.08205,100823.2021,62163.50679,40780.62991,65096.03247,77005.00031,90728.04632,53737.8726,32254.35454,62140.70531,79445.35042,44035.75156,64589.78761,29390.24329,70176.76929,59178.15159,53677.50419,50601.32241,113834.4071,81228.37968,37958.06446,24991.03433,50512.26572,20203.26506,7405.814374,27061.54876
