,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
EL DORADO / OATES PRAIRIE,46952.25332,29105.54981,37066.91067,18151.96939,69771.71097,72490.4992,62332.20597,47087.99459,132091.5413,51086.50067,23001.94322,16804.50623,11808.44016,11240.84716,55925.17543,42888.09269,16829.70286,70415.14476,35981.12334,68193.33579,91357.12718,0,82802.80272,8869.820283,10692.34074,74818.53116,44193.14768,57827.93458,16123.49339,94329.57885,30697.84018,13296.01743,56967.78931,41178.89317,60791.90583,26881.07686,102197.9096,68020.08014,66701.96475,87448.44592,74047.76277,79479.83055,98605.08246,89254.02447,105569.3553,102165.154,102914.971,72309.6917,68818.94456,97622.99709,84098.16727,60022.8377,109351.4254,36840.50597,91253.21586,88511.55925,77292.71644,91427.60768,68309.54562,51722.4337,58973.03811,47481.519,37379.44374,41341.34975,56911.65,76850.32497,46296.79263,42329.84761,30164.77136,54714.50584,99643.74799,52111.50263,33953.11275,60384.46716,43509.44931,81820.18759,36033.50576,46510.30942,68783.71639,79679.29985,56814.90597,27256.00148,57465.30885,98873.96099,50489.33966,103391.6799,92100.81027,116528.5124
SPRING BRANCH CENTRAL,46449.28942,59906.35798,49957.50533,78783.93181,18763.58702,19786.82226,96396.57242,82142.12887,56205.11527,31917.26588,56923.29514,68379.34664,73374.41638,93166.36336,22379.56365,36120.32885,58944.48379,88447.96074,45540.87161,9980.080892,7862.720652,82802.80272,0,91463.64615,73147.30149,5670.826776,34790.76502,21192.79873,62866.22862,13964.52565,52274.91193,78822.84595,26535.05452,41147.5297,41284.50261,68010.51534,48147.13792,52203.933,80670.32013,133421.1839,132967.8664,9233.39077,14803.59087,36031.71662,47375.65922,72744.15877,67551.18514,122713.2726,79318.78862,52330.96302,66323.83154,67842.27947,45129.36479,78098.05004,144685.9632,56271.70871,53197.77209,46417.16879,56620.02803,73149.47225,55530.91739,62253.15138,85143.71303,91593.14088,52844.52629,35775.58594,55591.13805,68534.45604,81817.60469,44944.32414,31333.66943,52527.24607,69189.02351,35941.20265,54698.62785,25261.76703,59693.4905,48927.47987,47081.32401,46523.80669,105405.6173,70928.44869,29243.87618,24628.59915,40336.03784,26765.89197,14380.3073,38710.75696
HUNTERWOOD,55572.44,40191.8296,47141.6806,28163.27012,82491.36951,85952.11881,71397.84608,57034.46048,148279.9869,67317.55727,36415.03793,29360.48607,21097.05682,14182.20418,68285.89441,55989.45124,32502.77664,81435.55786,44150.49043,80703.93677,101579.0799,8869.820283,91463.64615,0,18580.67782,84376.47227,54608.40799,72942.77295,27942.69932,104806.1087,39379.23756,16574.31108,70297.91797,53246.73422,67212.09831,31086.25858,113279.2794,75523.34661,67347.16303,86064.52159,71771.62646,93251.04225,106344.722,105308.3412,114314.4579,116104.7307,111388.5854,76448.0646,81455.90733,113016.4536,97901.68718,73289.15717,125382.7845,43724.76816,93466.34766,100722.0082,89505.85282,105242.0425,80380.5595,64026.65937,71094.47658,61162.25841,45681.69467,48060.69532,65693.88291,89573.74605,58019.81125,49993.68864,37277.98347,67730.20085,114478.9452,60705.88671,42334.50318,73347.51892,51834.05857,98049.03441,44497.07237,55120.56467,79450.09875,94434.19697,61708.43318,35113.43296,72880.70952,115118.4727,59813.37332,119495.8644,107860.7776,132300.9497
SETTEGAST,37722.69705,25787.5426,29035.16284,22565.02064,63577.34385,67080.21015,64883.02416,49379.10775,129448.4115,48381.31594,18019.47304,15719.05119,12145.46429,23959.54411,49817.05905,37374.17177,13949.76046,71712.66362,24716.20246,62252.90145,83408.00486,10692.34074,73147.30149,18580.67782,0,66305.79664,36299.62788,54758.25365,9516.724201,86205.58432,20833.64733,10581.60874,51509.93665,34417.58621,48362.05225,17526.85962,94821.47957,58962.39969,58848.97432,88164.95976,77932.45722,74750.98422,87761.3999,86489.81575,96314.96409,99788.5481,96209.39409,78386.26625,68722.41213,94897.53254,82148.36757,59160.50463,106588.384,38648.43259,99230.61719,83146.15668,72293.78948,86737.6297,63680.18077,52186.79568,54612.74336,46024.05446,41349.12258,45627.25616,50308.23148,70891.44058,43317.00235,39135.20974,34482.15939,49803.82921,95495.58296,44978.33741,33157.44597,54626.8249,38524.74835,79085.62641,33164.57522,39154.58542,61790.19966,76352.6632,62387.57143,25730.50878,53933.26864,96177.87152,41224.68037,100779.5754,89459.44452,113925.7877
LANGWOOD,42313.53763,55280.85069,45527.06289,73372.75941,26193.32782,16359.48913,96663.80297,81368.02423,64908.26811,28788.1234,50220.47556,61982.01483,66697.69383,85895.924,17089.75921,29077.12691,50908.34976,91162.32971,38204.92726,9471.881574,14212.40653,74818.53116,5670.826776,84376.47227,66305.79664,0,27310.18374,13537.04474,55041.66227,20033.01345,44331.64959,71216.91113,21208.29103,34087.85918,32510.64266,61078.63919,47864.8459,47883.2829,75936.87035,128520.4226,127045.3219,9785.404114,19303.55514,43884.67438,54397.67206,83705.01657,70329.20516,121310.7239,81023.91442,61680.24641,74680.63895,70729.67693,57731.09669,74252.71016,143404.5895,61256.27324,58268.74686,50286.98877,58618.58191,73909.53919,55992.51872,61796.17628,81322.03863,88476.27606,50080.07997,39686.37794,54980.08766,66607.5874,77507.39463,44535.19832,39724.63487,49366.08802,65579.35137,36181.82184,52407.3773,32223.16711,55989.03414,45188.63938,50377.4223,52096.28225,103642.5432,66232.82544,31045.18015,35466.39745,38282.51371,35059.53211,21147.322,45161.8704
INDEPENDENCE HEIGHTS,26257.16148,29905.63047,24975.91695,48033.94152,34460.76112,28233.37997,77272.00473,61056.78725,93505.24919,19338.78152,22081.32247,33170.95939,37968.45035,55725.68129,15004.40995,8666.102054,20347.14907,77428.11174,11054.26016,24627.48519,44545.53763,44193.14768,34790.76502,54608.40799,36299.62788,27310.18374,0,15751.6162,25133.82715,46662.95554,16261.66851,41899.4993,13971.71659,8482.867941,20039.02959,33970.76711,59824.3899,36659.26605,57204.93206,104671.363,101603.3259,35390.19594,49303.00711,58562.73131,70608.73571,86333.27423,78391.67047,97703.74488,69904.48868,72754.90394,72597.37067,59108.24894,77409.577,54694.42945,119833.6893,65338.45349,57512.52187,62319.45703,52888.4052,57474.20227,48133.6324,49118.18939,61331.9699,63882.30934,40324.22663,46644.00308,39487.14253,45628.83193,53575.99081,37423.1234,62797.5561,37552.63318,44517.59953,33796.45436,34787.3077,47829.72712,35578.94655,30084.26798,47163.80263,56671.81273,81177.5447,42514.86215,28028.96534,61338.64787,26520.24551,63880.30425,51139.363,75475.37979
CENTRAL NORTHWEST,34210.15126,42266.35447,36323.94001,63330.90075,24293.26257,13766.98012,81941.76156,65869.59426,73747.15202,16876.89071,37539.87736,48725.78073,55584.99051,62866.63453,8808.328355,10236.38447,35380.22732,78830.22192,26375.60344,11289.88042,30325.34204,57827.93458,21192.79873,72942.77295,54758.25365,13537.04474,15751.6162,0,39861.58538,32728.56006,32480.35447,54669.09478,10915.09962,16914.68017,23067.80756,43773.44563,49891.55352,38312.52697,60980.51237,109847.5031,107206.8076,17958.57133,36834.40367,46905.15805,62159.24708,81744.24715,74097.34107,102384.6023,73710.01733,63384.60655,69853.06333,60271.88774,64287.59637,65953.26597,124512.0839,61591.44739,54157.84862,53500.004,53245.27447,63629.45119,50476.61316,54379.35259,72955.45383,77214.59822,44656.17411,39571.29138,45713.85855,53483.43206,66600.27207,39529.73024,48313.08672,43089.59709,56907.16666,34224.33986,43805.39834,35888.60835,46589.91267,37750.38118,47152.95313,52339.88415,92373.32944,56769.34177,27321.892,44875.89908,30387.7776,44073.69915,30855.78044,52330.30105
TRINITY / HOUSTON GARDENS,34611.62668,27834.39561,26874.27255,26753.16062,52155.59827,53842.48469,66574.97057,51017.6417,115935.5029,35750.58537,15122.18721,17051.63713,15406.61393,28408.69888,38171.90277,24829.85009,8673.983944,73109.61101,17476.62341,49775.74221,71924.05671,16123.49339,62866.22862,27942.69932,9516.724201,55041.66227,25133.82715,39861.58538,0,73997.46769,9853.375494,12512.69015,38069.37203,21382.66726,40045.95087,10939.39476,81771.50512,46623.29945,51393.60278,84795.60769,76250.12599,60256.02027,78541.66115,75698.85594,91786.54213,97508.28306,93618.67347,80054.28005,69429.23793,86448.9212,78918.15559,59146.36546,95661.8599,43729.94631,101079.1981,78850.80453,69127.85766,78456.07258,61964.32636,53391.14115,53499.7356,46331.34491,47726.12341,48111.03398,48569.13718,62743.29435,44418.564,40172.23366,40285.38302,45060.75622,83152.65447,43314.23168,35936.83237,47470.9829,37524.49851,67104.02803,34118.74663,36819.54784,58919.7249,69262.59279,69060.86205,29846.35454,42774.39253,83006.94847,37062.22865,86790.67702,74822.28808,99203.58771
CARVERDALE,65047.10786,75374.31958,68325.45166,96052.69946,36394.66037,21101.65552,113734.3883,99239.93748,55840.06814,47740.29008,70661.57226,82443.84031,88096.60828,106163.0747,36741.21174,49407.49038,70845.31845,105902.6827,58728.36317,24719.65298,10377.22938,94329.57885,13964.52565,104806.1087,86205.58432,20033.01345,46662.95554,32728.56006,73997.46769,0,61922.6095,89384.41166,34130.67395,51108.7598,42957.48074,77219.85356,31792.28484,52608.86622,83799.52728,137196.7068,139010.787,9668.608276,5667.573108,51563.34081,60168.69832,91023.4289,83925.47639,139730.561,98505.6234,68461.96618,84479.80268,85712.30606,59247.92109,96972.95078,161759.1023,72671.3957,71622.66445,61926.55057,75689.78876,90925.16882,74779.63792,81611.10113,104042.8956,108996.3829,72163.3148,53491.65889,74567.38986,85264.54445,98569.83474,64271.39976,44956.10848,71731.62005,88043.87061,55115.84659,73816.94928,39574.51007,78173.02956,67827.52179,65786.44055,63511.19178,122832.0284,88982.56991,48507.27773,35086.15802,59311.75576,29116.16964,16291.92454,30283.65184
EASTEX - JENSEN AREA,36805.64129,33777.20402,31569.73329,38881.48287,47211.67067,40167.09193,75275.45988,59406.83638,110786.295,30975.47237,23514.16971,26309.25728,27289.38828,43013.48377,32450.26234,19592.63188,16520.52561,74498.03966,14906.10437,42196.36555,61351.60677,30697.84018,52274.91193,39379.23756,20833.64733,44331.64959,16261.66851,32480.35447,9853.375494,61922.6095,0,23539.98397,25801.06549,8848.102815,27842.39123,10296.09694,68928.80885,31638.05539,42445.2127,83540.79066,77889.20811,50518.56107,66597.03006,71272.58349,88305.41785,100617.2379,93976.71385,88350.64683,75952.54678,83231.06607,76639.16224,64909.34267,91124.61812,53983.1516,110320.4451,79451.64073,70640.95034,76295.13418,64437.21204,60850.62836,58297.51232,54131.87808,58741.94886,59568.62256,51411.17459,60263.28486,48953.39065,47370.23759,51100.5624,48001.90466,78265.16243,47045.43097,44962.76253,47550.95134,42151.46317,62329.61905,40196.79845,39557.29403,60479.46932,69763.75295,80013.05724,39933.10552,41493.89841,77942.25153,38064.08838,81562.48328,68490.16922,92386.56838
EAST HOUSTON,50682.44957,38631.78793,41747.20552,28308.19874,69354.26512,65553.94779,70869.83562,57421.87027,132064.3005,52086.07932,27093.82883,22262.47472,20158.12588,20717.27852,55391.58298,41914.15445,20930.65546,75794.92682,34489.72349,66781.03681,87980.92304,13296.01743,78822.84595,16574.31108,10581.60874,71216.91113,41899.4993,54669.09478,12512.69015,89384.41166,23539.98397,0,51387.62522,33986.72114,53508.46189,12721.81183,93999.41709,54101.76283,45939.36712,71026.62648,60917.95134,74731.00442,94154.90111,91920.87162,108879.968,111074.2887,109208.3956,79203.25327,77456.76834,101613.393,88085.50795,70102.0175,111906.4006,50187.63762,99224.90718,94485.77028,84042.60905,95299.27739,76332.0884,62592.19401,66957.3034,57222.05969,52169.17711,49724.43829,63398.2355,79820.43046,56222.87568,52188.76252,45124.64582,60247.99587,100427.282,58081.98558,45668.18677,64038.64549,51520.11469,83473.74155,45971.38082,52156.05053,74447.71157,85131.64991,72508.81338,38302.25303,59825.24641,99289.28378,53646.03293,102735.536,90150.74227,114501.0361
ACRES HOME,43115.55361,48240.74922,42983.58521,66052.89636,35058.2499,8874.506623,91387.34184,74995.88466,82628.20831,29357.14075,40680.86731,50445.5362,55280.86472,69534.226,21638.24225,22227.61838,36058.87933,89674.3623,27696.01985,22572.7968,34212.68603,56967.78931,26535.05452,70297.91797,51509.93665,21208.29103,13971.71659,10915.09962,38069.37203,34130.67395,25801.06549,51387.62522,0,13109.11059,11816.68912,39081.589,41172.09482,19896.79902,47981.15605,100988.1592,101006.8869,19367.42531,39134.41176,57731.22396,75430.50567,94818.24859,88334.17639,112411.0475,85049.88812,74625.85903,81021.78089,71985.69926,73280.44499,72968.57148,134566.0151,75557.26002,67819.42766,67664.1432,66039.25613,74064.27111,62932.79107,65340.78555,79670.65739,82421.51013,55948.30913,53412.32782,55955.77078,61216.98903,72115.15586,52197.48974,59791.36292,53675.73153,62991.41365,47683.67261,52268.30482,49671.73334,53663.56137,46992.4196,60732.80759,66609.66832,99503.31466,61104.25404,40794.24944,54934.1504,41731.83381,52841.20754,38022.62086,60643.0965
NORTHSIDE/NORTHLINE,36981.4102,38421.09394,34608.78768,51373.05941,41477.98722,26539.14377,82370.11144,65550.20027,96959.54525,30271.71338,29159.67189,36780.65197,39905.85624,49506.10873,25543.0794,18562.52984,23063.03788,79903.05141,17309.25169,31884.07451,50080.24814,41178.89317,41147.5297,53246.73422,34417.58621,34087.85918,8482.867941,16914.68017,21382.66726,51108.7598,8848.102815,33986.72114,13109.11059,0,16632.89398,22751.14056,57783.8764,22065.17527,39012.08047,87720.44977,86520.52029,36379.08375,55909.73666,65671.47907,81280.12947,96714.57906,89767.86032,95024.78063,79058.11653,78815.06878,76395.14133,67077.96241,84185.20541,62305.62647,116881.8345,75860.20455,67379.49306,70528.80326,63222.79661,66095.7534,59269.44781,58981.77882,68207.91845,69891.16977,51348.31887,54915.82644,50142.52821,52282.92009,60376.75217,48358.9147,68664.81201,48268.30434,52205.5847,45260.66173,44718.35815,54789.914,44588.50682,40636.88687,58604.08305,66437.64697,88746.94957,48848.09383,38373.76342,66151.72865,37346.92293,67102.91905,52836.5485,76533.00977
HIDDEN VALLEY,49156.27757,54905.78949,48153.87343,68244.53239,51605.9552,22165.60928,102421.1637,86208.83891,100982.2613,40568.66361,46283.62014,56660.21154,58843.43019,75285.47404,31224.33273,31763.92178,41242.70871,101847.983,36121.43323,35784.44015,47399.40174,60791.90583,41284.50261,67212.09831,48362.05225,32510.64266,20039.02959,23067.80756,40045.95087,42957.48074,27842.39123,53508.46189,11816.68912,16632.89398,0,38668.19369,43929.73258,16257.84186,42791.002,95277.50568,96709.68702,34798.69069,48037.2104,74778.86701,86293.76523,107410.8903,97054.73616,122367.4045,93604.05181,90908.6015,94463.14389,82839.73647,91976.93763,76648.28777,144442.521,85470.74738,78836.86868,79789.14509,75360.29841,82201.08504,70356.17564,72018.83181,82657.18676,88384.27812,62918.59634,65065.74282,63483.92776,70798.17454,75320.15585,59845.57982,75483.73199,60347.92267,66566.41077,55594.5743,58336.96776,62892.29449,58346.52449,53013.14345,68724.48948,76567.88376,105002.9382,64287.10958,48399.14553,72101.80448,49543.10635,71595.75071,56580.95134,76865.02754
EAST LITTLE YORK / HOMESTEAD,50082.12438,44012.66013,42896.06514,39331.01096,62833.52989,54440.34192,82430.91722,66823.60784,122840.0663,45116.25848,30870.9005,32692.54052,29020.51379,37559.54071,49496.37901,35685.40571,24593.18064,88205.22442,29071.27809,58900.18309,76733.67536,26881.07686,68010.51534,31086.25858,17526.85962,61078.63919,33970.76711,43773.44563,10939.39476,77219.85356,10296.09694,12721.81183,39081.589,22751.14056,38668.19369,0,80266.93328,40906.55889,29373.76216,64438.43159,60167.96101,62949.70899,82139.95339,85893.57545,105204.1538,113652.9518,108949.7905,94747.73658,83964.08873,99351.95532,91827.16172,74755.22084,105474.6502,58776.31079,114961.634,94211.60479,84915.8412,92583.34191,77808.3572,68576.74377,69701.36697,62403.15176,62024.53752,62635.75643,64452.09892,76556.80361,60697.45217,56343.96319,54909.99275,60889.64559,94186.47352,59298.8319,51717.47935,62349.15739,53642.17071,78024.28825,50374.60426,52452.21203,74486.88792,84536.30557,83197.74975,45164.19386,56902.20206,91532.90324,52099.04015,93164.34755,79704.21066,103801.8765
WILLOWBROOK,88516.77679,94923.96161,89391.87653,112334.2695,70647.69843,30688.44765,139518.355,123679.7512,85607.54013,71956.69435,87473.22273,97404.93231,100887.3921,116729.6814,60351.52065,67702.88373,82533.55763,135568.7735,75118.84132,53776.37592,46628.28512,102197.9096,48147.13792,113279.2794,94821.47957,47864.8459,59824.3899,49891.55352,81771.50512,31792.28484,68928.80885,93999.41709,41172.09482,57783.8764,43929.73258,80266.93328,0,38946.45695,69788.656,119997.3488,127500.0588,35062.64295,41920.53242,87569.23766,96864.15503,128141.9674,119296.9217,162028.2044,128056.8217,104948.3282,119285.5315,115264.2494,96933.70078,119612.4157,184144.4103,108002.463,104375.9745,97879.19277,106290.3932,118382.8536,104313.7466,109092.1611,126495.3901,129408.4901,99316.37896,87592.81554,100444.1353,108397.739,119059.777,93117.27948,81225.4895,97831.94487,109826.6098,85697.37398,98054.47839,76241.57974,100118.0126,92312.32764,97904.28039,98387.9304,146229.2968,108012.5336,78626.6777,71103.18389,85029.86164,64073.37755,53844.84373,57525.19158
GREATER GREENSPOINT,67576.11722,69364.66482,65622.6897,79045.94939,61911.31096,27556.59416,113215.6617,96542.45252,105339.6499,57312.49937,59767.5649,66072.94146,67397.05322,78479.10603,49506.31666,48599.34031,53145.81085,110981.9834,48142.37513,50174.98966,56721.45669,68020.08014,52203.933,75523.34661,58962.39969,47883.2829,36659.26605,38312.52697,46623.29945,52608.86622,31638.05539,54101.76283,19896.79902,22065.17527,16257.84186,40906.55889,38946.45695,0,26562.69497,78588.87267,83995.19856,39598.09205,58036.60942,85893.81872,103345.3327,122945.8289,116379.3108,128178.305,109933.3362,102798.8539,102445.1799,97563.81822,98519.78232,92698.52464,150179.4886,103314.5939,95292.32703,95826.26449,92543.80401,97174.2705,89120.84269,90011.97542,98161.85252,99421.91064,81571.10578,81321.253,80807.74103,83323.4419,90391.70651,78446.66458,87524.34415,78870.25418,82785.96468,74432.43468,75753.2043,77723.85103,75623.95109,71377.02878,87650.15982,94311.78749,119122.1108,78837.40284,67295.92195,82111.2935,67416.34228,76309.08757,63605.35654,79474.38026
IAH / AIRPORT AREA,84400.51692,81759.72503,79612.25428,80088.70434,86392.22625,57365.798,121359.7033,106328.8319,128715.1986,78346.25683,70881.77663,70013.37106,69339.82238,73821.48412,74080.79746,66187.41088,63938.52876,121687.4402,62762.15371,76917.04067,86624.56746,66701.96475,80670.32013,67347.16303,58848.97432,75936.87035,57204.93206,60980.51237,51393.60278,83799.52728,42445.2127,45939.36712,47981.15605,39012.08047,42791.002,29373.76216,69788.656,26562.69497,0,40431.55614,47934.22895,69510.08915,89241.41268,110549.0209,129488.3654,146236.773,139294.0243,130807.7009,123616.9332,126963.9933,116521.2513,112878.7371,123247.2399,99744.05246,142407.7204,125313.6909,116760.3658,119886.6715,111740.6597,108338.4563,106298.4582,101725.9961,103267.9782,102733.8246,99039.30865,104419.749,96839.54622,95145.73417,96075.64663,95731.41496,114301.6744,94960.56843,91880.77871,94161.72182,90168.98757,103185.3821,88140.64095,87383.69084,107439.6714,115819.8795,124455.0796,85965.65008,87543.72668,109743.5221,85407.94538,99649.39013,92227.7265,104272.9614
KINGWOOD AREA,125463.9796,117610.4746,118203.8501,106777.1752,135044.5015,110394.0863,148874.7804,136260.6963,175439.7934,119846.7286,104949.5969,100947.7105,98960.19913,93756.47085,122799.706,109836.4796,99153.67888,153218.5062,103935.8955,128347.3041,139895.4998,87448.44592,133421.1839,86064.52159,88164.95976,128520.4226,104671.363,109847.5031,84795.60769,137196.7068,83540.79066,71026.62648,100988.1592,87720.44977,95277.50568,64438.43159,119997.3488,78588.87267,40431.55614,0,28398.5548,122749.1263,142676.5618,158639.7147,178682.0044,188876.0917,184125.0722,152045.9562,156638.3306,173826.1454,154245.0578,149007.5769,174239.4819,129048.0142,166213.8556,169445.2689,160254.8024,166881.9314,153161.3379,141731.5188,144819.2022,136215.0561,130310.1242,125245.9995,139809.2816,150870.8819,135131.7869,130758.3748,123079.6346,136256.347,165296.2355,134660.8559,124792.5401,137497.7206,128877.6481,151478.9287,124836.229,127836.7177,149834.2181,159718.8311,148758.8021,117364.1665,131780.2099,161653.5675,127394.6706,152014.9429,145008.0624,151820.3659
LAKE HOUSTON,118008.4331,107001.0798,109848.9205,94286.94974,131268.3462,111924.9385,134974.0784,123747.3443,174915.0483,112757.8075,95370.23764,90741.19417,88440.35456,79220.12236,118243.0444,104451.406,89315.62828,141201.7484,97786.30416,126054.4038,140502.3241,74047.76277,132967.8664,71771.62646,77932.45722,127045.3219,101603.3259,107206.8076,76250.12599,139010.787,77889.20811,60917.95134,101006.8869,86520.52029,96709.68702,60167.96101,127500.0588,83995.19856,47934.22895,28398.5548,0,124045.83,144290.9724,153970.1892,174091.4409,179815.2725,177152.5511,136488.391,144941.3839,168140.8982,144691.3973,138553.5904,171161.8254,116724.7224,140395.584,162375.2113,152357.5279,161423.1405,145006.5317,130630.2798,135644.7507,125651.7726,116619.9251,110634.0365,131720.5546,145405.8445,124693.4664,120885.1736,109392.5318,128359.8307,162353.083,126380.4886,113491.3783,130840.2789,120225.7474,146805.4695,114345.3057,120214.2994,142359.0088,152777.7936,133779.0688,106345.3239,125590.1189,159332.3877,120415.8104,150571.8501,144294.8574,154044.1945
FAIRBANKS / NORTHWEST CROSSING,53853.43137,62913.51789,56807.03073,84298.72634,29852.2133,9196.009623,103093.5864,87982.80872,59529.86289,35418.67926,58590.00551,69774.64339,76366.80176,91316.4951,23790.77292,34981.24211,56175.40873,96710.67019,47039.96047,13844.08093,11192.90825,79479.83055,9233.39077,93251.04225,74750.98422,9785.404114,35390.19594,17958.57133,60256.02027,9668.608276,50518.56107,74731.00442,19367.42531,36379.08375,34798.69069,62949.70899,35062.64295,39598.09205,69510.08915,122749.1263,124045.83,0,14478.69884,48918.32268,60348.40566,87607.66054,80491.35452,127944.4923,89454.09486,65958.43994,78536.74774,76262.59761,59974.74401,85786.63605,150062.4739,69245.721,64870.57197,59251.03482,67161.97921,80902.95017,65602.47266,71530.31647,92851.37994,97584.8963,61892.42128,48356.13853,63930.24961,73287.62939,87104.03286,54637.19197,44426.99284,61127.07338,76863.00519,46499.06602,62989.27135,38168.45442,66810.4361,56823.77735,58458.27979,59393.43206,111846.3307,77455.42996,39516.0101,36970.5199,48504.29952,30873.31251,17405.64394,36282.23334
WESTBRANCH,63138.0333,78047.31861,66875.57862,96472.97362,38028.5732,26352.19896,115903.1753,101548.2123,49939.65737,50305.57046,73778.10584,85498.45661,89888.92592,109699.9121,39446.09786,52557.98565,74760.91671,107747.9481,61853.31495,27259.72342,6260.225645,98605.08246,14803.59087,106344.722,87761.3999,19303.55514,49303.00711,36834.40367,78541.66115,5667.573108,66597.03006,94154.90111,39134.41176,55909.73666,48037.2104,82139.95339,41920.53242,58036.60942,89241.41268,142676.5618,144290.9724,14478.69884,0,49769.77154,58514.48592,91591.57609,77344.53959,142090.0329,96879.46559,67084.17432,85681.57705,87153.69907,57858.95182,95236.14169,164098.7715,69913.58836,69012.91272,56850.77739,72251.16853,92684.28194,72783.93263,81390.70061,101779.6033,110433.8249,68951.41824,49439.3108,74985.01328,87703.01396,100209.2041,62161.91101,39621.77631,68867.46505,87710.70362,52419.54852,73495.10547,40021.62597,78038.33007,65555.593,63861.4474,61295.75313,124718.4735,89101.19083,48583.63849,32196.12075,58189.14893,25172.11483,15483.67355,25074.54875
SHARPSTOWN,51233.51993,62804.08021,54857.45495,83149.57644,17915.66965,57510.85637,75463.15055,67172.31096,43998.83884,33438.46524,64221.99492,71681.78946,83517.86311,92518.94384,43307.81851,48817.64894,68273.46236,65777.6834,59782.50781,34407.43842,39857.16629,89254.02447,36031.71662,105308.3412,86489.81575,43884.67438,58562.73131,46905.15805,75698.85594,51563.34081,71272.58349,91920.87162,57731.22396,65671.47907,74778.86701,85893.57545,87569.23766,85893.81872,110549.0209,158639.7147,153970.1892,48918.32268,49769.77154,0,11302.28524,36486.9757,29346.87807,103779.0088,54874.7328,13304.03887,35073.80764,49971.79785,14580.62045,73679.56563,124856.7602,19196.87112,26229.157,7879.004229,34324.59143,57798.77877,38552.52354,50168.07281,79287.5831,84236.84439,39845.59677,13177.71628,47749.66352,64121.99366,78598.88922,37718.33518,11313.85754,47241.84312,66745.85256,25527.04838,51795.83267,8610.682016,60342.16741,48936.57749,28458.19814,13944.02986,92541.85342,71919.72524,26435.24891,16303.84627,41652.59205,25418.46453,31575.76558,46645.62157
WESTWOOD,60082.71186,72571.97779,63648.58278,91598.15653,36088.33632,71835.23656,86406.5597,79649.63421,46711.34619,52631.83798,75828.14736,84954.2169,91239.35183,110091.8735,54751.60251,62823.78255,83374.46838,72155.11256,71079.70089,48422.08734,49275.08794,105569.3553,47375.65922,114314.4579,96314.96409,54397.67206,70608.73571,62159.24708,91786.54213,60168.69832,88305.41785,108879.968,75430.50567,81280.12947,86293.76523,105204.1538,96864.15503,103345.3327,129488.3654,178682.0044,174091.4409,60348.40566,58514.48592,11302.28524,0,34568.65861,21889.37071,114572.0309,61087.20912,9800.90382,42714.44168,56198.49346,12511.83002,81073.7089,135290.0162,20283.59898,29176.84551,9939.105251,39198.52221,66335.70172,47264.79039,61599.11503,85648.12917,94539.9061,47854.27265,22009.95636,58350.31423,71761.01341,89178.94693,44655.95655,17159.84615,54780.08299,76130.323,39583.2591,61802.19727,21262.38307,68509.67512,56892.38104,35043.53213,21280.7802,100822.5675,81311.02224,42819.05272,23927.56874,51449.02634,32699.2399,41068.41314,53524.95834
