,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
GREATER FIFTH WARD,14567.91525,4749.040024,5689.332514,17311.32425,39044.82678,48671.04411,46372.91428,30296.11469,97441.69984,20311.68013,0,4417.967561,12722.23823,26350.98901,27105.63006,13674.22425,4568.907547,50745.96027,5206.227502,39672.00367,61602.12579,18433.97877,53566.31791,33468.4129,15112.13375,46942.15538,19132.90901,30586.37378,11520.4433,67393.42387,18082.07779,22706.67845,36808.66556,23400.61282,43328.93187,26492.15391,83465.90216,55397.42508,62590.59269,97783.38848,78605.36728,54103.60537,70449.29331,58778.9156,72895.51966,74473.22931,72006.08444,62830.25046,46468.53269,67389.1965,54196.90549,36520.07537,79520.18187,24634.62808,85005.96262,57547.85961,46879.31062,60121.49693,39384.82655,30995.45746,30692.98723,23861.17511,30698.92336,32928.22438,26266.00306,46112.19579,21139.90435,17624.45681,22917.72372,24240.05443,68861.35446,21022.90061,14843.44917,28515.4028,14674.01754,51798.43264,10886.47091,15080.69406,37308.40922,50625.97538,51047.20012,11890.55337,26485.30831,69789.85376,17902.19723,70248.32543,65094.40034,86328.86954
DENVER HARBOR / PORT HOUSTON,24940.23043,6520.604917,15295.8875,6554.469673,49743.60151,58808.60415,38637.10468,23833.41889,106900.139,30490.35447,4417.967561,0,3492.364805,17666.633,38335.24119,24890.21517,8188.875658,42827.90257,16501.97602,50875.98141,72951.49302,12245.31087,64926.17669,26210.9147,10750.98703,57937.17194,29158.3235,41637.57216,11986.16261,78299.97641,21690.666,17921.72798,46600.83957,30859.99771,52294.93032,27699.47082,92982.96529,61176.79425,61842.21419,94077.17216,73594.26724,65208.30923,81602.92607,66038.26328,82377.5603,77673.15301,78401.76993,50596.50668,42810.59299,73698.96245,56341.52557,35786.6119,86826.62312,17196.14588,66135.7204,64378.86953,52942.74341,68130.3738,43500.16388,27777.28118,34538.44867,24147.87666,21885.1409,23116.58628,33144.42611,54139.04645,21709.12703,17539.85179,14268.85861,31366.94084,77928.51779,28730.13074,10550.76544,37704.79583,19531.64756,60264.6928,12521.4791,23344.04844,44885.40958,56367.29088,42966.65054,4058.595634,35791.84089,79033.94593,28186.55489,80086.88738,75889.54259,97360.482
PLEASANTVILLE AREA,31718.95883,13949.04212,23378.92826,3096.812909,59074.96437,64269.73748,42733.52625,28584.68431,117419.0091,40219.98635,12722.23823,3492.364805,0,12730.58487,46343.29462,32659.20027,9599.660438,51368.99671,23035.19935,58762.79366,79770.5137,7286.918052,71406.32737,18539.68636,7123.002148,64134.55098,35089.06437,48350.4308,11966.05315,84328.97993,23210.65218,15581.91209,51451.32921,34261.30354,55100.12647,23819.05324,97028.41164,62023.25663,61211.03314,92245.52785,71032.8986,71664.68297,87842.09198,77774.38075,89483.9965,85827.75188,85709.8106,54569.57812,49794.54227,83491.07631,63513.18993,42796.31374,98432.64482,21344.11946,73689.48854,72517.52535,61181.79219,77671.71661,51036.99971,34499.74187,42832.40728,30391.41576,23704.43884,23243.22081,39862.54395,64983.89664,29533.44196,25372.14855,16916.64142,41492.78499,89071.85993,35485.06049,17362.30386,47931.00809,26310.61446,71988.40345,18895.98248,30177.31669,52242.28724,67001.40878,44723.05122,10351.36634,46660.28024,89912.65783,35875.04269,90009.16025,84368.59347,105278.2561
NORTHSHORE,48059.65717,26950.39125,38288.82565,10704.11477,72884.08013,77396.78404,46095.9489,35977.27431,124157.9122,47039.06177,26350.98901,17666.633,12730.58487,0,59305.00172,45773.65551,21250.89225,56756.84734,39469.64544,71905.15709,95503.97335,5378.755453,87518.50864,11311.46064,16642.0037,79644.59684,49120.60803,56485.6976,21375.83908,99642.32987,36304.65611,16108.00226,62519.7395,42580.76937,67836.11149,29972.37283,109210.3008,70750.08657,65901.80969,87826.98402,60673.78181,84752.83398,103513.826,87460.8203,105147.9165,96603.77161,99845.5194,49141.20698,59221.333,95951.56593,73224.2569,54023.94578,108133.8201,28821.33618,62354.35771,86011.27277,74360.96215,90779.19694,64458.94741,45180.43079,55643.45325,42341.64135,28164.06182,22556.31574,54870.61705,77294.16576,41917.54275,35766.42539,21121.71023,53852.80995,101271.6738,51044.73212,28247.1787,60829.62911,40623.54102,81598.41837,32727.91128,45973.86472,66678.22758,77905.41035,45414.15246,22713.53154,59056.70848,100687.1064,51460.36921,96637.62636,94226.7902,112007.492
LAZYBROOK / TIMBERGROVE,19691.99745,29113.01628,22769.19031,51090.58771,14308.03666,20962.36859,68844.95795,53180.79623,65284.55075,5304.12338,27105.63006,38335.24119,46343.29462,59305.00172,0,4791.473518,27017.04195,65782.42777,19529.53454,5207.977792,26221.29462,51448.99831,18490.3186,64979.37029,46343.4188,12608.18659,12940.52629,6145.244169,34736.92098,32319.7475,28433.55293,51074.56478,16391.1958,21747.61164,29260.68001,45135.29438,56235.30263,46331.35259,67618.52709,113064.8153,101879.7196,20029.45278,35055.72429,39237.86381,52320.13261,70120.53819,61298.66363,88567.71219,58319.90746,54105.46839,54628.86255,46197.3439,57038.69351,51598.48348,112436.2521,48521.33011,41410.49205,44311.40327,39577.4648,48295.2395,34975.85256,39010.92769,58666.91201,63428.7849,29260.03622,28689.01072,30487.64287,39849.17665,53016.87137,23937.54367,42213.45161,27828.6644,42686.88527,19104.00989,29150.91124,28782.32329,32630.2658,22835.39243,32134.8581,39272.55323,77823.90284,43432.23218,12477.78228,39583.35217,15054.0305,37285.59033,30406.04477,50985.14656
GREATER HEIGHTS,12302.18975,17915.70642,12368.34289,38547.89177,19995.24805,27568.22988,59985.21125,43450.19796,71434.0815,5368.287251,13674.22425,24890.21517,32659.20027,45773.65551,4791.473518,0,14105.50804,59673.89638,6038.455383,16205.32553,39562.68194,38371.54659,31604.87178,51414.77716,32746.0101,24695.39106,5792.377702,6679.67749,21257.35231,44979.72216,15049.44993,37651.00451,17262.52599,13329.25576,28227.35571,31293.36905,63585.52243,45555.03335,58332.60001,100681.138,88263.20161,30683.93485,48065.80809,44440.06153,59206.67588,72083.16808,65241.97743,77962.72318,54336.79229,57511.11816,53526.53565,41909.72881,63106.49769,42053.59192,101241.878,51103.85333,42514.70518,48381.57687,37841.97777,42793.70558,33908.86871,34704.8573,48963.68876,52617.8412,26093.26938,32704.40675,25228.6984,30034.75666,42053.87555,23053.92563,48921.07965,23227.60069,32566.8814,20141.80478,21038.52131,34659.02948,22744.36322,16028.23195,33293.34915,41613.67892,68573.70376,31893.11814,13807.18214,46973.5805,12121.9994,43466.22952,38466.88854,56906.28173
KASHMERE GARDENS,21291.53332,14752.85658,13431.34414,20042.76186,41470.66186,45005.05405,57964.36384,42407.21132,98718.15455,22239.82934,4568.907547,8188.875658,9599.660438,21250.89225,27017.04195,14105.50804,0,63876.2511,7051.774063,39226.02691,62450.14507,12353.52886,54317.34733,27850.70496,9294.724443,46267.32686,15806.34438,28241.27529,4774.654022,66282.45526,11114.99926,16568.36115,32216.38581,17083.71916,37588.64585,20055.32712,78645.93374,48677.01588,55655.77422,91857.90193,72253.99271,51497.60927,70130.69737,63219.25616,79335.00382,83960.66003,80305.25657,72174.39937,58847.60068,74062.48478,64066.53149,48123.93076,83665.74248,32402.6001,92012.27378,65515.85836,55553.40995,65842.12212,48367.61302,44122.43195,40501.83886,35879.00048,37368.25933,40763.05015,34965.40279,50776.02017,30994.4901,30750.27689,29666.47803,31828.90641,71687.48607,29752.22951,24615.50211,34519.87501,24090.43381,55026.21293,20932.85337,23343.63126,45483.66094,57398.63948,59215.21775,19129.85272,30366.38139,71632.5266,24065.24545,70968.64728,64783.59931,85466.55397
MINNETEX,51367.60715,44050.79988,44904.45371,43218.32459,60025.2119,94172.55601,6831.350911,11553.8496,107836.0337,54404.1138,50745.96027,42827.90257,51368.99671,56756.84734,65782.42777,59673.89638,63876.2511,0,56674.24561,71569.50112,92503.87198,66140.09016,84707.81328,77011.34499,67493.46583,87183.14039,73250.52104,74671.59522,68923.05576,102167.5186,69682.78348,71536.90193,85531.27119,74410.74276,97677.70468,84061.21488,131532.6787,106795.4123,113382.0038,146652.2333,123214.0146,92819.83725,104042.3278,61072.23312,68654.2321,40962.16083,52553.6789,28707.212,4157.188049,54279.13003,22580.11943,11990.00431,75879.72257,31072.34764,50751.8944,44381.03883,37785.07411,56638.42109,29223.33559,11069.64659,27087.04953,24764.96883,27840.22743,24970.31349,35089.26423,54661.33191,32267.59297,27495.8487,37606.85398,39372.48756,76919.11248,39852.85413,34067.71664,48524.20883,35202.83059,64592.18656,38570.99317,44461.92373,38114.21475,45202.4756,24875.11338,40357.14451,52507.10663,83293.4953,45852.60315,89368.46925,89673.26609,109946.4674
NEAR NORTHSIDE,12266.68518,10630.07737,7368.598032,29185.67676,33588.86812,36393.65368,55375.9505,39123.21205,91128.6793,14412.54877,5206.227502,16501.97602,23035.19935,39469.64544,19529.53454,6038.455383,7051.774063,56674.24561,0,30950.86885,51590.51295,31558.97812,43465.60544,42203.8839,22700.81915,36033.73042,7074.930843,19238.31246,13913.00194,56245.0371,9588.271923,30253.56561,23845.2221,11904.10876,31431.38844,24528.71874,71075.53398,44112.68568,54467.52961,95312.03506,81580.58084,42361.56502,59734.9859,54577.04615,68485.37006,76324.39461,70811.01178,73041.17701,52010.76175,64829.45507,54939.74304,40641.09537,75173.34992,35126.89074,95760.48938,56054.46148,46919.96481,56798.78279,39992.86849,38270.75374,33631.45695,31338.63568,41672.4998,44290.48727,26799.74015,42035.02033,24191.1264,25524.85348,33888.12953,23323.11612,63676.29476,22303.23716,24885.60336,24769.9237,17620.36091,46796.58567,16760.32047,14868.72242,36424.03535,48106.78157,61575.59085,23051.13502,21785.56559,64115.61455,14083.05777,63523.28919,56443.52878,76595.59941
SPRING BRANCH EAST,31536.57669,41755.74223,35031.68329,63802.80239,8476.012092,16879.39922,77179.69047,62441.86513,52261.15435,9007.59475,39672.00367,50875.98141,58762.79366,71905.15709,5207.977792,16205.32553,39226.02691,71569.50112,30950.86885,0,14369.72814,63753.60937,6358.018107,77030.28764,58596.57292,5389.850676,21123.6149,7218.760049,46131.7156,20424.61077,38581.80261,62560.02861,18221.89242,28520.13269,33117.63918,54926.27441,49648.46274,46319.60182,71210.27927,117857.0765,110969.9245,10201.70554,23118.20389,30994.92729,45589.64666,68076.09631,59717.9492,98217.19611,65983.37644,47986.13694,54210.19108,52738.06695,46520.54708,63142.18227,122467.0955,48112.62372,42124.97429,38594.99136,43865.31657,57363.16824,42138.32398,47994.6553,70191.46302,75422.81185,38384.01811,26399.22349,40635.96196,50626.36743,65214.13524,31128.80893,31458.5081,37798.13319,54251.52728,23299.45397,39859.67146,20073.83373,44709.11563,34022.17667,35559.04555,38345.5379,88801.45472,55687.93851,16284.09119,27551.15803,25496.8026,24241.28254,17080.53873,37825.37567
SPRING BRANCH NORTH,53327.13,64313.35003,56871.48734,85658.90366,22929.32438,20192.46342,100116.4413,86082.8116,37995.00481,32772.06913,61602.12579,72951.49302,79770.5137,95503.97335,26221.29462,39562.68194,62450.14507,92503.87198,51590.51295,14369.72814,0,87017.33525,3971.74438,97654.99759,79449.22051,10940.47429,40690.69437,23395.48615,67965.76352,7461.63924,57773.56499,83938.86872,29992.03752,46081.73097,44775.83678,73324.04685,43233.21706,53002.42718,80995.36882,128773.3766,127706.2575,8359.773609,4213.622851,36367.69625,46643.15792,78231.10445,68636.12537,121785.0668,84225.50412,54383.31904,68770.2351,72404.06841,43893.52793,84828.98327,146246.652,57402.91764,56899.22694,46689.24555,61472.80945,77621.5106,60746.70542,68198.67837,91858.06192,97288.35488,59003.5551,38576.99073,61790.72186,73976.60833,87375.50133,50720.01804,29876.27484,58892.76584,75942.81809,41209.02733,61217.75919,26880.9553,66600.93569,55665.86977,51289.45618,48363.99894,111033.3432,77581.95949,34898.13003,22472.32698,47015.45728,15918.83012,3848.469558,17897.60555
