,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
EL DORADO / OATES PRAIRIE,38759.71087,21934.24595,28894.12955,12123.9423,61751.59447,64528.36628,54006.905,40311.88612,112448.7738,37416.9765,15427.55756,9077.131963,3864.880236,2713.564002,47974.97983,34840.77805,8943.148497,60999.38013,28124.76345,60314.27881,83654.46468,0,75370.05972,2264.119522,4111.049564,67334.39743,36695.3192,46089.0951,9144.263223,87123.70738,23834.82356,4334.096649,50030.54798,31433.84893,54951.31354,20564.63382,96372.83769,59222.1917,53057.82628,77810.65095,46590.61601,72222.05166,91188.30202,80191.44943,97425.8615,96217.77191,95148.06508,63902.36393,61480.43415,90108.40933,70821.27384,53719.13434,100965.0474,31576.62836,78443.4192,80842.26475,69703.58274,83311.69222,60875.43015,46307.29181,52769.35407,41118.50488,33225.35384,32971.83164,49088.5192,69000.89718,39271.28614,35611.39728,26165.43069,47400.05031,91477.36729,44142.76744,27776.8653,52229.54839,36059.13463,73266.10998,28912.73065,38486.07032,60817.58842,73622.68969,53371.83394,20633.43995,49276.0842,90362.50193,42294.41378,86387.37025,82852.20518,100974.6012
SPRING BRANCH CENTRAL,42639.0516,53225.37296,46244.34967,75824.50303,12555.19336,13322.50266,88232.99908,74294.87511,37452.22163,20445.03104,51192.22604,62521.80733,69906.26593,82016.75178,16153.08476,28086.74796,51057.19033,82142.71795,41968.86712,3365.169217,1981.621155,75370.05972,0,87740.46767,69474.96566,1928.264278,30933.67986,10423.14909,55740.77759,7558.392036,48395.2875,72122.44673,19428.84312,34087.49616,37161.13229,61694.13019,40822.45951,45696.8318,70194.00658,113705.407,112858.115,2878.023416,10040.03435,28921.51304,41073.10783,66610.8929,60504.43201,107539.7154,73100.65477,45285.1688,57442.45627,62091.84208,35659.74158,73821.04125,133643.7686,49221.81305,46348.59042,39318.59301,50321.58579,67202.58097,49487.69898,56851.87201,80785.77546,86549.26636,47688.8243,28747.36752,50606.19525,63065.89953,76349.71869,39381.90847,25005.08055,47609.29674,64968.28779,29908.05468,50110.36837,18325.31734,55749.62571,44766.57049,40744.19359,39446.65204,100206.8463,66889.21626,24682.29357,19102.55452,36115.72558,11709.3682,5173.713419,22975.58958
HUNTERWOOD,52492.55024,36059.03966,43723.01249,21747.9054,76808.2616,77277.84853,62454.64377,51322.40126,128658.3977,53630.75747,31153.21108,23680.54711,17252.31538,8416.49926,62308.79051,48354.99828,24684.82554,72189.25892,41008.35465,74464.67302,96227.57986,2264.119522,87740.46767,0,15408.43246,80090.9988,49956.36057,61140.79076,21234.67683,98846.11357,34297.89501,8121.529579,63347.6397,45091.98209,63987.72187,24868.18514,107708.3138,66689.30527,53992.13495,76870.79022,42928.70591,85313.80646,103156.8153,96155.75271,111149.9228,110006.217,108676.0703,68523.42781,73870.72257,105343.8846,84455.33263,66942.26885,117047.5451,40900.50829,80239.04063,95610.39388,84404.70374,97789.9029,75020.3191,58983.18863,66751.06189,54404.89463,42024.39485,39512.31713,62314.13184,84981.07161,53055.01166,47075.86114,34142.53689,62703.42092,106182.4092,57606.47103,38556.94052,67096.34527,48737.67744,89478.13989,41522.89278,52013.62829,74818.72216,88839.06047,58526.99548,32068.664,64306.01154,105766.9308,56019.74156,102608.6187,98326.63129,116618.4747
SETTEGAST,34281.70727,21021.72403,25319.37473,17297.38613,57869.86973,58474.10828,56782.92426,41908.53395,109780.0626,34668.03413,12728.95119,7629.086299,4165.068084,12511.35139,43636.36525,29686.53411,6000.580114,62346.91449,21320.51395,55954.30351,77471.10947,4111.049564,69474.96566,15408.43246,0,61967.35923,31805.95628,42914.60546,3112.789329,80452.57956,15941.6467,3637.51082,44549.48818,26512.06848,45710.85782,11250.55815,89039.25989,50099.31389,44647.72632,76444.14075,52934.24293,66817.87594,83729.79102,77434.30318,93035.22037,94132.80142,92325.0586,68936.12712,61697.82145,87387.71224,69115.86424,52812.09072,98212.35236,33590.65169,86643.9486,78162.2036,67041.72631,79422.86196,59050.95743,46385.77036,50455.65826,40514.07249,36303.57899,37888.15246,46315.37704,66232.01158,38658.71581,34644.39576,29407.90224,44683.79229,87209.47372,41036.15301,28369.57873,48468.44195,34295.14566,70530.28156,28428.28208,35237.81618,57603.88342,70907.87521,57954.70121,20843.164,45454.87485,86812.31267,37515.93653,83805.42644,79850.5063,98307.35636
LANGWOOD,38876.55578,48659.55268,41983.61995,69634.59806,18203.18015,9661.670293,88280.1549,73204.2272,47319.49307,20521.15372,44637.33985,55707.12354,62532.47678,74150.02202,9507.483778,20466.5647,43009.95395,84385.36737,34163.99412,2800.216049,8419.431424,67334.39743,1928.264278,80090.9988,61967.35923,0,22962.27949,4158.314702,47987.15546,12793.76077,39842.54502,64430.07802,14183.81807,27807.37696,28463.83846,54538.59705,41001.59244,41348.22579,65603.27818,109207.1673,106582.3886,3946.629928,14956.28723,38114.26549,50040.53088,77813.38538,67998.49479,107038.3273,76273.20985,55665.31256,65159.83106,64440.37511,48150.2182,70870.21216,131919.0545,56678.30706,53871.00607,47368.95021,55045.79695,67421.34976,52389.87142,57865.48218,77949.84598,83365.43005,47286.80824,35254.63569,50287.91397,60961.23312,72259.3568,40914.53706,34915.55335,46386.39275,61950.32448,33445.45323,48229.84058,28294.28201,51863.69665,41913.01887,46102.45572,48216.38369,98592.36353,62616.70287,27708.11737,29015.04087,33830.20054,22898.26676,13096.53172,29482.8832
INDEPENDENCE HEIGHTS,21016.31874,24596.90724,19348.60939,42680.94102,26278.81631,19543.34751,68828.24107,52424.74982,74513.79011,15032.98418,16716.45056,26872.2686,32908.03903,43731.06198,11268.50462,3518.200498,12812.39129,69222.28638,4691.317002,18940.07574,38700.58799,36695.3192,30933.67986,49956.36057,31805.95628,22962.27949,0,3967.114938,18378.22894,41146.28768,10919.33944,34810.09696,6890.323704,2950.342927,14395.80442,26825.30462,53327.78583,29743.64495,45079.8951,87251.20535,80309.19098,27485.30611,44836.42148,51228.984,66910.93076,81237.10975,74212.74466,85370.31908,64197.27573,66106.98899,61232.79883,52263.46643,68678.1931,48990.77226,107856.648,60768.5668,52003.01975,56962.22678,49082.29823,51251.643,43119.24307,43810.97335,55657.26541,58300.6803,35696.63967,41681.77643,35878.65716,39882.26303,47925.35179,32269.10058,55517.41516,32350.96026,38828.06276,28991.0914,29666.99258,41176.99553,29882.04152,24784.64478,42351.81104,51644.13746,75508.48651,36950.88672,23316.04717,52717.01362,21213.46995,47984.28882,41932.25168,59713.31365
CENTRAL NORTHWEST,25755.24801,32543.90742,26817.88536,52684.42497,15280.26616,4859.996725,74064.68841,57531.13562,56380.62573,12305.33938,26588.5163,37487.01918,43912.10675,51017.55404,3848.931542,3647.938797,23767.42991,71090.93927,14770.56442,4767.46797,19239.87141,46089.0951,10423.14909,61140.79076,42914.60546,4158.314702,3967.114938,0,28040.69417,21150.49656,21328.68252,42897.13501,2678.518156,8883.834318,17889.1143,33518.14851,41573.66671,32006.78654,49347.17196,91899.078,86425.41472,6534.002159,25434.72112,40428.27426,56753.40765,76278.15701,69283.56758,89330.70616,66948.67958,56862.66839,59537.36219,53646.90411,55393.8145,56818.7922,112729.988,56423.92584,48605.43875,48798.15461,48218.17191,56331.9178,44186.67656,47309.68492,63738.93964,67470.33821,37721.40677,34520.08397,38141.78801,44603.55041,56850.39799,33279.59326,41875.74665,35740.73077,47415.70063,28272.30631,35198.36797,30961.2557,37370.43717,29552.24555,41260.77408,47253.1891,83366.74153,46539.95267,21422.61948,37603.03821,23472.59565,31555.06587,22129.57376,36655.69907
TRINITY / HOUSTON GARDENS,28800.29616,21166.20939,20782.63332,20071.08182,45796.46502,44987.90279,58870.28686,43757.27755,96464.80262,24216.74398,9245.963812,8528.622599,8632.020011,16414.99778,31822.9719,18304.1417,2364.084698,63806.82506,10897.49815,43188.21488,64941.18666,9144.263223,55740.77759,21234.67683,3112.789329,47987.15546,18378.22894,28040.69417,0,66809.81867,2882.861601,5758.89717,31204.57922,12722.0755,33414.96342,3398.413835,75966.77876,37895.41432,37179.88502,71809.30975,53103.93526,52380.93012,71402.44178,67202.49992,86128.0907,91169.72642,87773.88586,70629.29564,62735.13765,79366.43152,66434.81905,52650.35083,87168.49821,37339.21233,88563.41919,72999.83248,63094.62336,72805.45308,55835.23212,47450.76027,47098.96332,41195.32248,41373.9277,41744.37214,42502.22271,57069.56354,37825.63519,34052.05635,33953.21464,39064.70519,76977.7309,37213.63089,29395.12452,41794.2075,31281.56269,59365.56253,27563.55805,30877.63115,53025.96722,63477.28782,62726.22229,23477.63133,37059.59315,74987.72809,31360.64065,70068.18398,65384.70351,83577.78737
CARVERDALE,57741.49853,68688.06725,61069.52045,89917.65097,29950.47973,15245.79335,105545.065,91325.588,40992.38064,37143.90981,65088.18841,76122.57497,82094.81881,94258.55993,29417.66107,40929.39829,63146.67186,99605.7669,54326.70387,17474.544,5113.401376,87123.70738,7558.392036,98846.11357,80452.57956,12793.76077,41146.28768,21150.49656,66809.81867,0,56974.26914,82650.8091,26664.49841,42538.20469,39684.19293,71369.05496,26793.99994,46949.83878,73131.00487,116120.3376,120035.4143,2295.482816,2126.189148,46016.2723,55171.38047,84895.01832,77931.16653,124779.4878,91370.46067,62596.97609,75920.70656,79567.67032,48730.2048,89642.89342,150547.7142,66634.48282,64828.65614,56310.05371,68583.20024,84499.0782,67593.18166,74299.15651,96711.32601,102873.7324,64835.38491,46939.2837,67281.09509,79730.33591,92163.91467,56987.95538,39701.00736,64389.40642,80708.47867,47939.21559,66461.53768,34247.20137,70910.08037,60483.18675,58847.09854,57271.35981,117148.6325,81731.59753,42086.34444,30847.97751,51967.66083,22606.00712,10055.05152,15607.24591
EASTEX - JENSEN AREA,26952.15398,23436.7543,21254.79102,31735.40382,40546.11553,32388.5478,65523.70264,49414.42012,91365.03161,21014.86069,13293.61938,17706.94997,20382.6861,30954.662,25361.13089,11972.00454,6403.776587,64969.02015,5251.810222,36187.63107,55808.957,23834.82356,48395.2875,34297.89501,15941.6467,39842.54502,10919.33944,21328.68252,2882.861601,56974.26914,0,15842.02653,19014.19795,2599.661053,21305.4993,4375.082511,62258.9651,23883.44379,28817.64871,68465.33218,57117.49303,42809.01688,61735.91611,62935.72228,80828.06907,91063.35924,84977.14273,77971.7721,65783.05641,75668.32055,64350.95256,54671.01501,82573.93507,44518.75887,98156.68506,70316.21339,61415.90725,68199.13688,54679.91669,50698.98416,48081.16088,43905.78329,49775.52887,51006.00692,41493.84351,52158.08396,38816.82597,37112.00256,42010.80897,38041.09617,70335.39771,36908.24141,35056.48302,38324.29486,31903.60893,54331.03706,29873.12733,29523.49422,50947.87868,60627.20628,70840.56021,30537.2313,32670.08522,68846.91804,28416.58986,64933.53513,59819.37804,76507.29067
EAST HOUSTON,42978.15271,30690.79666,34045.04829,20140.91125,61984.82213,57772.25807,62605.32826,49397.5724,112681.3217,40071.40101,19395.82364,14579.25528,12315.69579,12229.46058,48001.7087,34629.18854,13286.12822,66394.735,27238.69219,59569.5449,81232.82193,4334.096649,72122.44673,8121.529579,3637.51082,64430.07802,34810.09696,42897.13501,5758.89717,82650.8091,15842.02653,0,44684.7336,27128.93164,45957.36565,3825.760643,85744.60395,45116.49633,32382.14843,60013.33948,36758.21784,68043.58352,87498.26013,83301.44911,101206.8734,103187.759,101486.6254,70309.43176,69422.20164,93924.89903,74941.7186,62143.88489,103452.5326,42190.46051,86567.8217,86757.44019,76299.2651,87599.77623,68540.55519,54578.73917,59135.01302,49259.12895,43961.91731,41019.94597,55649.80329,72260.01607,48265.86936,44275.5554,36809.23957,52516.77008,92945.73651,50347.6505,37636.80139,56346.49213,43720.95202,75271.94219,38013.68757,44462.82683,66722.85935,77420.7819,64023.31017,30309.2055,52149.86413,91138.45234,45938.77613,86242.70784,81482.77439,98690.55925
ACRES HOME,35731.68068,41141.90498,35821.07933,59231.34011,25876.17211,2230.968388,84084.35781,67327.20728,64856.81741,23162.80131,33653.38921,43485.18729,48353.77867,57429.28491,13535.36767,14134.22687,29042.00761,81975.14801,20636.03452,14728.53875,27271.51542,50030.54798,19428.84312,63347.6397,44549.48818,14183.81807,6890.323704,2678.518156,31204.57922,26664.49841,19014.19795,44684.7336,0,4552.495323,4896.684499,33188.84096,34556.39321,13837.49812,37372.75962,80635.13237,81733.515,11952.39521,31753.83778,50758.19344,67502.51016,87360.48395,79900.57569,99733.04703,77368.94476,67539.03007,70656.08058,64146.84406,64155.49689,65880.45796,122633.0673,67114.25752,60112.97629,59349.34793,59127.33399,66586.92892,54840.47223,57692.22671,72664.16013,75454.80867,48182.74881,45021.69255,48411.43215,54035.92922,65095.72861,43999.32964,52020.61343,46065.84212,55930.68926,39288.69492,44967.13175,41645.0186,46527.61875,39596.74427,52298.60602,58092.10379,92431.88777,54095.40753,32444.07597,47624.0536,33910.10138,39811.44565,30880.21313,44916.51897
NORTHSIDE/NORTHLINE,27129.54226,27224.77227,23953.33687,40872.46158,33465.90794,17302.93858,71092.86746,54360.59193,78765.32677,21275.42936,17710.73339,25549.69849,29756.16101,37416.33392,19446.54744,8967.77591,11528.90249,69756.30253,6591.292215,26231.77845,42352.46968,31433.84893,34087.49616,45091.98209,26512.06848,27807.37696,2950.342927,8883.834318,12722.0755,42538.20469,2599.661053,27128.93164,4552.495323,0,7774.982501,17026.22418,48347.46259,12862.53654,27164.64765,69319.4322,66599.55072,27868.49788,47431.24043,58151.6836,75184.40544,89321.81012,82326.94748,83723.39511,68597.22188,72059.79864,64621.00962,57015.7048,75497.70692,50922.85475,104761.7712,68162.85206,59543.56019,63785.95771,54298.1304,55032.11481,49663.66113,48121.17509,56857.29255,58606.82879,41793.87285,47950.10794,40053.00151,41179.50797,49050.37883,38623.118,62308.24704,38194.5117,40816.27777,36739.17214,34118.036,48493.16942,33514.68051,30506.02107,49995.08868,58624.4601,77382.18191,37460.48239,30307.26932,59206.59411,28015.21,52601.9364,45107.51573,60665.52331
HIDDEN VALLEY,45607.89391,49760.44404,44205.33079,63296.74557,42507.18758,15362.50222,93973.3925,77592.7361,83595.70768,36431.16572,41124.45069,49261.87792,52174.9091,63339.05121,27601.05269,26620.37292,35425.07281,93942.06553,28378.88141,31161.22018,43019.24252,54951.31354,37161.13229,63987.72187,45710.85782,28463.83846,14395.80442,17889.1143,33414.96342,39684.19293,21305.4993,45957.36565,4896.684499,7774.982501,0,33478.13676,38100.78892,9206.188016,31808.3443,74973.07056,78887.36005,27711.29918,44373.97373,68234.12797,82213.30719,102223.7165,94084.52607,110431.0354,88158.16971,84346.36176,83636.27904,75979.03356,82998.18724,73216.44421,132355.6281,80934.86166,73504.51714,75343.88164,71759.24469,76154.91804,66904.88242,68487.75412,79286.12322,82329.94437,59418.26551,60117.68513,59854.08636,65047.49245,71484.32744,56436.05668,69471.93384,56818.4069,62889.70399,52184.92568,54168.85135,57917.1842,54646.14552,49461.13196,65362.50931,71930.03578,100481.0454,59854.24454,44981.96134,64827.72522,45223.44696,58861.92024,49519.29887,61421.91077
EAST LITTLE YORK / HOMESTEAD,41898.45207,36137.53431,34681.47821,33625.25231,55446.17149,46022.67971,74291.03538,59202.22801,103829.5882,36414.15722,23229.6128,24128.68795,21293.47704,27084.46069,41960.40548,28077.24236,16650.2007,79233.02854,21217.80779,51917.49702,70625.67363,20564.63382,61694.13019,24868.18514,11250.55815,54538.59705,26825.30462,33518.14851,3398.413835,71369.05496,4375.082511,3825.760643,33188.84096,17026.22418,33478.13676,0,75134.46777,32377.90925,15736.01406,49486.21405,40340.43384,56700.41945,76245.72244,77811.73416,97507.55941,105440.5199,100859.5535,85786.76633,76547.30362,91470.25682,79460.35022,66777.67541,96873.00888,51475.42865,102325.6791,86107.24738,76715.64642,84718.28831,69599.59984,61553.6002,61533.73818,54680.88219,54968.75965,54882.49161,56241.48134,68736.40534,52629.13019,48733.15173,47740.63425,52681.27779,86842.08017,51097.01411,44085.14418,54311.99901,45447.19376,70352.14697,42246.06672,44265.4724,66320.97404,76453.27619,76234.54876,37760.91334,48963.07869,84322.02181,44010.98416,77293.12349,72130.63278,87931.54038
WILLOWBROOK,81723.46039,88266.71048,82691.75301,106102.167,62591.77964,21178.93826,131083.3142,115199.6948,72980.17517,64905.57678,81132.36989,90592.45446,94741.38911,104823.9748,53284.42983,60049.53284,76206.89597,128628.4673,68461.50537,46874.65929,40581.6203,96372.83769,40822.45951,107708.3138,89039.25989,41001.59244,53327.78583,41573.66671,75966.77876,26793.99994,62258.9651,85744.60395,34556.39321,48347.46259,38100.78892,75134.46777,0,31937.67046,57420.23212,97682.93925,111936.6495,28634.84901,36176.66348,81398.80587,92445.3136,122221.7309,112798.2725,148834.927,121186.4846,99408.19846,109786.3097,108862.2123,85995.54323,112892.1612,172233.9489,101500.029,98320.27371,91581.91078,99816.11472,111528.7683,97401.68091,102211.8374,119791.8032,122890.2591,92441.49985,80885.32794,94003.57533,102598.3309,112436.4468,86218.50285,75221.87367,90968.95891,103170.0668,78809.70117,91255.98162,71880.51342,93401.80185,85492.75663,91044.21591,92761.09457,139601.4841,101492.8838,72441.64171,66670.41148,78171.75432,58845.84924,47398.77772,44478.48635
GREATER GREENSPOINT,60311.79872,61620.72995,58087.07286,70301.27852,55595.15105,21541.75954,105301.2518,88748.41682,88511.67793,50921.93529,51925.67324,57724.13778,58697.52698,66938.94761,43104.2479,41909.63512,45195.58872,103340.7882,40545.85486,44000.94627,50584.57266,59222.1917,45696.8318,66689.30527,50099.31389,41348.22579,29743.64495,32006.78654,37895.41432,46949.83878,23883.44379,45116.49633,13837.49812,12862.53654,9206.188016,32377.90925,31937.67046,0,16092.07117,57193.69178,67288.65459,33314.77644,52410.48353,79662.76755,96889.9985,116624.9016,110008.4008,117867.7898,102649.6129,96567.28316,92578.05953,90494.66192,89851.4065,84578.24152,137959.8282,96869.69663,88808.82755,89544.90171,85869.41563,89487.54139,82337.62363,82574.53974,89919.41128,91024.78843,74577.61095,74890.2051,73553.27917,75640.87317,82154.7068,71670.7716,81013.10732,71736.32769,74810.36078,67766.10757,68269.36953,71533.61929,67947.7498,64078.90577,81004.51032,87825.82105,110973.9454,70635.88026,60610.80995,75524.65009,60393.55049,65186.69129,57220.73987,64273.1958
IAH / AIRPORT AREA,71033.91771,67844.69754,65729.62186,65859.89529,74941.15781,46663.73094,107079.3643,92146.29853,111824.8324,65059.58982,56703.69723,55773.60791,55070.97042,59861.93868,62710.05563,53247.93631,49852.88247,107533.1571,49151.31723,66196.70574,76046.89734,53057.82628,70194.00658,53992.13495,44647.72632,65603.27818,45079.8951,49347.17196,37179.88502,73131.00487,28817.64871,32382.14843,37372.75962,27164.64765,31808.3443,15736.01406,57420.23212,16092.07117,0,20175.48889,31949.98978,58842.81486,78559.91666,99037.14386,118475.9894,133926.7788,127058.3778,116702.0995,109506.9661,115144.1817,104644.9909,99010.74938,112629.6266,85451.79339,129600.6158,112855.0812,104176.4158,108067.1235,98596.02454,94215.04029,92551.91308,87647.7645,88933.85403,88592.79997,85680.67643,92392.0395,83232.9337,81103.33008,81773.85474,82291.84871,103621.5132,81350.27319,77710.82513,81325.93025,76375.72741,91827.81503,74195.77545,73907.659,94477.65213,103266.2505,110170.4068,71725.14982,74906.95104,99325.44825,72229.11954,89178.73614,81768.89779,88861.15913
KINGWOOD AREA,111070.1073,105275.5543,104367.9651,96164.10246,117658.581,89801.10398,138672.9488,125342.2665,155315.3452,105235.2638,92106.57405,88735.21883,87131.03438,84617.264,105637.6094,94074.51319,86126.58754,141803.9776,88959.01094,109553.9551,119413.3796,77810.65095,113705.407,76870.79022,76444.14075,109207.1673,87251.20535,91899.078,71809.30975,116120.3376,68465.33218,60013.33948,80635.13237,69319.4322,74973.07056,49486.21405,97682.93925,57193.69178,20175.48889,0,2862.305201,102124.0728,121541.9069,141650.0826,161403.0622,175036.3584,168689.3475,144143.9184,144812.1634,157461.3499,140887.8243,136309.0678,155926.9509,118093.3719,152400.2219,154224.6776,145404.5398,150428.6184,138859.4579,129618.6188,131301.3541,123708.3528,120025.2713,115787.7389,125609.1844,134468.0989,122188.5484,117901.7771,112910.589,122082.8247,146920.9295,120720.2459,112748.8814,122302.1651,115212.2619,134499.0081,111962.5548,113564.8606,135151.8293,144596.3834,139220.0059,105458.2751,116198.0147,142751.4073,112575.522,132674.5182,125259.5093,130435.7014
LAKE HOUSTON,93941.86085,80511.68999,85121.81217,66646.56519,109538.3895,93562.28079,106102.464,95744.41663,154104.2719,89163.64042,70378.0841,65057.4696,62219.24393,50037.64357,96272.55133,82571.37082,63933.59351,113280.4902,75559.36452,104910.5545,120804.4004,46590.61601,112858.115,42928.70591,52934.24293,106582.3886,80309.19098,86425.41472,53103.93526,120035.4143,57117.49303,36758.21784,81733.515,66599.55072,78887.36005,40340.43384,111936.6495,67288.65459,31949.98978,2862.305201,0,105112.589,125249.5882,131435.9397,151277.587,153697.7161,152479.7556,105463.0509,117314.3165,144697.6336,120280.467,111835.0679,149038.3939,88780.33847,109220.1019,137801.8178,127310.4422,138195.6028,119287.836,103413.7011,109924.2035,98921.22698,88022.84163,80923.42284,106656.7445,122441.0955,98090.02773,94325.16746,80863.28333,103603.2568,140408.6941,101419.5474,86159.38225,107141.82,94557.26144,124384.6499,87763.85297,95522.52653,117810.2136,128446.6431,103157.2369,79367.98711,102482.0838,137661.7487,96708.8104,129689.4361,123944.9182,134947.1002
FAIRBANKS / NORTHWEST CROSSING,47285.61147,55955.30353,49935.77455,77072.42703,21926.85593,2956.558851,94810.94161,79868.18646,43660.97284,26375.64549,51124.90866,62179.35999,68571.63586,79387.71657,17070.04103,26401.98963,48401.83415,90115.22816,39507.80417,7497.245861,5349.29634,72222.05166,2878.023416,85313.80646,66817.87594,3946.629928,27485.30611,6534.002159,52380.93012,2295.482816,42809.01688,68043.58352,11952.39521,27868.49788,27711.29918,56700.41945,28634.84901,33314.77644,58842.81486,102124.0728,105112.589,0,7274.965324,42566.31187,54295.08705,81737.22767,74166.10211,113637.2938,83581.96411,60017.33615,69890.69241,70345.89155,49626.99233,79217.70567,138518.9523,62921.65664,58865.74862,52908.07567,61311.41842,74884.66732,59712.53653,65511.14995,86264.76913,90813.21566,55842.1849,42145.74789,57709.55321,67619.8999,80256.79683,48706.80201,38246.93654,54941.42058,70292.14465,40608.37754,56676.35707,32691.89014,60050.86922,50407.68503,52495.6836,53096.02386,105442.7271,70510.47012,33620.34691,31121.67596,42195.63698,22597.75636,12352.96066,20811.61476
WESTBRANCH,59543.42598,71369.83375,63017.96047,92995.20219,31775.0795,20488.53931,107745.0854,93675.18185,35886.29324,39519.42513,68143.72276,79318.70594,85845.56667,98005.48281,32267.78573,44125.24044,66867.07836,101537.1209,57951.66191,20005.74442,2488.786138,91188.30202,10040.03435,103156.8153,83729.79102,14956.28723,44836.42148,25434.72112,71402.44178,2126.189148,61735.91611,87498.26013,31753.83778,47431.24043,44373.97373,76245.72244,36176.66348,52410.48353,78559.91666,121541.9069,125249.5882,7274.965324,0,43850.95168,54128.4547,85381.89609,75164.47669,127030.8031,92094.15875,61732.4093,76695.41567,81498.3923,46845.41887,91688.82334,152932.436,65390.37764,65072.81346,54376.31281,68790.52168,86713.53623,68581.91629,76347.23691,98483.17886,105414.8888,65757.43058,45532.64875,69514.32617,82196.99675,94806.17199,58715.878,36070.30128,65573.98368,82716.98501,48569.88173,68046.15318,34799.33813,73133.0045,62069.45031,59869.66479,57853.16679,119538.2545,83726.49538,44117.58253,27667.78051,54342.03665,20022.073,8808.604642,10568.53134
SHARPSTOWN,41983.43447,53419.88647,45560.40565,73621.52736,10894.97541,50731.21141,67728.66159,58722.80146,25687.57356,25542.74007,55030.95939,62265.35825,74014.08803,82313.96278,36133.61055,41086.16739,59568.08803,57750.00516,50889.86067,28235.68719,34693.28335,80191.44943,28921.51304,96155.75271,77434.30318,38114.26549,51228.984,40428.27426,67202.49992,46016.2723,62935.72228,83301.44911,50758.19344,58151.6836,68234.12797,77811.73416,81398.80587,79662.76755,99037.14386,141650.0826,131435.9397,42566.31187,43850.95168,0,4533.224907,29936.48497,23356.37753,86693.34548,46901.1015,7459.560874,25312.43381,40986.70437,6098.947406,64178.91134,115129.8427,12982.9527,17976.02706,2339.383174,26246.41362,49179.16257,29392.67716,41070.83113,69916.43909,75182.60328,30538.19775,3884.565453,38398.85432,54579.53668,69092.24105,28243.53672,4835.630802,37707.28568,57214.27081,16225.67969,42270.19517,2995.089248,50849.46115,39453.76057,19105.39771,6222.42004,83495.81539,62381.96011,17451.63534,10458.80885,32224.87565,19132.18306,26204.01393,36913.85691
WESTWOOD,56796.8381,67829.14793,60297.37991,88123.00566,28126.2791,65339.89383,78796.38885,71867.30576,29651.43864,43781.40654,70878.87302,80180.63939,88105.84805,100349.1994,50831.3252,56970.74869,76136.94765,66583.13356,66556.35329,43683.68246,44857.15293,97425.8615,41073.10783,111149.9228,93035.22037,50040.53088,66910.93076,56753.40765,86128.0907,55171.38047,80828.06907,101206.8734,67502.51016,75184.40544,82213.30719,97507.55941,92445.3136,96889.9985,118475.9894,161403.0622,151277.587,54295.08705,54128.4547,4533.224907,0,27899.85066,18098.78916,97472.51543,54265.86929,3267.744076,29043.96724,50397.53395,4397.248201,77580.87364,125765.5489,15853.8462,25846.405,2667.241788,34469.82542,62173.6317,41780.61727,53731.95607,82391.93256,88878.56321,44470.07646,17675.58567,52223.9022,68058.13983,83732.3044,40666.85301,12816.59221,51495.92659,71863.19722,33411.28082,57193.39795,15985.25578,64952.25383,54000.67654,30829.48071,14939.35379,95684.85551,77341.23617,35051.39278,19538.33266,47295.44967,27215.41327,36660.80576,44147.47049
