,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
GREATER FIFTH WARD,12481.36674,2487.749936,3495.106413,15524.48012,36735.92177,46279.22055,42936.83144,26672.85744,88926.50758,13249.908,0,2244.674933,10538.05831,20751.31876,24318.53179,10796.09189,2175.407546,45839.09935,2980.641174,36915.55252,59264.53757,15427.55756,51192.22604,31153.21108,12728.95119,44637.33985,16716.45056,26588.5163,9245.963812,65088.18841,13293.61938,19395.82364,33653.38921,17710.73339,41124.45069,23229.6128,81132.36989,51925.67324,56703.69723,92106.57405,70378.0841,51124.90866,68143.72276,55030.95939,70878.87302,72359.67444,69980.36226,58370.40229,43733.55259,64586.12861,48156.30314,33548.90052,75970.88265,22273.89265,80549.75034,55474.5707,44755.13039,56915.85516,37209.49616,28556.92934,28922.79131,22023.2489,28355.30721,30889.8257,24155.25342,43875.93558,18832.93403,15424.27959,20489.25895,21895.71475,65402.98638,18927.44098,12413.6972,25988.29702,12420.1146,48614.56087,8555.754233,13066.53111,35290.84123,48089.24849,48677.2853,9356.460951,23285.57387,65683.82646,15830.26967,63523.1883,60671.21756,79592.78615
DENVER HARBOR / PORT HOUSTON,22442.66519,3961.270247,12794.58133,2867.695807,47293.95644,56472.01275,35094.1316,20620.98887,98236.79254,23391.72365,2244.674933,0,1794.291434,12605.06262,35503.35834,21972.0877,4419.1698,37896.69872,14069.7105,48111.66143,70568.00068,9077.131963,62521.80733,23680.54711,7629.086299,55707.12354,26872.2686,37487.01918,8528.622599,76122.57497,17706.94997,14579.25528,43485.18729,25549.69849,49261.87792,24128.68795,90592.45446,57724.13778,55773.60791,88735.21883,65057.4696,62179.35999,79318.70594,62265.35825,80180.63939,75581.3371,76733.24689,46822.7321,39951.35543,71472.2854,50454.91212,33608.42641,83334.36993,13511.66203,61673.80991,62398.29593,51135.02194,65919.35727,41948.04649,25628.91189,32874.62844,21694.7045,17329.37541,18440.1271,30867.69665,51830.26282,19973.46098,15132.13608,9795.346721,29094.96239,75511.02153,26416.78585,7740.419921,35369.27011,17508.06081,56844.95599,10394.77082,21049.98531,42745.42258,53780.17584,38659.57433,1935.529919,33302.69207,74914.26911,25834.95097,73389.26836,71403.52173,90724.5676
PLEASANTVILLE AREA,30612.56673,11581.60378,22098.82391,1503.868072,56772.33753,61753.48313,39617.55659,25687.48857,108995.7613,33285.09911,10538.05831,1794.291434,0,7069.883214,43614.52808,29627.34776,6238.501009,46207.6902,21817.43803,56051.0888,77845.88155,3864.880236,69906.26593,17252.31538,4165.068084,62532.47678,32908.03903,43912.10675,8632.020011,82094.81881,20382.6861,12315.69579,48353.77867,29756.16101,52174.9091,21293.47704,94741.38911,58697.52698,55070.97042,87131.03438,62219.24393,68571.63586,85845.56667,74014.08803,88105.84805,83216.40854,83888.53411,50734.33874,46944.87291,80652.72853,57633.52111,39892.26847,94980.86985,17490.03416,68827.85124,70232.94682,59108.50656,74189.45875,49057.13138,31924.17414,40619.51453,27366.32857,19819.20582,19538.93261,38336.67221,63026.77708,26763.2551,22198.38033,13034.24907,39202.79027,85612.41537,34182.8995,13844.25571,45264.19063,24310.35651,68760.02064,16466.96602,28933.7505,50297.06156,64377.80015,40911.89458,7239.287595,43402.3047,85820.88609,34274.21328,83406.12815,79935.21966,98584.25847
NORTHSHORE,42641.45512,22307.40785,32758.66457,6519.2592,67213.84479,72428.72839,44003.62893,33791.36818,115813.3448,40247.17671,20751.31876,12605.06262,7069.883214,0,53679.20184,40127.35436,15985.52395,52755.7194,33892.6722,66328.35663,89918.82559,2713.564002,82016.75178,8416.49926,12511.35139,74150.02202,43731.06198,51017.55404,16414.99778,94258.55993,30954.662,12229.46058,57429.28491,37416.33392,63339.05121,27084.46069,104823.9748,66938.94761,59861.93868,84617.264,50037.64357,79387.71657,98005.48281,82313.96278,100349.1994,93701.14063,96160.63483,46037.3361,56461.25575,91493.51526,67327.01294,51172.61346,102896.4034,26648.37097,56878.07195,82030.24217,70536.07662,86016.90767,61017.63306,42437.75925,51927.12309,39170.99133,26106.73177,20060.65778,50507.97702,72157.87933,38589.84171,33181.98829,19007.59255,49048.40769,95900.07232,46278.40821,25385.34995,55639.70271,36537.16363,76301.33491,28683.96209,40994.79666,62520.98988,73564.13097,43080.3845,19374.60353,53581.59926,95161.52969,46242.76136,90748.58699,88593.28403,106094.6959
LAZYBROOK / TIMBERGROVE,16498.71281,26098.55744,19655.79758,48159.44208,10808.16547,17772.24438,65091.95602,49591.36773,57944.00018,2920.486795,24318.53179,35503.35834,43614.52808,53679.20184,0,2389.90646,24235.29959,62720.57207,17037.48439,3121.798828,23864.2233,47974.97983,16153.08476,62308.79051,43636.36525,9507.483778,11268.50462,3848.931542,31822.9719,29417.66107,25361.13089,48001.7087,13535.36767,19446.54744,27601.05269,41960.40548,53284.42983,43104.2479,62710.05563,105637.6094,96272.55133,17070.04103,32267.78573,36133.61055,50831.3252,68009.9525,59936.82043,83494.54962,55691.74913,51110.60228,49794.82562,43410.46878,52865.42125,48414.67394,108115.8343,46711.7596,39453.81297,41902.04541,38104.63752,45368.63973,32697.60616,36152.01845,55539.76425,60317.73455,26458.32149,26620.80231,27907.99675,37166.0955,49941.02338,21797.30309,39428.81541,24842.38177,39526.10092,17282.24037,25990.92544,26022.80837,29511.24662,19688.10524,30339.81138,37344.66325,74765.87647,40304.98313,10886.18297,36160.82741,12178.18,31354.35474,26014.09655,44312.21887
GREATER HEIGHTS,9286.241505,14911.87892,9288.299098,35710.19657,16843.46007,23550.68277,56982.54411,40152.77795,64201.7033,2705.487414,10796.09189,21972.0877,29627.34776,40127.35436,2389.90646,0,10670.15029,55710.90117,3057.517358,12858.8103,35931.9975,34840.77805,28086.74796,48354.99828,29686.53411,20466.5647,3518.200498,3647.938797,18304.1417,40929.39829,11972.00454,34629.18854,14134.22687,8967.77591,26620.37292,28077.24236,60049.53284,41909.63512,53247.93631,94074.51319,82571.37082,26401.98963,44125.24044,41086.16739,56970.74869,70304.23495,63354.17405,73276.79609,51196.98367,54571.57089,48125.11726,38747.0964,59004.9884,39008.39583,96846.35413,49061.78471,40399.9836,45385.91462,35887.96931,39774.42842,30826.90046,31597.80808,45921.29528,49708.9312,22997.54423,30480.36353,22321.89537,27011.59416,39103.11322,19934.224,46130.70593,20062.3227,29595.55251,17711.79811,17954.55338,31737.9698,19656.89024,12974.68485,30742.5116,39532.97683,65556.20404,29052.19757,11414.49134,44014.94348,9116.635954,38510.91326,35106.17166,52047.47721
KASHMERE GARDENS,18858.01854,13610.52127,11566.46125,17218.84725,38825.85028,42267.55917,54628.37622,39003.68363,90579.38157,16330.78082,2175.407546,4419.1698,6238.501009,15985.52395,24235.29959,10670.15029,0,58946.9134,3600.315766,36500.30014,59081.38693,8943.148497,51057.19033,24684.82554,6000.580114,43009.95395,12812.39129,23767.42991,2364.084698,63146.67186,6403.776587,13286.12822,29042.00761,11528.90249,35425.07281,16650.2007,76206.89597,45195.58872,49852.88247,86126.58754,63933.59351,48401.83415,66867.07836,59568.08803,76136.94765,82169.22159,77894.18917,68140.55654,56243.69135,71220.79917,58163.69587,44985.38258,79893.63064,30884.42283,87133.77495,63225.01417,53506.88929,62707.27162,46375.28025,41479.35866,38803.10264,34298.20233,35325.24231,37691.42564,33006.17715,48475.96157,29449.71665,28713.49971,27750.10352,29758.18369,68330.48845,27861.5486,23075.97103,31683.40253,22264.81221,51855.73623,19417.59187,21135.464,43218.10315,55091.4919,57439.44499,17468.84414,27570.80524,67620.95133,21257.5327,64427.83536,60382.36218,78822.04078
MINNETEX,47948.77065,38988.56071,40706.80552,38370.29401,56562.63352,91300.14617,3575.649082,6494.703619,99029.08299,50641.66326,45839.09935,37896.69872,46207.6902,52755.7194,62720.57207,55710.90117,58946.9134,0,52396.15614,68688.18622,90002.31154,60999.38013,82142.71795,72189.25892,62346.91449,84385.36737,69222.28638,71090.93927,63806.82506,99605.7669,64969.02015,66394.735,81975.14801,69756.30253,93942.06553,79233.02854,128628.4673,103340.7882,107533.1571,141803.9776,113280.4902,90115.22816,101537.1209,57750.00516,66583.13356,36349.07352,48441.82069,20379.51259,2127.124135,50920.38794,18011.36596,9811.205909,72566.20458,26000.56048,46696.78852,42173.24193,35896.97726,54747.97106,27028.96787,7022.936132,24581.50595,21175.32021,23563.63647,22119.11254,32357.28195,52681.16394,28388.9047,22616.62682,32678.58087,36931.23425,74295.5483,36886.18309,28846.85436,45841.2349,30536.33135,60670.73411,33742.13841,40920.8712,35879.99526,43276.04196,22942.29862,35226.04933,49696.89895,79767.38736,42843.93177,83360.48943,85520.29526,105107.3917
NEAR NORTHSIDE,9357.517238,7601.937971,3812.574757,27238.50201,31077.03698,34113.54935,51808.46848,35378.48684,83042.92706,7856.21576,2980.641174,14069.7105,21817.43803,33892.6722,17037.48439,3057.517358,3600.315766,52396.15614,0,28515.27158,50091.63607,28124.76345,41968.86712,41008.35465,21320.51395,34163.99412,4691.317002,14770.56442,10897.49815,54326.70387,5251.810222,27238.69219,20636.03452,6591.292215,28378.88141,21217.80779,68461.50537,40545.85486,49151.31723,88959.01094,75559.36452,39507.80417,57951.66191,50889.86067,66556.35329,73168.7448,68151.86473,68421.14266,48423.99107,61969.46959,49069.06424,37077.76984,71489.61091,31923.66319,91343.2793,53791.2605,44025.51673,53451.20159,36978.25145,34722.54876,30175.32712,27773.7602,38610.77923,41805.76925,23692.77786,39730.85785,20866.80619,22843.28881,31058.65855,20324.91718,60273.72901,18973.42387,21847.31119,22272.1737,14084.25645,43633.54841,13205.20729,11736.77154,33575.14908,45737.92964,58634.76314,20641.86556,18799.65724,60056.49104,11641.24585,57027.39992,52072.32676,69986.339
SPRING BRANCH EAST,28590.63284,38829.17566,32081.53181,60894.54058,4393.103237,13937.40539,73483.88334,58986.63013,45334.99278,5497.502372,36915.55252,48111.66143,56051.0888,66328.35663,3121.798828,12858.8103,36500.30014,68688.18622,28515.27158,0,11196.25417,60314.27881,3365.169217,74464.67302,55954.30351,2800.216049,18940.07574,4767.46797,43188.21488,17474.544,36187.63107,59569.5449,14728.53875,26231.77845,31161.22018,51917.49702,46874.65929,44000.94627,66196.70574,109553.9551,104910.5545,7497.245861,20005.74442,28235.68719,43683.68246,65666.19939,57439.49591,92603.54996,62562.91943,45128.64991,49977.65473,49393.0574,42366.73959,60221.03036,118210.754,45528.53606,38840.64718,36431.89339,40310.06497,54155.51136,38715.78208,44809.71236,67252.40647,72505.96967,35268.52669,23517.93247,37623.1022,47668.691,62291.8765,27767.90399,28886.19043,34774.07236,51297.62231,19775.62019,36881.27098,18383.11754,41790.7296,31046.63623,32172.38865,36013.68917,85850.57012,52769.47549,12857.74868,24652.41598,22483.05237,19124.62648,12684.01563,31169.63916
SPRING BRANCH NORTH,51137.32577,61593.67081,54699.26927,83999.84759,20434.67998,17945.7855,96482.63185,82701.00499,32932.28517,28862.99494,59264.53757,70568.00068,77845.88155,89918.82559,23864.2233,35931.9975,59081.38693,90002.31154,50091.63607,11196.25417,0,83654.46468,1981.621155,96227.57986,77471.10947,8419.431424,38700.58799,19239.87141,64941.18666,5113.401376,55808.957,81232.82193,27271.51542,42352.46968,43019.24252,70625.67363,40581.6203,50584.57266,76046.89734,119413.3796,120804.4004,5349.29634,2488.786138,34693.28335,44857.15293,75030.69095,66956.4645,115810.3142,81942.51696,51922.77114,65550.6156,69990.59,40099.64441,82580.70466,142033.7225,55695.41424,54717.0141,45109.58083,59158.35932,75481.86339,58426.30196,65864.41734,89598.21254,95039.2441,56690.91156,36478.67394,59494.29719,71534.69269,84912.83988,48386.9084,28294.07892,56593.89879,73707.29526,38860.65276,58940.00875,24503.44193,64379.96434,53432.33643,49025.35855,46733.98082,108632.4557,75390.29825,32738.34413,20399.31744,44772.9572,12959.09622,1998.285862,11455.11323
