,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
GREATER FIFTH WARD,16492.32228,6987.581072,7410.172469,19380.12242,41211.36662,51476.07957,49619.31418,33556.01348,105076.8927,25292.06816,0,6705.06654,14820.63796,30062.14621,29724.50342,16645.89426,6975.287197,53597.61432,7443.95187,42118.46796,63867.95461,21549.50701,55813.09914,35399.08288,17115.77281,49181.50309,21134.77502,35308.99918,13825.01213,69628.00325,21851.00175,25661.89456,39391.16138,27476.69138,45230.78822,29445.56966,86175.32919,58569.17015,68204.27014,102289.8604,88293.87438,57104.93219,72710.82527,62162.47351,74765.32574,76580.81421,73876.08578,67627.44893,48970.16705,70317.57832,58834.01579,38880.27589,82717.5865,26901.74783,89825.26086,59422.4122,48806.4118,63139.83982,41364.38996,33554.39503,32513.07623,26046.87255,32781.08103,35090.43144,28200.92854,47639.47767,23406.03942,19525.58775,24970.78818,26049.23934,72191.28278,22965.05046,17138.95361,31056.46595,16743.19887,55468.05538,13182.57479,16918.00147,39161.74951,52509.82469,53300.4843,13807.26317,29983.5576,73377.31653,19878.01504,77495.44632,69235.57253,91506.0951
DENVER HARBOR / PORT HOUSTON,27007.52359,8882.958117,17405.05907,9332.617782,51855.11657,61841.90716,41985.50267,27329.45097,114399.4073,35354.62388,6705.06654,0,5212.51581,20676.98549,41068.81646,27904.90247,11434.41352,46032.65331,18687.18759,53274.33028,75133.62337,15325.02488,67070.63975,28342.28264,14083.63362,60421.66031,31588.38316,46459.26036,15472.33754,80897.81755,24851.20646,20752.46333,49230.72887,35159.0287,54875.65513,31154.20025,95675.75456,64462.89749,67332.06576,98517.73684,83763.45109,68242.44779,83994.11735,69581.17205,84229.11242,79893.3058,79869.53838,53715.83846,45891.3906,76270.62451,61089.43797,38420.29941,90042.37458,20401.83619,70440.20901,65741.32902,54392.91067,69938.00246,45436.60324,30776.20627,36191.36075,26285.39067,24641.09914,25823.40444,34636.9854,56208.78369,24364.71856,20471.09257,17083.04864,33236.02513,80774.57065,30543.05744,13909.20432,39803.02368,21139.94405,63918.24169,14552.53148,25331.91781,46273.8525,58461.01621,45890.03513,6976.88133,38593.28773,82696.09696,30289.32272,87290.45256,80196.15296,102454.968
PLEASANTVILLE AREA,32791.78163,16307.229,24646.55717,4894.534857,61247.3292,67156.85827,45731.05957,31715.74014,125063.7479,45175.12078,14820.63796,5212.51581,0,16288.5975,48851.25732,35694.17878,12655.82061,54413.23611,24197.75328,61182.98501,82403.70977,10323.98481,72727.19873,20020.72119,10477.01912,65511.53191,37030.62927,53193.79197,14375.81898,86811.16155,25856.3122,18540.23101,54090.97565,38252.09945,57682.68495,27188.56128,99617.87132,65265.78318,66696.35348,96664.16183,81709.03637,74806.25033,89207.1054,81444.15554,90597.821,88153.80434,87345.02376,58084.0324,52592.72551,86912.86302,68448.8094,45056.86368,101710.7385,24503.98977,78565.06346,74578.50528,62979.07277,81053.93395,53119.82736,37022.06676,44350.48909,33181.32683,27111.4432,26718.13263,41380.02753,66559.07698,31601.21758,27610.49307,20209.23206,43256.41907,92403.69176,36697.64123,20045.3156,50597.38527,28145.85719,75664.99677,20984.35613,31261.10842,53999.73201,69274.33692,48201.31518,12761.94521,50166.72457,93479.64871,37498.56179,97363.98223,88357.60939,110588.0889
NORTHSHORE,51490.81159,30075.08828,41743.76787,13807.75059,76327.65935,81426.2259,48055.17932,38259.10346,131825.6233,51956.67395,30062.14621,20676.98549,16288.5975,0,62794.53647,49297.24357,25221.77332,60102.84744,42924.67534,75456.8809,99050.90057,9348.863689,90989.22185,13259.5356,20966.18444,83286.62951,52886.93763,60191.79362,25497.61174,103347.243,40142.14449,19112.22076,66469.09212,46502.71265,72179.59687,35094.44802,113698.86,75740.34367,71205.37226,91550.71185,75224.85443,88460.31767,107123.1084,90649.48443,108250.4762,99372.01914,102901.8522,51556.45922,62389.74092,99077.90385,78127.26531,56777.82095,111326.2688,31090.15312,67187.99876,89109.4241,77447.79057,93883.44717,67476.76684,47929.17038,58705.33502,45327.0884,30137.58827,24750.02813,57915.35701,80468.27492,44943.14638,38351.11059,23065.2218,56982.1753,104538.8587,54176.26221,31141.50021,64030.04284,43683.60587,84810.2245,35719.64696,49140.49141,69782.76233,81002.73254,47648.22537,25736.64979,62476.97107,104094.1913,54655.8865,103952.3518,97694.31474,117276.866
LAZYBROOK / TIMBERGROVE,22695.99313,32123.6065,25841.79116,54062.18656,17760.29536,23548.14732,72011.09222,56422.86006,72968.31443,7245.760214,29724.50342,41068.81646,48851.25732,62794.53647,0,7331.015179,30119.38674,68509.95037,21477.71269,7437.823622,28959.46246,54506.58623,21044.26795,67269.54264,48763.40546,15628.65074,14285.5444,7968.763719,37054.14398,35338.7521,31172.52057,53994.97572,19802.176,24176.88849,30596.40678,48096.33398,58912.88932,48247.20494,71883.56112,120106.0088,111401.2676,22488.97003,38061.07771,42006.61679,53829.28907,72190.77115,62304.6141,94611.02319,60877.65752,56586.75651,58604.87868,48868.44284,60173.92132,54651.12989,117151.0166,50327.53959,43542.73869,46266.72238,40961.04566,51045.90911,37432.97693,41732.99205,61705.90175,66493.68589,31973.2109,30639.57079,33356.18557,42073.35983,56072.76318,26333.21184,44983.88265,30652.06218,45728.32966,21153.67679,32128.15041,31087.69121,35683.15606,25814.00532,34123.48486,41370.18397,80829.26848,46474.4136,14536.97643,42774.07312,17840.40638,44458.40529,34188.53748,56387.17683
GREATER HEIGHTS,15249.36302,20486.59557,14929.58095,41454.9995,23199.80313,30328.34575,62911.97174,46793.61795,79140.19281,7373.988756,16645.89426,27904.90247,35694.17878,49297.24357,7331.015179,0,17202.54604,62475.17889,9017.211724,19234.44616,42637.63251,41444.76198,34634.92225,54438.54759,35753.87912,27694.43832,7713.27774,9113.554661,23684.11583,47998.5927,18143.75108,40536.95528,20350.75886,16772.47669,30224.05655,34297.02573,66358.47515,47648.5227,63634.48623,107184.9728,97517.1584,33610.16888,51124.58845,47390.27402,61590.79925,73868.09339,66941.56441,83453.83148,57232.40658,59962.67599,57789.43238,44631.76757,66172.19152,44701.4194,105996.0143,52813.6947,44317.09862,50598.56057,40200.73726,45777.91109,36402.00486,37578.71943,51593.80949,55297.37404,28770.59552,34651.91422,28161.74659,32792.57936,44697.20235,25590.80966,51727.2715,26075.91795,35179.70214,22374.7497,23942.08683,37190.32272,25388.29087,19000.42863,35568.35209,43455.61312,71258.072,34667.43745,15761.4212,49895.39246,14713.32868,50576.4898,41513.84343,62166.83082
KASHMERE GARDENS,23719.59171,15959.4464,15353.06346,22704.71822,44041.65839,47751.53311,61106.63906,45496.3153,106397.0805,27043.01051,6975.287197,11434.41352,12655.82061,25221.77332,30119.38674,17202.54604,0,66653.81873,10163.64666,42348.21726,65578.95693,15415.63549,57414.28828,30956.51775,12387.22169,49355.17782,18835.71405,32977.18892,7341.847284,69322.24297,14871.30672,19468.47077,34838.82277,21382.71822,39911.16893,23130.98887,81158.9189,51911.28376,61319.59234,96437.74995,82168.72616,54603.8818,73219.3891,66477.1134,82010.24373,85744.04963,82592.35435,75990.30918,61274.20024,76688.43614,68634.2999,50631.51448,86862.17387,33890.6334,96934.40298,67823.24856,57724.05178,68468.87613,50456.8944,46697.58528,42042.91711,37385.34237,39158.52216,43411.44801,37109.30827,52912.88454,32424.89034,32402.49995,31412.43997,33808.78233,74924.06252,31785.05657,25913.08937,37048.0241,25820.61302,58595.27584,22254.798,25602.49572,47782.4826,59163.30483,60759.06361,20535.23905,33719.70023,75091.55019,26610.98205,78271.34728,68613.25256,90869.91213
MINNETEX,54128.95538,46919.28847,47716.79559,46473.91604,62450.81683,96852.33965,9757.327213,14848.14432,113699.8799,57194.64476,53597.61432,46032.65331,54413.23611,60102.84744,68509.95037,62475.17889,66653.81873,0,59480.56878,74675.32304,94969.42425,69147.83132,87205.85483,80171.06464,70396.31409,89824.10989,76054.52962,77459.87077,71809.28223,104656.9409,72862.53156,74523.48639,88289.89144,78100.42962,100467.3906,86883.91701,134211.3777,109813.9889,119041.8554,151014.3592,135316.5893,95412.47126,106524.0938,64127.04303,70889.3817,44650.42689,54993.33118,33865.0404,6335.09343,57412.34719,28152.64919,14476.85991,79411.90971,34266.73347,54259.77299,46746.80696,39731.56873,58605.11699,31504.17043,13840.14644,29581.11296,27559.58716,31257.63581,28161.67071,37704.50445,56639.97201,35058.38275,30356.59357,40688.46848,41817.98242,79730.05013,42581.97818,37053.59107,51117.29208,38034.6146,67003.84218,41415.34095,47236.14352,40313.67099,47156.37739,27973.27032,43466.02798,55164.735,86639.18513,48586.25784,94866.76626,93264.51241,115030.0899
NEAR NORTHSIDE,15336.10101,13849.0751,10768.8724,31285.92973,35736.74475,38674.62664,58648.08993,42460.8,98845.42948,19291.87498,7443.95187,18687.18759,24197.75328,42924.67534,21477.71269,9017.211724,10163.64666,59480.56878,0,33358.80914,53537.46624,34589.02238,44856.67344,43446.41937,24038.47435,37505.61937,9512.229848,23993.49505,16328.04145,57749.18643,13258.88235,33097.23531,26446.52361,15580.81338,34506.53682,27635.41986,73670.64275,47007.14849,60110.5134,101328.1407,90623.52921,45486.22316,61159.38583,57884.39755,70234.74893,79445.18927,73447.12516,78169.52867,55425.75256,67486.424,59489.12455,44064.00023,78348.48243,38133.1134,100584.1167,58742.18241,49746.99172,59560.88664,43040.44551,41613.72898,36979.76031,34698.77966,44524.42905,46857.89851,29911.0209,43707.41145,27482.7209,27762.51908,36679.92596,26504.49875,66969.68318,25588.52453,27853.83123,27071.66003,20999.8512,50437.87633,20102.12503,18064.03382,39293.14728,49873.55973,64549.07501,25531.95667,25220.69496,67619.74604,16816.60625,70739.66271,60044.40994,82128.10994
SPRING BRANCH EAST,34356.55659,44282.53665,37755.86684,66272.03472,11650.87385,19249.46844,80318.3054,65512.77643,59889.19811,13044.90893,42118.46796,53274.33028,61182.98501,75456.8809,7437.823622,19234.44616,42348.21726,74675.32304,33358.80914,0,16748.54808,66793.67097,8703.489661,79477.81461,61042.6902,7841.808492,23443.86942,9579.880223,48611.8841,23407.11612,40987.10336,65382.58971,21060.8794,30758.50798,34921.13226,57524.4843,52157.44604,48951.85169,75060.73579,125415.0756,119916.7671,12415.0597,25957.48499,33239.41854,47459.5198,70184.31756,62154.22818,104578.5377,68875.4496,50446.32026,58021.48036,55699.79277,49746.51639,66129.23431,127028.2083,50654.0805,44650.41898,40975.7534,46576.50936,60446.95532,45023.9756,51103.6558,73193.03933,78299.32595,41540.00778,28946.49548,43773.16102,53585.95821,67998.68322,34110.33341,33981.78788,40952.75006,57197.70695,25967.34279,42986.84933,21929.8954,47540.35853,37013.0793,38111.61974,40823.7244,91926.05801,58438.11402,19034.2104,30526.21729,28530.53029,31286.54362,20945.9566,43138.12134
SPRING BRANCH NORTH,55723.14412,66899.9481,59308.70087,88186.77596,25259.42898,22721.29643,103213.3895,89021.19693,44047.77927,37390.82343,63867.95461,75133.62337,82403.70977,99050.90057,28959.46246,42637.63251,65578.95693,94969.42425,53537.46624,16748.54808,0,89979.28654,6529.169307,100247.2155,82071.8251,12895.02042,43219.99212,28058.81503,70684.78854,9267.287957,60045.28792,86596.66575,32766.76565,48759.0449,46453.19615,75627.29186,45589.55816,55571.66649,84643.76403,136479.6822,135519.3227,10281.94757,5629.105113,38689.29026,48442.54645,80267.6331,70176.72268,128384.69,85891.12202,56473.38134,72389.44734,74524.62313,48090.82603,87146.8407,150703.1943,58935.77462,58400.21124,48265.74267,63169.57469,80036.03739,62523.9418,70213.88884,94155.28006,99627.7241,61103.57771,40069.83487,63979.14322,75893.32669,89510.66484,52714.0481,31465.2048,61052.3809,78271.34142,43068.91455,63454.89215,28638.97574,68980.41262,57990.75101,52889.88395,49854.19333,112942.6554,80005.15835,36909.75216,24150.41358,49331.06821,18577.44589,6254.097754,23465.31908
