,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
EL DORADO / OATES PRAIRIE,45463.66555,27688.54297,35578.59744,17006.42674,68342.65368,69906.92648,59930.8066,45777.69878,128371.0388,48769.39564,21549.50701,15325.02488,10323.98481,9348.863689,54506.58623,41444.76198,15415.63549,69147.83132,34589.02238,66793.67097,89979.28654,0,81483.94948,7295.436347,9399.805867,73490.53771,42854.95924,55408.74182,15025.05016,93057.03188,29520.16541,11582.09467,55758.88031,39518.67351,59704.88603,25315.89326,100954.5512,65722.90339,64183.45148,85365.24615,69574.34974,78188.07107,97287.1813,87264.48246,104089.1479,100679.7,101454.7789,70444.32501,67037.60739,95843.83746,81526.5811,58471.98492,107756.1578,35750.76775,88751.7772,87052.6906,75835.23854,89943.45624,66889.84935,50638.49764,57555.76235,46306.62381,36520.61991,39863.17465,55448.08792,75356.06984,44940.9892,41041.50598,29324.92848,53224.29012,98165.52015,50642.24298,32716.80897,58902.95956,42094.96771,80108.12185,34652.80119,45028.25381,67307.91096,78214.74966,56060.46278,25955.24992,55978.58066,97021.86535,48988.637,100283.8212,90793.43171,113021.9394
SPRING BRANCH CENTRAL,45673.72529,58523.45087,49184.01483,78234.23659,17407.59526,18648.64153,94990.46543,80664.66913,52274.92317,28968.40172,55813.09914,67070.63975,72727.19873,90989.22185,21044.26795,34634.92225,57414.28828,87205.85483,44856.67344,8703.489661,6529.169307,81483.94948,0,90814.6926,72484.773,5029.811448,34112.51052,18997.66915,61574.49744,12834.38271,51572.33916,77436.37421,25292.93801,39865.96922,40413.66402,66831.19676,46766.79322,51018.62706,78893.37311,130154.2279,127523.818,8020.198015,13780.86036,34375.97334,46056.70931,71863.97476,65907.01212,119996.6838,78118.53791,50714.54387,64319.38968,66714.60642,43206.76011,77253.79422,142337.0255,54633.23804,51696.5885,44795.94779,55355.6251,71807.40156,54400.03207,61292.49185,84287.43125,90754.89294,51907.35753,34187.59516,54464.8438,67439.534,80908.57745,43922.64923,29998.69941,51605.84067,68351.32145,34783.80239,53802.80445,23647.37616,58877.66992,48095.14101,45647.91207,44923.99445,104510.862,69883.66938,28179.31348,23510.48325,39493.55523,23764.64545,13076.78965,35118.57023
HUNTERWOOD,54927.41237,39352.41058,46436.68692,27369.83555,81424.04503,82790.04859,68974.31807,55951.07156,144558.0267,65022.41974,35399.08288,28342.28264,20020.72119,13259.5356,67269.54264,54438.54759,30956.51775,80171.06464,43446.41937,79477.81461,100247.2155,7295.436347,90814.6926,0,17836.93806,82918.6762,53612.28069,70552.74657,26485.99002,103553.9127,38272.11243,14617.86572,68938.23718,51367.14368,66469.85851,30029.3918,112166.2937,72465.89681,64838.91076,83876.74665,67785.05875,91647.50841,105568.0623,103270.1749,113593.3622,114636.4927,110822.9855,74783.83126,79617.32288,111249.1977,95210.92207,71616.26757,123782.0326,43257.59324,91079.39721,99770.95031,88486.26806,104280.0625,79089.54448,63021.90648,70329.44332,59938.79817,45021.24663,46722.94838,64902.4391,88760.11145,57034.63579,49544.60106,36604.98182,66848.4648,112873.5503,60106.88193,41535.63307,72175.483,51281.71524,96323.81683,43972.45328,54509.49481,78700.48805,93400.15548,60963.21732,34610.43043,70952.54335,113266.1099,59019.33114,116391.4381,106522.262,128717.5705
SETTEGAST,37136.8618,24830.11571,28310.78356,21231.57351,62507.20206,63988.16887,63019.96014,47988.60014,125725.062,46083.28208,17115.77281,14083.63362,10477.01912,20966.18444,48763.40546,35753.87912,12387.22169,70396.31409,24038.47435,61042.6902,82071.8251,9399.805867,72484.773,17836.93806,0,64768.83041,35320.79365,52281.3427,8102.019557,84971.11537,19840.28475,9296.057843,50136.9434,32659.49277,47896.13785,15842.71616,93653.57654,56382.75994,56221.45408,85832.88425,71160.27622,73159.70232,86968.61282,84505.0681,95739.7295,98337.72461,95488.15118,76301.53357,67043.74842,93115.2799,79786.99806,57732.0019,105020.8467,37619.71365,96571.82638,82164.87397,71254.22104,85774.36303,62505.05481,51043.62748,53906.67868,44955.16599,40336.70948,44075.40351,49535.5702,70099.04056,42396.52513,38245.9113,33452.91666,48822.9317,93893.19291,44218.5653,32194.28554,53457.83821,37701.9361,77367.65472,32209.01218,38412.4327,60993.95262,75299.13167,61389.20587,24742.68202,52055.27169,94340.27112,40415.42822,97640.48424,88166.1652,110384.1748
LANGWOOD,41926.25625,53901.29176,45125.3203,72822.40833,24635.81585,15081.86064,95149.69552,79889.34053,60643.73685,26626.60018,49181.50309,60421.66031,65511.53191,83286.62951,15628.65074,27694.43832,49355.17782,89824.10989,37505.61937,7841.808492,12895.02042,73490.53771,5029.811448,82918.6762,64768.83041,0,25726.82329,11366.42482,53775.93589,18825.6307,42906.09463,69836.30304,20204.62859,32828.65794,30785.32109,59847.84773,46652.42788,46604.32864,74226.42254,125455.8564,121311.0812,8835.148734,18602.05625,42738.82572,53598.01189,82828.12543,69833.75825,118414.1057,80102.54347,60630.36767,72740.90043,69509.09552,55675.00144,73863.2662,140943.8867,60312.19434,57289.09185,49774.07622,58076.5676,72450.01678,55270.57978,60984.41565,80933.06425,87429.99844,49701.27895,38535.48822,53959.39955,65681.21438,76624.13639,43736.26508,38743.89234,48998.40461,64933.08203,35688.2346,51255.2531,31486.41396,55116.91417,44806.56742,49562.74552,51297.30147,102784.4457,65777.51366,30410.42075,33923.44973,37402.28474,32366.78131,19883.75196,41566.6276
INDEPENDENCE HEIGHTS,25101.06614,28868.59884,23828.32816,47134.18558,32953.66571,24763.64161,75675.06079,59498.20539,89421.64413,18295.12169,21134.77502,31588.38316,37030.62927,52886.93763,14285.5444,7713.27774,18835.71405,76054.52962,9512.229848,23443.86942,43219.99212,42854.95924,34112.51052,53612.28069,35320.79365,25726.82329,0,13296.30948,23942.33673,45423.6173,14977.79108,40517.34475,12789.72268,7429.01521,19064.30189,32557.76825,58516.02252,35734.99471,54744.805,101910.0463,95323.26159,33781.80734,48460.31356,57227.10162,69922.60717,85243.33929,77486.57478,94896.39047,68831.90946,71498.99593,70676.71464,57953.14515,75959.38765,53575.60137,117195.5757,64315.08715,56316.6209,61364.47442,52065.95668,56002.60998,47036.36545,47938.76499,60239.87021,62887.07242,39172.88963,45729.35141,38726.61318,44688.41014,52529.23294,36270.41491,61370.45666,36393.64692,43436.1559,32759.27212,33622.2624,46775.17392,34422.18715,28923.54055,46126.96691,55599.82227,80075.92495,41537.45057,26962.80684,59414.2635,25530.94571,60917.75553,49817.6557,71881.48989
CENTRAL NORTHWEST,32228.83177,40052.80399,34161.00123,61059.61857,22732.83864,11984.45532,80121.0068,63934.98391,69425.26128,16093.09715,35308.99918,46459.26036,53193.79197,60191.79362,7968.763719,9113.554661,32977.18892,77459.87077,23993.49505,9579.880223,28058.81503,55408.74182,18997.66915,70552.74657,52281.3427,11366.42482,13296.30948,0,37363.24423,30656.46818,30379.27073,52261.3521,9159.561791,15344.37127,22193.29054,41514.40181,48474.17092,37006.97167,58697.47558,107008.455,101137.387,15874.04417,34676.94913,45702.28226,61100.09822,80722.96996,73108.7888,99414.84486,72277.1234,62272.33474,67936.10106,58947.20726,62720.54979,63829.7648,121943.4306,60582.91918,53107.99652,52616.99649,52113.40365,61998.67013,49333.85626,52836.22621,70843.55956,75016.21665,43189.50771,38567.65954,43991.15413,51439.28956,64409.34579,38396.80218,46999.48352,41422.65075,54719.61798,33137.75361,41782.72402,35025.97096,44488.96652,35832.57975,46076.06214,51322.86185,90300.21572,54570.14264,26256.13631,43176.64866,28930.49354,41446.59765,28602.2403,48738.26721
TRINITY / HOUSTON GARDENS,33409.73779,26418.57302,25549.48093,25753.86797,51028.93174,50442.34873,64735.87014,49625.64933,112060.0151,33873.46847,13825.01213,15472.33754,14375.81898,25497.61174,37054.14398,23684.11583,7341.847284,71809.28223,16328.04145,48611.8841,70684.78854,15025.05016,61574.49744,26485.99002,8102.019557,53775.93589,23942.33673,37363.24423,0,72695.43866,8559.534445,11194.46514,36792.60797,19609.67121,38710.99758,9447.832226,80591.43933,44364.53403,48720.51661,82141.42272,69138.60349,58671.91564,77281.29142,74002.93898,90695.82173,96155.5287,92386.42651,77998.60401,67963.12265,84789.34516,76908.13173,57936.82533,94176.61454,42344.24286,98409.08327,77627.18468,67835.0602,77346.60204,60656.68091,52228.48139,52111.82869,44927.57728,46431.8198,46892.77901,47279.26992,61669.07501,43021.45813,38772.97925,38973.20843,43782.42402,82009.14402,42013.24876,34526.68516,46352.81599,36182.90618,65587.60802,32737.61426,35560.02837,57686.76376,68058.67978,67753.15723,28473.55581,41703.94453,81102.81585,35947.92983,83738.49253,73501.99667,95606.57302
CARVERDALE,63827.20743,73979.34242,67106.64613,94751.6708,35052.09115,20054.58404,112300.8826,97774.04292,51335.24583,45084.39481,69628.00325,80897.81755,86811.16155,103347.243,35338.7521,47998.5927,69322.24297,104656.9409,57749.18643,23407.11612,9267.287957,93057.03188,12834.38271,103553.9127,84971.11537,18825.6307,45423.6173,30656.46818,72695.43866,0,61019.86555,88043.85247,32622.41772,49853.61793,42294.22201,76149.22132,30946.83402,51448.24289,81682.47465,133646.8184,134793.9838,8110.930194,4840.573266,50413.23422,59094.83646,90144.21953,82747.1126,136968.4259,97262.40368,67266.26106,82481.91311,84520.00613,56712.56389,95771.15183,159369.4074,71468.56761,70380.31128,60784.38378,74467.71113,89741.30799,73577.61523,80427.6252,102850.4762,107774.5596,70983.90475,52248.25263,73395.83035,84231.20312,97338.27604,63092.51279,43854.69971,70554.21238,86838.13499,53921.02274,72634.3596,38513.25426,76948.5521,66636.93427,64544.82677,62296.20218,121627.6818,87748.44078,47303.17847,34175.44318,58127.43307,27615.38943,15124.72681,26703.9006
EASTEX - JENSEN AREA,35182.37481,32096.07941,29885.95859,37391.3,45830.79759,38286.9172,73690.74546,57770.84982,106878.337,29230.81746,21851.00175,24851.20646,25856.3122,40142.14449,31172.52057,18143.75108,14871.30672,72862.53156,13258.88235,40987.10336,60045.28792,29520.16541,51572.33916,38272.11243,19840.28475,42906.09463,14977.79108,30379.27073,8559.534445,61019.86555,0,21895.3632,24280.24188,7359.639209,26697.10745,9263.828822,67807.45596,30051.635,39797.39846,80984.87213,71262.92995,48907.47683,65674.89125,69638.2248,87002.07951,99068.53098,92481.28525,86001.63706,74263.45661,81867.28244,74677.33844,63272.20435,89656.82335,52420.71364,107678.1715,77944.36549,69112.28229,74932.1976,62838.3559,59210.66756,56634.24398,52470.55536,57264.7234,58121.47926,49790.03058,58896.73241,47304.6179,45689.43459,49610.36215,46369.70579,76718.37731,45395.16183,43333.20184,46008.30815,40492.18843,60896.3684,38513.47633,37905.75069,58920.67165,68256.19978,78504.79488,38373.92763,39992.1567,76020.12049,36470.4158,78482.54077,67184.73408,88691.15603
EAST HOUSTON,49232.63003,36935.41665,40276.71438,26820.76687,67962.54218,63430.15617,69292.74733,55887.48771,128126.5121,50211.94854,25661.89456,20752.46333,18540.23101,19112.22076,53994.97572,40536.95528,19468.47077,74523.48639,33097.23531,65382.58971,86596.66575,11582.09467,77436.37421,14617.86572,9296.057843,69836.30304,40517.34475,52261.3521,11194.46514,88043.85247,21895.3632,0,50046.93451,32575.98004,51952.79169,11132.91166,92470.08756,52515.63947,43460.48451,68908.07259,54479.2438,73365.40358,92784.72405,90172.80084,107446.043,109402.1063,107686.6712,77185.32543,75832.14841,100174.9266,85625.91055,68361.8499,110436.7988,48687.97602,96611.73343,92988.08931,82502.6322,93852.29669,74725.6211,60885.15966,65343.54201,55489.27097,50626.12578,48172.10595,61877.49018,78377.13657,54511.10982,50483.29224,43551.80014,58756.56956,99021.56483,56563.0944,43981.12175,62600.22946,49914.18338,81957.33463,44248.82915,50673.68208,72959.42499,83670.09914,70911.132,36617.17437,58378.05734,97380.37052,52202.04978,99730.55597,88833.14697,110872.672
ACRES HOME,41632.63104,46887.0395,41619.61815,64830.93763,33478.91617,7707.019425,89895.23117,73441.18148,78248.6325,27532.05222,39391.16138,49230.72887,54090.97565,66469.09212,19802.176,20350.75886,34838.82277,88289.89144,26446.52361,21060.8794,32766.76565,55758.88031,25292.93801,68938.23718,50136.9434,20204.62859,12789.72268,9159.561791,36792.60797,32622.41772,24280.24188,50046.93451,0,11937.56791,10644.87253,37816.55542,39863.29058,18682.30378,46286.39294,97620.13692,96260.83898,17857.0059,37623.50801,55960.84605,73927.71756,93004.2597,86501.39423,109540.9745,83457.92977,72882.71638,79108.06735,70275.14778,71589.4558,71593.05872,131940.3286,73678.11533,65898.84359,65881.6465,64057.16453,72507.51725,61043.1126,63761.96763,78326.27224,81102.10149,54295.37871,51566.87384,54396.72453,59800.99716,70785.18608,50233.46372,58429.37049,52119.61863,61643.79071,45747.90919,50812.64789,48028.98527,52294.25393,45489.35893,58792.70855,64767.22454,98141.90689,59790.64466,38843.53101,53799.22439,40033.32392,50200.60823,36689.36954,56923.75343
NORTHSIDE/NORTHLINE,35206.46621,36677.92446,32836.55452,49727.17947,40044.19827,25312.77034,80640.31135,63821.81626,92740.97206,28570.09446,27476.69138,35159.0287,38252.09945,46502.71265,24176.88849,16772.47669,21382.71822,78100.42962,15580.81338,30758.50798,48759.0449,39518.67351,39865.96922,51367.14368,32659.49277,32828.65794,7429.01521,15344.37127,19609.67121,49853.61793,7359.639209,32575.98004,11937.56791,0,14564.74874,21704.51394,55605.47473,19462.72222,36663.85696,84708.18985,81043.56461,35142.15775,54601.9852,64312.66699,79934.1238,95154.00631,88184.107,93285.14332,77245.47644,77434.93547,74476.38205,65266.57812,82660.40723,60653.48277,114265.8745,74246.54177,65720.26355,69064.82975,61487.44386,64331.77146,57471.73868,57186.93618,66608.14813,68313.82249,49568.56273,53406.05503,48329.1785,50517.11406,58775.19582,46569.46219,67352.39236,46473.78731,50507.27891,43536.37806,42926.52827,53724.86737,42824.67284,38822.21241,56873.10904,64792.54166,87097.95047,47248.82828,36704.93794,64288.62653,35576.48467,64355.13102,51517.3319,72824.77474
HIDDEN VALLEY,48591.58269,53929.57921,47197.07449,66978.2515,50066.04757,21389.80807,100819.9918,84642.51774,96402.98,39793.66556,45230.78822,54875.65513,57682.68495,72179.59687,30596.40678,30224.05655,39911.16893,100467.3906,34506.53682,34921.13226,46453.19615,59704.88603,40413.66402,66469.85851,47896.13785,30785.32109,19064.30189,22193.29054,38710.99758,42294.22201,26697.10745,51952.79169,10644.87253,14564.74874,0,37784.6277,42728.43537,15325.958,41089.67518,91802.29087,93215.98803,33292.20275,47241.65227,73547.25607,85395.75419,106371.235,96576.07649,119736.4927,92548.32177,89774.82744,92545.5424,81612.89939,90360.4909,76100.24274,141830.3349,84512.11513,77673.71146,78883.47422,74638.06675,80743.5605,69802.47294,71456.36273,82119.66894,87020.99324,62362.12211,63968.5437,62883.49432,69857.23832,74517.6586,59300.60992,74290.86663,59784.48295,65805.2416,55047.48077,57459.01188,61876.96893,57629.99469,52449.73724,68190.45073,75480.91196,104206.812,63133.94552,47848.87802,70368.84289,48556.47698,69017.65823,54780.51257,73308.92477
EAST LITTLE YORK / HOMESTEAD,48590.49514,42595.80767,41395.22891,38059.01209,61411.32668,51660.60823,80491.84254,65424.32429,118739.7827,43711.77481,29445.56966,31154.20025,27188.56128,35094.44802,48096.33398,34297.02573,23130.98887,86883.91701,27635.41986,57524.4843,75627.29186,25315.89326,66831.19676,30029.3918,15842.71616,59847.84773,32557.76825,41514.40181,9447.832226,76149.22132,9263.828822,11132.91166,37816.55542,21704.51394,37784.6277,0,79239.39134,37722.99305,26918.9846,61845.72127,54550.3915,61412.09761,81081.10771,84365.44499,103795.6605,112164.1891,107478.1444,92714.91408,82540.70717,97914.89732,89834.19927,73304.40783,103996.938,57121.72849,112338.0238,92742.48443,83415.87028,91135.18039,76331.4273,67153.69742,68238.40825,60970.88662,60226.14293,61140.41392,62954.63957,75121.41409,59236.49587,54927.83689,53148.77008,59393.86604,92757.14201,57817.74335,50285.60189,60875.86172,52163.76623,76593.69402,48909.29459,50979.9619,73006.71669,83051.33958,81437.16687,43627.13258,55445.82122,90111.43358,50637.21732,90231.18995,78419.5462,100166.1568
WILLOWBROOK,87263.92088,93635.13719,88092.3181,111053.7185,69086.44952,29211.26944,137965.0128,122150.3373,82634.26687,70419.62333,86175.32919,95675.75456,99617.87132,113698.86,58912.88932,66358.47515,81158.9189,134211.3777,73670.64275,52157.44604,45589.55816,100954.5512,46766.79322,112166.2937,93653.57654,46652.42788,58516.02252,48474.17092,80591.43933,30946.83402,67807.45596,92470.08756,39863.29058,55605.47473,42728.43537,79239.39134,0,37646.11918,66860.02556,116496.0685,125463.5937,33910.95615,40943.51526,86396.23006,96007.04191,127250.5413,118059.683,159022.429,126863.9684,103974.7403,117358.3518,114074.2911,94379.88974,118320.9373,181561.9298,106749.9598,103090.8409,96739.4107,105067.5285,117188.6629,103084.73,107887.7616,125194.9403,128102.2696,98108.233,86291.21427,99229.45562,107466.5382,117751.5514,91893.00014,80180.9833,96626.83628,108530.9169,84458.87809,96784.16323,75508.55027,98835.53217,91047.83664,96643.3313,97109.94122,144921.6079,106697.989,77384.60508,70235.55983,83814.15322,63068.59611,52695.3759,54942.67052
GREATER GREENSPOINT,66579.73094,68179.91055,64503.00051,76866.65198,60639.94941,26495.79515,111978.8542,95343.1187,100786.9005,56042.45564,58569.17015,64462.89749,65265.78318,75740.34367,48247.20494,47648.5227,51911.28376,109813.9889,47007.14849,48951.85169,55571.66649,65722.90339,51018.62706,72465.89681,56382.75994,46604.32864,35734.99471,37006.97167,44364.53403,51448.24289,30051.635,52515.63947,18682.30378,19462.72222,15325.958,37722.99305,37646.11918,0,24404.39558,74995.18466,81153.88712,38404.05846,56868.04201,84620.45211,102096.9742,121662.8771,115098.5048,125695.2804,108940.068,101524.2548,100516.1179,96617.64896,96817.87251,91327.5743,147529.5523,102067.9312,94085.65884,94540.97862,91595.30178,96003.42661,88193.22723,88976.18155,96608.8452,97711.97056,80637.04226,80065.57886,79817.93695,82145.34352,88868.05273,77513.09374,86270.85476,77919.48233,81533.01833,73436.69424,74641.52385,76501.00777,74442.07016,70381.4538,86621.12231,93084.46092,117683.4528,77366.08596,66364.05245,80906.15364,66482.4609,73747.76307,62495.54559,76136.05097
IAH / AIRPORT AREA,81794.22009,79136.91547,76942.43877,77419.933,84120.27754,55415.7492,118684.0195,103713.3758,124125.0234,75750.10062,68204.27014,67332.06576,66696.35348,71205.37226,71883.56112,63634.48623,61319.59234,119041.8554,60110.5134,75060.73579,84643.76403,64183.45148,78893.37311,64838.91076,56221.45408,74226.42254,54744.805,58697.47558,48720.51661,81682.47465,39797.39846,43460.48451,46286.39294,36663.85696,41089.67518,26918.9846,66860.02556,24404.39558,0,36892.65261,45478.19154,67518.68545,87113.89867,108257.5972,127391.7146,143799.5099,136834.0065,128174.8132,120963.9842,124546.057,114596.5195,110244.0748,121401.8371,97081.22413,139855.3716,122824.149,114254.9721,117493.7367,109132.9988,105680.148,103668.1708,99108.89566,100592.5294,100089.5142,96448.66536,101978.2435,94233.61103,92478.34312,93410.43483,93139.81174,112427.4918,92334.17181,89218.71847,91584.20006,87554.31627,100944.7161,85508.34105,84756.22361,104875.4615,113324.0323,121780.9421,83275.22123,85005.85807,107958.8024,82832.42668,97902.27332,90469.37006,100751.9765
KINGWOOD AREA,122856.0595,115024.4557,115566.1786,104650.3574,132326.3011,106928.2493,146743.8183,134103.2606,172176.4149,117257.0718,102289.8604,98517.73684,96664.16183,91550.71185,120106.0088,107184.9728,96437.74995,151014.3592,101328.1407,125415.0756,136479.6822,85365.24615,130154.2279,83876.74665,85832.88425,125455.8564,101910.0463,107008.455,82141.42272,133646.8184,80984.87213,68908.07259,97620.13692,84708.18985,91802.29087,61845.72127,116496.0685,74995.18466,36892.65261,0,21754.57382,119253.0782,139116.7285,155943.7583,175959.1256,186215.9927,181487.5574,150315.9307,154265.2669,171138.3348,151563.2073,146340.3601,171403.2865,126912.049,164216.6346,166798.8552,157633.5664,164180.0592,150555.0711,139243.9443,142162.0412,133628.2603,128195.3119,123013.7292,137201.4256,148151.2462,132481.0824,128078.1501,120951.337,133647.0304,162477.8594,132015.9835,122374.7347,134850.4813,126251.8687,148780.2386,122173.793,125228.6674,147200.5623,157119.8921,146457.7159,115032.4774,129156.6698,158768.9256,124795.8902,148947.8165,141805.0309,148225.943
LAKE HOUSTON,110398.8123,100118.8051,102487.7044,88890.0116,124644.0036,107983.4866,130427.9731,118342.1907,169077.831,105155.3541,88293.87438,83763.45109,81709.03637,75224.85443,111401.2676,97517.1584,82168.72616,135316.5893,90623.52921,119916.7671,135519.3227,69574.34974,127523.818,67785.05875,71160.27622,121311.0812,95323.26159,101137.387,69138.60349,134793.9838,71262.92995,54479.2438,96260.83898,81043.56461,93215.98803,54550.3915,125463.5937,81153.88712,45478.19154,21754.57382,0,119794.6708,140009.5886,146964.1911,166861.9381,172410.3482,169330.8597,132421.8715,138689.6775,160469.0014,137347.2036,131543.7795,164463.1111,111194.0111,135253.3735,154543.7343,144798.2856,153892.307,137297.9681,123970.3418,128268.5147,118742.4388,111940.6431,106472.0024,124233.3115,138071.9037,117703.359,113710.1951,104784.9199,120753.212,155836.3923,118876.2676,106923.4692,123095.4377,112820.8909,139783.327,107369.4669,112688.6094,134692.3951,145053.3402,129602.5646,99766.56285,118142.5818,152912.6276,112795.6701,144587.1695,138685.7903,149713.447
FAIRBANKS / NORTHWEST CROSSING,52586.62562,61515.93324,55449.43204,82845.59016,28305.48304,7936.739733,101613.3432,86514.04751,55017.4454,33165.06269,57104.93219,68242.44779,74806.25033,88460.31767,22488.97003,33610.16888,54603.8818,95412.47126,45486.22316,12415.0597,10281.94757,78188.07107,8020.198015,91647.50841,73159.70232,8835.148734,33781.80734,15874.04417,58671.91564,8110.930194,48907.47683,73365.40358,17857.0059,35142.15775,33292.20275,61412.09761,33910.95615,38404.05846,67518.68545,119253.0782,119794.6708,0,12968.99845,47545.3736,59288.90258,86718.88761,79125.40076,125058.2893,88362.93654,64938.49012,76625.87822,75176.78297,57482.66506,84514.34973,147573.5061,67865.67996,63547.49957,57891.21908,66065.18579,79753.8069,64522.01939,70388.27895,91568.12427,96247.22818,60781.59787,46973.72345,62774.78073,72358.29991,85741.9608,53572.68036,43321.58162,59984.88997,75584.03833,45385.75283,61792.86464,36917.21965,65479.43884,55608.41173,57172.83595,58008.19605,110619.7151,76064.92946,38428.03865,36057.43723,47325.86372,28969.83946,16176.08479,32694.63331
WESTBRANCH,62423.79167,76666.90582,66149.02697,95797.96618,36692.28956,25297.7977,114487.3774,100077.1534,45506.96932,47584.39407,72710.82527,83994.11735,89207.1054,107123.1084,38061.07771,51124.58845,73219.3891,106524.0938,61159.38583,25957.48499,5629.105113,97287.1813,13780.86036,105568.0623,86968.61282,18602.05625,48460.31356,34676.94913,77281.29142,4840.573266,65674.89125,92784.72405,37623.50801,54601.9852,47241.65227,81081.10771,40943.51526,56868.04201,87113.89867,139116.7285,140009.5886,12968.99845,0,48619.26626,57684.4537,90690.88951,76826.5457,139335.3103,96021.25426,66049.64553,83638.17555,86070.81157,55307.25055,94578.96928,161703.7761,69001.0309,68230.42203,56418.22911,71720.46238,91328.09807,71954.56593,80494.4194,101096.7733,109545.6939,68318.91074,48532.84516,73754.34482,86659.39121,99307.96065,61609.95995,38917.85838,68219.00866,86778.61734,51662.1396,72300.88222,39204.88881,77161.2894,64864.00501,63089.23723,60692.27247,123824.5793,87987.25957,47436.83575,31304.26035,57387.7944,24078.43693,14328.08313,21564.97938
SHARPSTOWN,49168.81949,60705.92775,52769.46075,81085.86818,16615.94877,56019.26386,73917.37569,65377.51006,41114.82297,31939.33752,62162.47351,69581.17205,81444.15554,90649.48443,42006.61679,47390.27402,66477.1134,64127.04303,57884.39755,33239.41854,38689.29026,87264.48246,34375.97334,103270.1749,84505.0681,42738.82572,57227.10162,45702.28226,74002.93898,50413.23422,69638.2248,90172.80084,55960.84605,64312.66699,73547.25607,84365.44499,86396.23006,84620.45211,108257.5972,155943.7583,146964.1911,47545.3736,48619.26626,0,9823.505325,35474.21048,28157.77639,101087.8971,53239.80231,12161.07141,33302.98794,48164.89599,13089.27684,71760.48344,122875.2808,18078.04549,24497.43785,6790.071129,32663.57536,56028.19659,36785.63188,48428.59903,77514.84012,82439.30154,38027.2618,11177.38032,45922.81286,62104.58703,76677.88573,35840.09321,10178.5163,45174.39968,64773.71725,23469.52267,49743.04921,7476.954083,58264.66944,46848.64854,26635.41568,12295.26298,90786.85032,69871.68174,24504.5095,15189.99617,39543.71516,23788.09496,30419.43117,44982.87933
WESTWOOD,59335.18608,71598.40152,63022.69843,91078.46183,34240.08013,70489.84714,84929.20044,77926.08126,44067.40232,50426.48961,74765.32574,84229.11242,90597.821,108250.4762,53829.28907,61590.79925,82010.24373,70889.3817,70234.74893,47459.5198,48442.54645,104089.1479,46056.70931,113593.3622,95739.7295,53598.01189,69922.60717,61100.09822,90695.82173,59094.83646,87002.07951,107446.043,73927.71756,79934.1238,85395.75419,103795.6605,96007.04191,102096.9742,127391.7146,175959.1256,166861.9381,59288.90258,57684.4537,9823.505325,0,33133.88879,21158.90666,111912.8005,59663.81283,8475.269889,39927.21713,54769.29224,10652.81556,80352.11386,133252.14,19347.16163,28610.37991,8190.112536,38397.7455,65526.62385,46306.16776,59987.39106,84948.30672,93284.52933,47272.69656,21020.47893,56834.8256,70746.91201,88223.73772,43635.26176,16328.40063,54139.11013,75207.5871,38347.13296,60831.01354,20178.70816,67781.16605,56211.24442,34199.65587,19930.34488,99896.75094,80551.01107,41428.9957,23097.09665,50659.41213,31675.72657,40232.0867,51916.86521
