,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
SOUTH ACRES / CRESTMONT PARK,40392.2257,36010.73429,34977.94885,39100.64563,46248.39579,83622.15077,9880.653744,9246.248582,82227.798,43987.38079,42196.52491,38125.97312,45137.9611,54758.66645,54428.3676,49490.22896,54852.10967,1100.377569,46664.17292,60731.18726,80203.58798,59701.0978,71852.80517,72049.3503,59998.25711,74908.14496,62897.60404,64831.87547,61133.08222,89806.13855,62513.57938,67260.19227,75634.4616,65384.58373,86918.58305,75073.43723,119904.09,99614.9174,106614.3085,142199.5968,112580.6157,81830.34046,90843.19117,45156.58403,53042.99977,23119.61832,35553.81638,25813.34083,0,37953.51477,4579.787146,932.8890312,59737.6557,26382.2092,55819.85106,28601.70495,23126.09603,41458.28862,15762.09582,2660.060282,14406.86433,14232.69065,26147.46166,26370.7682,22963.60078,40264.21561,21802.31663,19270.69807,32253.24477,26313.93901,61777.01958,28410.82158,27282.06508,35995.2201,26124.7867,48606.78501,29824.58298,33703.7861,24096.8713,30703.86169,28194.53085,34659.9973,40506.40901,66849.57564,34424.7294,71088.10539,74973.77822,92519.58922
BRAYS OAKS,50037.14404,59825.04766,53230.41052,78210.3439,24633.98814,66222.05953,63040.29519,58292.26307,32300.36023,38101.69637,62610.89312,69833.00552,78953.93499,88354.52897,49196.4417,52519.27508,69154.70884,49118.55408,59932.16217,43400.19584,50368.05653,88152.50205,43829.73138,103465.0749,85422.22087,54051.3832,64191.25259,55092.15633,77345.49415,60431.98154,73587.8488,92120.1993,65785.33412,70034.57259,82570.02439,89326.65161,97863.85685,93905.63925,111674.0751,152624.7261,140464.2467,58394.36797,60193.1967,6010.823209,1859.118861,8930.663946,4950.819288,78473.66956,37953.51477,0,8733.36982,36957.12677,4879.198588,65962.33185,107916.7415,1767.086758,12751.17238,1796.794234,20692.98278,48824.25683,30251.35955,40831.94707,70429.23153,75579.76553,33456.84926,12225.88941,40825.09397,57944.29126,71953.30962,31111.4032,19609.76488,43187.94115,60699.76726,25638.46178,47651.49691,19033.42828,56476.1528,45745.61885,20111.48948,2982.883798,81367.13423,66883.17119,28145.88975,26332.40969,39477.3004,34098.11593,42055.91211,51933.24128
CENTRAL SOUTHWEST,35746.89846,39195.90887,35453.11416,50840.18367,30794.3017,71598.7529,27746.30428,26249.50135,52711.03306,36721.51019,43984.67723,46227.30449,53506.12621,63189.04961,46608.11011,44451.1654,54089.49463,14864.11206,45059.90485,47767.25645,63751.72151,66647.70392,56128.89554,80340.5722,64912.45202,63060.27753,57651.8961,56554.09435,62342.76922,74058.78645,60332.35916,70749.73274,67561.46254,60829.89113,80255.7947,75389.60645,107705.57,89488.4031,100772.6428,137073.0341,116121.6838,68407.28181,74830.24906,22780.86484,25463.32513,3921.563399,5923.803991,42606.66699,4579.787146,8733.36982,0,3436.393293,29498.88842,37259.00682,71019.30453,4420.906775,4398.768242,18531.589,3289.726741,16823.29332,7310.061476,13019.41582,39934.42615,42041.93884,15380.37872,21748.22413,17872.56142,28555.09591,42885.36941,15872.84847,38601.06332,24449.67713,35139.66363,25078.70868,27785.51596,31169.12517,34801.43039,29325.06443,10639.76809,11199.71618,46441.86439,42036.38146,29146.83632,43829.23721,27783.12222,50398.41777,56998.69086,69755.72764
SUNNYSIDE,27788.90589,26530.61747,23712.67544,34696.55808,34520.58019,70149.27598,14409.94182,10040.58043,77083.08695,31375,31934.46934,32349.13027,38368.84479,49205.96535,41702.02882,37190.76829,43320.58873,7612.078613,35150.26407,47472.13874,68458.92835,52132.33827,60527.34947,65463.5369,51252.7312,62818.24939,50604.47196,51531.76391,51023.71867,78028.25647,51425.0992,60136.68303,62452.60299,53878.29474,74298.82993,64956.04908,107242.3977,87425.4078,96137.25537,132976.1692,107252.3929,68580.34064,79957.29752,39244.21872,49461.83024,26949.45375,35448.70481,31755.8893,932.8890312,36957.12677,3436.393293,0,57288.25936,21406.50636,61530.60474,25809.90115,16795.69948,36319.89963,6274.626768,985.1687174,3403.895772,1940.968093,23390.27163,26059.98934,10741.94481,32507.85649,9472.887346,12712.75403,26969.9793,15387.47272,54801.8568,15845.29472,20488.6961,24174.04684,15716.44709,38414.21191,20639.8885,21152.02354,15034.52418,24521.97983,31664.51628,27477.46577,28146.51752,58476.67522,21824.66977,60606.38754,63326.26654,81951.72521
ALIEF,60549.0761,72152.03829,64164.98566,92521.16104,25316.46787,59067.80327,82919.73662,76958.29781,7229.232331,41749.32568,73481.98305,81081.25195,92890.65544,100201.8609,50003.08536,56162.22854,77245.91651,70615.467,68862.9138,39537.09184,37865.64662,98417.95231,32890.11528,114524.6209,95661.80494,45454.8137,65843.23284,52544.91805,84457.86389,46455.04966,79840.31203,100772.0645,61353.32357,72659.96064,80185.64374,94092.36152,83985.33641,88348.15461,109410.1615,151106.3076,145491.293,47266.45296,44863.24354,3553.82095,2491.805283,26749.01715,22401.89117,98951.23154,59737.6557,4879.198588,29498.88842,57288.25936,0,82692.34732,128786.6808,22362.0477,33078.47513,9251.556043,40396.80557,67649.6955,47230.29701,58490.08413,88081.92482,94006.56809,49435.31715,22476.43438,56694.22297,73479.70769,87933.27713,46781.23896,2939.173283,56601.08686,76070.13879,34882.50499,61165.79203,11783.33781,69742.15633,58316.12286,37177.42504,20451.27115,100666.2515,81285.38866,35705.64044,9751.202984,51031.93933,17879.84494,27124.65111,30014.64774
PECAN PARK,29475.68579,12744.15117,20464.88965,8731.904317,52258.53203,75129.37855,18108.39546,4460.811505,98854.24517,32596.89666,20602.46317,9146.979406,15552.86964,25365.38074,46613.81014,37059.3471,30021.15638,22916.81284,30235.80953,57926.8353,81376.64981,30447.99782,72823.11288,40177.19369,32490.62729,69760.45966,47637.87633,54580.29118,35510.67313,88575.62952,41613.73764,39649.92295,63750.33476,47688.05767,72065.76299,49858.97751,111457.7749,82182.45926,82428.90225,115835.4311,84093.46142,77119.03852,90767.61031,62180.69394,76512.38111,64858.71915,67353.01725,32378.46694,26382.2092,65962.33185,37259.00682,21406.50636,82692.34732,0,54540.09147,55042.00336,44052.6833,62317.61226,33112.27332,12580.13666,25220.49832,10231.0078,653.7778283,6246.322095,26729.14941,52631.57288,12442.7007,1133.180075,891.546344,29087.7286,76850.15239,26249.86872,1128.838619,36879.6489,12225.94902,58366.98838,10544.13527,24430.18735,36981.19697,50116.81668,23046.71905,4745.483858,38166.01885,78638.4445,29023.66115,78213.56687,78474.57285,98069.80941
CLEAR LAKE,90318.86968,71962.58795,81179.46056,55812.14514,108050.3617,134056.0519,29325.87937,38985.77352,148635.4301,91133.56292,78006.6547,58187.39933,65415.88139,52223.23147,105934.9411,94494.54213,83462.86325,43006.46937,88878.625,116072.6066,139838.4772,73561.75147,131454.9352,74926.93857,82566.88015,129722.5798,105286.871,110289.7463,84775.84774,148394.3629,95189.63687,82132.10315,120098.0643,101911.0742,129671.1288,98018.09756,169755.7121,134957.5526,124568.7667,146768.0008,105010.9502,136323.6395,150790.7506,112527.0166,123023.4582,89176.12352,105267.9884,1708.995275,55819.85106,107916.7415,71019.30453,61530.60474,128786.6808,54540.09147,0,98678.80376,91028.98521,110620.4917,80968.25347,55166.42831,77198.41308,64677.98876,47327.24623,35477.29345,82545.25978,107046.8713,69933.10947,56804.05868,51183.98669,87916.82328,129317.2159,84086.57403,60965.20205,94781.37845,71005.93584,112127.4525,71518.65588,84862.73878,89342.92054,98021.8067,23989.98553,60750.95623,97110.36326,131920.0556,88697.6019,132877.8357,134655.1119,153577.0618
WESTBURY,42326.89096,50783.83342,45078.17641,68057.40163,25817.15675,68299.08509,52738.90558,47282.61399,44589.12495,35798.10849,54120.42367,60756.45067,68932.70548,79023.3693,45632.52341,47459.83275,61873.57687,40241.93258,52424.84464,43909.41744,54048.55333,79491.44375,47781.84626,94290.70761,76827.02287,56044.78482,59567.44538,55230.3478,71377.70313,64486.2036,67577.82457,84879.01285,65570.89618,66061.45436,79893.51236,84072.95649,100257.2477,93974.51571,109555.6608,149525.4339,133617.2233,61722.23186,64352.96613,10913.68994,14626.52612,9887.324902,3120.399612,68753.6706,28601.70495,1767.086758,4420.906775,25809.90115,22362.0477,55042.00336,98678.80376,0,1366.510854,6213.116883,9741.106789,37746.9364,19446.84446,29948.69746,59264.23359,64511.24157,23420.12945,12238.53865,30581.96455,47017.98942,61200.50303,21580.45872,26279.22755,34309.71913,50386.78703,21582.03523,38524.84207,21783.45394,47173.74384,37181.68727,10305.3173,940.9183082,70659.07572,56849.46322,25675.37059,32719.55148,31878.7559,39518.26902,46600.01803,59376.48717
WILLOW MEADOWS / WILLOWBEND AREA,31913.76447,39687.22168,34377.58661,56833.19993,19701.39066,61673.92878,43922.27025,36272.30536,53688.15282,27764.89697,43444.93846,49456.00768,57698.75621,67604.87845,38525.77415,38697.39032,52199.38899,34605.05681,42403.74585,37438.97491,52889.44357,68435.68449,44995.23757,83125.72434,65775.60982,52795.39071,51007.39197,47646.0164,61735.48212,63020.97025,58596.31089,74374.59174,59209.8824,57278.36083,72553.68728,74794.15876,97179.49713,85871.20608,100919.7229,140698.804,123058.2832,57400.2683,63680.64374,16023.26127,24935.19509,18995.39932,13332.66172,61240.02692,23126.09603,12751.17238,4398.768242,16795.69948,33078.47513,44052.6833,91028.98521,1366.510854,0,12105.81563,920.7022019,26494.64281,8461.791959,18294.56692,48608.16905,53082.49831,12277.80251,10825.5906,19033.77084,36169.24282,49531.73747,11084.37705,32291.71666,23380.59224,39156.88857,15371.27591,27495.38043,20045.37936,36046.29327,26382.3951,951.8849512,1073.979049,60292.79216,45619.88611,18785.35988,37152.75162,22498.00869,41846.85616,46877.50321,63138.73272
BRAEBURN,42385.78725,52913.95574,45750.94344,72646.56361,16731.63924,58527.32462,63856.26017,56487.24744,31495.71169,29965.78522,55597.79622,64274.2031,72952.19059,82825.23682,40453.68959,44095.42245,61301.62761,53351.16841,52053.62838,35416.90341,43836.39869,81354.15756,37920.05376,96391.92758,78027.0137,46483.06164,55542.87255,47360.09203,70762.01661,54059.44964,65955.41511,85822.5815,57763.88532,62421.16855,73932.28392,82578.3913,90599.77377,86868.98419,104618.9086,145598.5866,133968.3619,51729.7237,53554.37389,1139.560941,1381.253633,24556.91901,16062.24669,80690.96737,41458.28862,1796.794234,18531.589,36319.89963,9251.556043,62317.61226,110620.4917,6213.116883,12105.81563,0,19944.41942,47097.56108,26555.9522,38012.11983,67304.68538,73503.11636,29294.34135,3430.0429,36583.14533,52766.82211,68200.93157,25326.37567,13672.48681,36391.09139,56241.1013,17141.67063,41467.00262,11979.11903,49811.14646,38862.98957,15680.59448,1140.371887,80790.58126,61717.91646,19987.70297,20448.82374,32069.32635,27817.18813,35738.81932,46876.3479
SOUTH MAIN,26219.47596,31243.18799,27103.68876,46748.79649,23593.81902,62273.64537,33884.17982,25110.64333,61717.3917,26767.08129,35996.34073,40502.46478,47829.95367,58237.32353,36461.11926,34517.2436,45068.94764,25814.93908,35782.87965,38671.67507,57447.43095,59730.2618,49065.69282,73893.28598,57737.99912,53460.39697,47660.21235,46451.45652,54564.42485,66995.96823,51670.07387,66616.98687,57485.66706,51612.21821,70145.54911,67689.96936,98263.99235,82811.25702,95505.02139,134397.9191,114903.1973,59652.04232,67679.61852,24441.9316,32966.09911,24844.12667,21820.70599,51345.14818,15762.09582,20692.98278,3289.726741,6274.626768,40396.80557,33112.27332,80968.25347,9741.106789,920.7022019,19944.41942,0,15751.19933,533.0428773,7553.654131,37286.54259,42119.94697,5618.342779,18932.1882,10629.8677,25010.67549,38687.05603,5389.887723,41042.01433,15614.52221,29209.72495,15380.81156,19489.6068,26650.89062,27428.53844,19886.63604,1151.948129,8951.809875,49801.74642,35880.02801,19498.60204,45875.31078,17612.64152,49130.34706,52438.14548,70586.7703
SOUTH PARK,28202.10738,20819.63795,21656.30182,25599.37463,41648.00744,73662.32024,8389.061921,1664.899972,84501.10511,32688.10427,27118.58433,24115.70543,30319.99816,40627.03598,44018.40893,37943.36691,40227.83463,3877.68395,32900.5425,52060.42127,74170.14977,44730.4466,65905.82136,57419.19421,44845.5107,66129.61069,49881.00133,54186.09506,45944.6977,83217.60755,47502.77875,52534.94539,64757.04143,51691.45246,74957.90573,60207.82895,110200.5418,86632.88536,91258.47616,126888.0602,98816.67895,72986.03775,85420.46566,47754.26562,60881.03337,42382.33894,48798.57685,26180.76135,2660.060282,48824.25683,16823.29332,985.1687174,67649.6955,12580.13666,55166.42831,37746.9364,26494.64281,47097.56108,15751.19933,0,11641.5423,1244.890653,14231.08353,18703.42393,16067.19148,41243.91072,8447.241552,4324.876327,18034.90275,22072.51647,63933.49429,18377.756,12602.12614,28836.67195,11729.67345,45859.62755,14734.46148,21269.12389,23115.16309,32988.85536,23625.4639,20166.24949,31718.44305,65981.18021,23896.25806,67172.90915,69380.87954,88314.78969
ASTRODOME AREA,19725.04654,22880.41921,19089.57401,38080.05037,23139.09582,59962.06736,30051.30271,20361.73722,65223.71131,22925.3794,27526.76841,31150.57924,39052.5456,49045.84139,31995.8924,29313.22874,37692.43031,23118.67579,28702.44845,36881.46558,56762.37886,51187.08162,48325.18044,65164.23115,48875.50577,51007.28612,42349.44912,42290.93221,45935.36305,66079.86255,44889.62429,57191.05553,53189.69151,46624.38129,65748.09949,59716.20799,96126.25865,79232.9274,89771.73424,127417.6148,105496.1523,57965.00695,66943.86828,27558.12447,40643.95356,34237.439,32650.44225,47739.65365,14406.86433,30251.35955,7310.061476,3403.895772,47230.29701,25220.49832,77198.41308,19446.84446,8461.791959,26555.9522,533.0428773,11641.5423,0,1553.977692,30190.04879,36692.90614,758.8786641,20379.03107,1905.59186,17286.94487,30934.2287,2293.021329,42913.51578,8135.03314,20405.27132,12103.23664,11357.72649,26735.19111,18964.2214,13241.911,2367.007867,14287.24864,45761.1895,27060.73816,17506.27839,46621.33861,12649.82564,49068.73199,51985.22169,70451.40678
GREATER OST / SOUTH UNION,20053.61387,14706.25806,14632.65561,23415.19095,32248.29358,64417.56277,20293.91247,5349.826265,76950.24283,24402.0359,20587.57942,20314.24774,25789.8722,36614.31147,34815.38943,29924.51592,33272.67552,17983.06896,25930.1436,42683.30184,64426.49841,39551.36932,55849.44303,52834.95954,38935.21764,56608.79534,42402.75727,45146.88591,39780.20693,72979.83683,40728.87319,47253.33774,55916.67997,44797.58069,67297.31888,53398.94313,100904.0818,79702.30338,84772.31441,120724.1746,94417.59085,63619.33548,75113.76792,39248.34781,52130.63516,40842.77626,42970.34738,37909.53185,14232.69065,40831.94707,13019.41582,1940.968093,58490.08413,10231.0078,64677.98876,29948.69746,18294.56692,38012.11983,7553.654131,1244.890653,1553.977692,0,14858.14443,20958.17959,5702.186688,30844.67097,830.23019,1699.204648,16743.80975,11500.34507,54673.50652,8844.269637,7920.704349,18651.41883,4699.468167,37371.22451,8383.702134,13216.1536,13559.36308,25203.41167,31493.46798,15002.04328,21995.61137,57752.58597,14719.12855,58642.42062,60419.84019,79615.31335
PARK PLACE,36448.50042,19135.09829,27484.17695,8573.768195,58557.59792,82101.60672,12093.93576,2459.337273,105014.0175,39603.94,26737.86255,11308.86445,17827.98297,24928.92884,53658.01483,43985.53505,34265.69707,21106.73891,36957.05972,64979.19797,88380.28372,32196.88687,79830.2437,40462.38937,35288.1721,76815.40252,54304.90181,61505.56232,39205.64441,95632.1504,47065.14103,41399.25067,70516.10814,53700.97891,78154.98965,53508.0812,118354.2414,87693.39558,85938.91555,117873.8108,83609.62334,84170.92097,97688.79045,67950.82576,81432.81591,66572.58683,70865.37294,24875.61697,26147.46166,70429.23153,39934.42615,23390.27163,88081.92482,653.7778283,47327.24623,59264.23359,48608.16905,67304.68538,37286.54259,14231.08353,30190.04879,14858.14443,0,958.3120199,32797.18234,58738.91169,18803.4752,4735.153208,1361.511842,35609.02697,82550.5354,32700.11428,7654.621687,43410.02035,19168.67664,64700.47559,17512.64515,31369.14135,42437.1646,55190.48732,15240.6363,8784.937397,45093.55211,85042.21719,35780.26559,84904.6456,85375.39284,104962.0031
MEADOWBROOK / ALLENDALE,42776.8463,23446.06636,33497.65117,8300.234374,65058.77129,85788.48047,6235.05062,1941.187674,110247.3758,44004.94709,29305.48758,11905.48448,18052.14489,18032.01931,58337.20505,47790.45654,36193.15644,20518.23644,40222.35158,70237.80308,93883.70881,31244.94603,85292.94651,37422.33104,36353.57651,81956.65378,56840.23139,65186.93494,39421.32674,101471.5389,48497.83937,38672.778,73292.96521,55558.03846,80918.54435,53522.57115,121396.0717,88984.33592,85344.14359,113882.0731,76864.41045,88730.63572,104026.4528,73764.61208,87490.5461,67568.57838,75403.83801,14364.10916,26370.7682,75579.76553,42041.93884,26059.98934,94006.56809,6246.322095,35477.29345,64511.24157,53082.49831,73503.11636,42119.94697,18703.42393,36692.90614,20958.17959,958.3120199,0,39556.1599,64833.87856,24338.91296,10501.49866,2753.195431,42290.00391,89093.16242,39333.91432,12578.68358,50006.60741,24869.0927,70078.38471,23421.83036,37787.89479,48235.4926,59677.96954,6794.971599,12032.70145,51366.91601,90446.25079,42397.73687,90487.98371,91062.57964,110622.617
MEDICAL CENTER AREA,11843.24026,17751.502,12470.16464,36291.55692,22808.4618,54655.15188,35879.92262,23844.6022,66115.80455,15854.58967,22806.89982,29167.64282,37173.6936,47454.86979,25132.8254,21516.82066,31700.30617,30142.47956,21983.31021,33102.9761,55313.1281,47226.72126,46724.78281,61434.68014,45030.26271,46285.24741,34663.37954,35591.46079,41172.78406,63549.4246,38432.79081,53731.79885,46457.97275,38920.72996,58241.02331,54312.79135,91127.18574,71474.06384,82682.53066,121239.1125,102401.8236,53902.50329,64949.26237,29099.43788,43560.06455,40713.62872,37768.92356,53910.40258,22963.60078,33456.84926,15380.37872,10741.94481,49435.31715,26729.14941,82545.25978,23420.12945,12277.80251,29294.34135,5618.342779,16067.19148,758.8786641,5702.186688,32797.18234,39556.1599,0,20081.31196,1284.140073,16200.03285,32001.93265,619.8615395,44009.85465,1090.233982,19886.54154,8954.425217,5767.778769,26934.74031,13955.22718,5415.186242,4087.254021,16217.64645,50052.3827,25415.37786,12428.62761,47105.44399,5076.573963,49124.59438,51416.98873,70334.20333
GULFTON,29197.06025,40745.45507,32808.28315,61171.78054,4127.477247,46325.03437,60232.20615,49053.94402,37771.73756,14427.42476,42327.36522,50332.33102,61491.18199,68881.25413,25193.45702,28927.5626,46960.10666,51421.07196,38235.89424,21925.5264,34642.28395,67474.80753,27353.36056,83441.2331,64703.39703,34680.01613,40259.39821,33186.95787,54954.5326,44985.11635,50599.8,70735.78136,43501.73272,46561.70282,58893.81976,66560.43958,79630.02528,72096.0926,88952.3907,129664.8045,118271.2818,40921.42947,44632.42534,1952.923565,16728.31674,31535.39375,23718.18234,77739.06153,40264.21561,12225.88941,21748.22413,32507.85649,22476.43438,52631.57288,107046.8713,12238.53865,10825.5906,3430.0429,18932.1882,41243.91072,20379.03107,30844.67097,58738.91169,64833.87856,20081.31196,0,27587.57784,42339.88303,57261.25162,16544.6429,15446.70023,25378.35863,45163.09656,3496.295651,29871.92721,2079.18485,38311.53098,26887.26176,9653.546374,3051.053076,75314.75385,49983.13908,4642.607461,19231.68297,19545.6427,23423.93756,28364.75845,44831.47339
MACGREGOR,11970.37815,11361.1642,8576.96526,24010.62811,28000.15958,55692.73325,26899.9061,10877.28331,73769.03219,15464.36363,17517.29291,19009.63638,25029.24587,35961.98071,26431.60882,21186.98444,28366.31091,25161.8687,19181.11358,35340.17167,58201.56976,37660.59516,49672.99672,51445.10091,37339.16941,48897.30809,34709.62223,35988.4384,36615.35906,66089.28248,35660.77834,46257.07228,46563.51856,36996.29544,58492.83425,50843.75509,92566.36697,70496.44044,80395.11811,118417.9341,93589.51262,55725.79835,68359.07955,36448.28316,50891.78806,45402.04219,44649.95338,44200.37465,21802.31663,40825.09397,17872.56142,9472.887346,56694.22297,12442.7007,69933.10947,30581.96455,19033.77084,36583.14533,10629.8677,8447.241552,1905.59186,830.23019,18803.4752,24338.91296,1284.140073,27587.57784,0,3650.277148,17279.84268,5324.327166,51304.25954,1749.32279,6432.369317,12899.06245,564.0070609,33928.40761,5852.62156,5265.8382,11346.65813,24035.50469,36805.87432,13178.33222,14909.90622,54317.61364,6746.832827,54401.90702,54908.89068,74508.76749
GULFGATE RIVERVIEW / PINE VALLEY,19563.00969,7844.524682,10488.74906,15815.13462,41532.89616,64073.95445,17831.97837,1992.287868,88109.14674,20983.95956,14052.54586,13988.4613,20624.58908,31533.75323,35253.17054,25095.09781,27361.81016,19205.2044,20994.3377,45552.98267,69802.6596,34021.74537,61314.62964,46287.35548,33305.22325,59070.19281,38021.86293,42410.19578,32935.88289,77927.17381,33880.66476,42309.45551,51933.10332,37846.07117,63172.86565,47256.55058,100674.4806,72755.2036,78164.18285,114627.9419,89794.23136,65718.28093,80402.4181,52514.27456,67147.29456,56025.34834,58844.56056,33123.7812,19270.69807,57944.29126,28555.09591,12712.75403,73479.70769,1133.180075,56804.05868,47017.98942,36169.24282,52766.82211,25010.67549,4324.876327,17286.94487,1699.204648,4735.153208,10501.49866,16200.03285,42339.88303,3650.277148,0,7760.196839,18248.46207,66339.89689,15474.35686,867.3344374,26135.10915,1347.99904,47543.22419,1985.434484,14187.30842,28498.65121,41917.12592,23941.84384,8488.001662,27331.8976,67457.22901,18389.80853,66386.20734,66192.85451,85841.61326
HARRISBURG / MANCHESTER,32143.12876,12071.94782,22724.6088,1632.954131,56673.42147,75170.30999,22010.67591,10270.47482,103324.5241,33554.03579,18856.58228,4447.302024,11027.91507,17814.2328,47908.18527,37160.68688,26744.73602,29609.24396,29488.4593,60069.48249,83779.55175,25124.34204,75182.01738,33225.96874,28343.24464,71045.84994,46506.92319,54533.29416,31864.79425,90755.61327,39265.30199,34308.9884,62913.97145,45861.52307,70339.96074,46202.63732,110978.6647,79918.26,78737.10124,110784.7377,76393.01859,78186.41865,93390.04567,67137.3215,82515.57221,70437.92815,74174.3637,32089.72265,32253.24477,71953.30962,42885.36941,26969.9793,87933.27713,891.546344,51183.98669,61200.50303,49531.73747,68200.93157,38687.05603,18034.90275,30934.2287,16743.80975,1361.511842,2753.195431,32001.93265,57261.25162,17279.84268,7760.196839,0,33385.73239,82121.88731,30466.95332,2165.832003,41489.07716,16946.96337,62787.53757,12255.06766,27453.23966,42718.97452,55399.40524,22098.24255,1231.412267,42084.50555,82909.57799,32851.24191,81949.67099,81463.48594,101064.8816
UNIVERSITY PLACE,8950.184646,17449.38015,11172.10988,37171.20165,15498.34175,48794.22921,41954.01096,28407.99906,62408.9328,11906.71546,20221.45293,27336.39918,37592.30594,45855.77085,20620.96154,18444.15581,28310.27813,35454.9297,18863.27873,25826.73658,46914.78623,45724.37484,38378.58589,61017.49463,43022.88846,39853.56374,31038.03898,31570.07502,37651.87554,55589.19632,34929.48065,50628.90621,42346.94763,35672.94129,55293.40323,50763.2206,84947.71515,68588.24398,79417.51917,117768.5688,99358.41268,46921.55254,57560.57792,26247.63177,39753.5638,40851.99625,35683.2947,59961.13316,26313.93901,31111.4032,15872.84847,15387.47272,46781.23896,29087.7286,87916.82328,21580.45872,11084.37705,25326.37567,5389.887723,22072.51647,2293.021329,11500.34507,35609.02697,42290.00391,619.8615395,16544.6429,5324.327166,18248.46207,33385.73239,0,40118.77516,1784.192492,21176.39454,1482.399838,5871.990159,21805.35675,14436.69427,3408.793379,1518.388251,14469.0649,55076.97762,25927.96754,6050.219296,41880.37852,1161.181456,41619.32796,42953.85096,62269.2985
WESTCHASE,51222.37342,62973.08058,54859.69966,84884.49889,15618.14237,47387.11772,82293.24571,72667.94166,7949.293562,31376.08173,63665.22499,74119.99965,83831.13984,92578.82019,37924.61817,44595.07201,66602.32898,72995.16962,58523.07266,27395.08377,27486.41288,89494.70506,23151.16358,104431.7197,85456.73794,33573.94204,53979.48267,40400.72649,74876.79684,37452.96155,68882.49825,91247.90945,50103.83975,61019.79416,68013.54343,84646.60932,74090.34228,79439.09164,99973.59965,142038.6554,136935.1598,36893.431,35356.06912,2900.423948,11772.93718,42684.26489,36126.14861,99649.97378,61777.01958,19609.76488,38601.06332,54801.8568,2939.173283,76850.15239,129317.2159,26279.22755,32291.71666,13672.48681,41042.01433,63933.49429,42913.51578,54673.50652,82550.5354,89093.16242,44009.85465,15446.70023,51304.25954,66339.89689,82121.88731,40118.77516,0,48957.31215,69830.10975,27431.3249,54212.63087,1913.258765,61642.63011,50134.28565,31993.22397,20557.88377,98216.27954,74087.20778,27161.70615,1056.061285,42700.08949,9495.565153,18197.82802,23918.60682
MUSEUM PARK,7357.763983,12747.49244,7174.380109,33196.89895,24436.02146,53095.99033,38442.40327,24524.87554,71331.86311,12972.25222,17487.66431,24636.21227,33247.97344,43125.05127,23405.83175,18450.86645,26586.24933,33952.04253,17132.31025,32496.02833,55276.83037,42237.5621,46690.30602,56718.02265,39760.09714,45348.94676,30999.72699,33561.92292,35893.67887,63179.29185,33744.33229,48425.97377,44259.02071,35158.09813,55633.38802,49217.79993,89637.35595,68658.32163,78487.20107,116523.751,97143.44061,52930.91976,64776.06561,35626.93909,50588.87123,51332.50049,47917.59017,56521.3164,28410.82158,43187.94115,24449.67713,15845.29472,56601.08686,26249.86872,84086.57403,34309.71913,23380.59224,36391.09139,15614.52221,18377.756,8135.03314,8844.269637,32700.11428,39333.91432,1090.233982,25378.35863,1749.32279,15474.35686,30466.95332,1784.192492,48957.31215,0,18145.75447,9315.16889,2561.199635,30740.14173,10036.17333,856.3269475,13481.22816,26416.72517,51121.67563,22298.48249,11987.02231,50933.72119,3128.051515,50697.90284,51681.032,71143.08623
