,FOURTH WARD,SECOND WARD,DOWNTOWN,CLINTON PARK TRI-COMMUNITY,GREATER UPTOWN,GREATER INWOOD,GREATER HOBBY AREA,GOLFCREST / BELLFORT / REVEILLE,ELDRIDGE / WEST OAKS,WASHINGTON AVENUE COALITION / MEMORIAL PARK,GREATER FIFTH WARD,DENVER HARBOR / PORT HOUSTON,PLEASANTVILLE AREA,NORTHSHORE,LAZYBROOK / TIMBERGROVE,GREATER HEIGHTS,KASHMERE GARDENS,MINNETEX,NEAR NORTHSIDE,SPRING BRANCH EAST,SPRING BRANCH NORTH,EL DORADO / OATES PRAIRIE,SPRING BRANCH CENTRAL,HUNTERWOOD,SETTEGAST,LANGWOOD,INDEPENDENCE HEIGHTS,CENTRAL NORTHWEST,TRINITY / HOUSTON GARDENS,CARVERDALE,EASTEX - JENSEN AREA,EAST HOUSTON,ACRES HOME,NORTHSIDE/NORTHLINE,HIDDEN VALLEY,EAST LITTLE YORK / HOMESTEAD,WILLOWBROOK,GREATER GREENSPOINT,IAH / AIRPORT AREA,KINGWOOD AREA,LAKE HOUSTON,FAIRBANKS / NORTHWEST CROSSING,WESTBRANCH,SHARPSTOWN,WESTWOOD,FORT BEND HOUSTON,FONDREN GARDENS,SOUTH BELT / ELLINGTON,SOUTH ACRES / CRESTMONT PARK,BRAYS OAKS,CENTRAL SOUTHWEST,SUNNYSIDE,ALIEF,PECAN PARK,CLEAR LAKE,WESTBURY,WILLOW MEADOWS / WILLOWBEND AREA,BRAEBURN,SOUTH MAIN,SOUTH PARK,ASTRODOME AREA,GREATER OST / SOUTH UNION,PARK PLACE,MEADOWBROOK / ALLENDALE,MEDICAL CENTER AREA,GULFTON,MACGREGOR,GULFGATE RIVERVIEW / PINE VALLEY,HARRISBURG / MANCHESTER,UNIVERSITY PLACE,WESTCHASE,MUSEUM PARK,LAWNDALE / WAYSIDE,GREENWAY / UPPER KIRBY AREA,GREATER THIRD WARD,MID WEST,GREATER EASTWOOD,MIDTOWN,BRAESWOOD,MEYERLAND AREA,EDGEBROOK AREA,MAGNOLIA PARK,AFTON OAKS / RIVER OAKS AREA,BRIAR FOREST,NEARTOWN - MONTROSE,MEMORIAL,SPRING BRANCH WEST,ADDICKS PARK TEN
WESTWOOD,57467.04551,68601.47858,60998.26311,88938.95017,29501.64686,66772.17455,80424.00814,73282.09154,34210.85786,45547.05293,71915.09469,81284.98014,88798.4582,103247.4145,51607.78306,58083.03655,77742.48866,67626.8078,67578.10018,44644.75699,45728.11593,99260.45321,42354.42544,111806.6358,93867.59798,50971.49874,67798.72914,57986.80649,87518.60454,56528.11969,82634.70219,102829.9263,69118.89365,76355.08949,83056.79427,99191.86992,93317.7797,98114.17665,121068.3292,165118.5468,154110.2521,55609.45464,54996.37985,6008.310069,0,29374.39309,18861.32509,102400.1643,55505.00588,4577.448013,32080.84259,51326.07854,5987.014125,78358.06993,127850.1064,16841.49741,26623.48422,3663.204794,35661.25416,63131.37672,42831.46511,55295.61479,83127.22854,89948.41737,45268.85084,18621.86638,53254.87462,68926.71928,84875.35394,41568.52119,13674.38917,52322.91462,72805.70029,34779.9244,58235.78399,17246.83542,65709.59816,54518.61355,31687.6058,16094.62283,96949.26127,78272.14298,36874.40618,20401.74812,48245.02784,28580.64379,37533.97448,46435.42122
FORT BEND HOUSTON,62932.91847,69066.42832,64733.57678,81888.89025,47044.41593,89970.0523,55236.63494,55517.97709,63326.53239,59614.35436,73352.2092,76667.04907,84595.48651,95207.8398,69092.70195,71255.7096,83120.71432,38818.30085,74764.46619,67023.47189,76783.15864,97369.03654,68338.91954,111269.962,95136.27833,79438.71679,82235.08315,77571.82592,92354.25462,86646.09066,93509.82283,104896.3075,88765.07019,90731.21473,103271.5548,107279.8366,123903.6299,118488.9041,136333.4385,177936.895,157716.8662,83350.50058,87184.7184,31843.88916,29374.39309,0,6999.522585,71352.96882,28664.7301,13380.13777,9454.005594,31579.38226,31420.48979,68345.53715,95053.02056,13995.09563,21647.79806,28735.69848,27574.97862,46885.28633,36345.50169,43563.76332,70620.16607,71990.89052,42336.36997,35148.86416,47984.32751,59565.02844,73984.9059,44124.02649,47065.66529,53298.60307,66078.1344,45187.18954,57297.58567,45420.99744,65163.42994,57022.87229,32771.59453,24952.5369,74627.11585,72975.32647,50138.92909,53214.58059,54620.02672,58227.45414,68401.92327,77130.68114
FONDREN GARDENS,57999.77649,66096.51937,60686.90404,82310.75365,40871.66156,84018.09816,64892.9112,61103.13597,59584.06244,52694.48281,71017.11938,77689.28476,84864.22562,98280.66421,60687.82288,64426.0382,78996.85226,50820.63533,69471.7253,58628.81425,67864.5207,96887.28035,61891.01357,109370.985,93272.82985,68429.26443,74997.43762,70331.33232,88969.53781,79468.40539,87221.48347,103129.856,81393.01327,83734.58091,94844.81556,102594.8106,114162.9105,112032.1491,129510.2177,171955.4422,156243.8723,75328.46914,75622.77662,24633.80789,18861.32509,6999.522585,0,86047.7216,39469.35836,8434.398841,13657.23037,38286.75142,27698.28342,68959.46269,110761.1441,6092.338672,16013.80726,17168.93653,25366.31056,50592.92912,34779.68238,45998.71576,72174.72986,78004.34248,39699.26524,26483.27033,47502.71372,60131.89037,76252.55703,38587.92206,38099.08174,49792.69563,65576.61539,38128.83728,53896.05558,34440.25679,62381.81491,52783.02757,26600.08922,14793.2405,82706.63715,72454.40601,43189.62811,45901.95578,48655.43948,54545.18048,60691.43895,73652.76172
SOUTH BELT / ELLINGTON,70140.45983,53760.50472,61194.41754,42845.45027,86733.19872,114597.8694,6955.990705,18182.06352,127646.0309,71570.05337,60522.13734,49160.61001,52798.01598,47764.83325,85754.10803,75419.62692,70318.5403,24411.64265,70559.71548,95035.36969,118672.5007,65592.97373,110320.175,70123.46499,71020.59743,109314.6386,87517.38354,91500.23874,72683.66449,127332.0136,80375.99929,72202.65016,101866.2588,86724.49112,112550.0196,87703.93826,151040.8104,119697.1423,119889.8747,145748.9659,110050.0909,115933.5396,129673.8489,91551.98751,102400.1643,71352.96882,86047.7216,0,35205.9625,88018.07984,52195.32068,40322.4887,108389.814,36807.69968,5884.556078,78165.64149,69939.69118,89755.56437,59897.02536,33779.70367,55974.92395,43569.98976,29317.65484,17921.40414,61152.97036,86069.21273,49382.25543,37532.69628,36579.80417,66716.96233,108311.0747,62746.56018,43084.00176,73453.59889,50522.76127,90876.39014,52007.77577,64160.87054,68063.90435,76957.17128,8318.415679,44618.86739,75863.58911,110834.5889,67669.99852,108370.8089,113374.8319,132394.3292
SOUTH ACRES / CRESTMONT PARK,42878.63925,39085.0574,37630.47264,42449.40616,50801.13686,86880.04469,13586.33579,12774.95116,92548.24236,46298.59434,45161.69582,41467.40996,48434.81828,57852.95282,56913.01839,52772.66765,57551.06142,3091.903898,50307.10324,64247.07542,83239.34831,62967.10937,74279.79843,75353.76684,63156.50866,77372.94216,65428.39047,68498.80939,64149.28062,92853.31182,68327.40218,71036.30488,78950.18455,71450.86915,89343.59223,78005.4767,122507.3433,104528.341,112227.8005,147628.1346,121590.9569,85043.0938,93193.5172,48560.2311,55505.00588,28664.7301,39469.35836,35205.9625,0,41634.64256,10058.1775,2780.04593,63317.32824,29711.78204,60719.73723,31155.33729,25433.2129,43823.34424,18242.70579,6006.291694,17056.38685,16735.76149,29418.372,29713.98372,25623.95351,42552.02786,24261.10824,22511.73364,35618.65403,28784.49462,64652.05115,30996.8337,30631.99594,38529.33719,29042.88868,52528.13687,32839.89691,36156.49793,26496.40594,32976.3861,31989.48896,37969.66222,42993.99857,70904.32896,36985.15062,76181.87282,79078.66,98053.44685
BRAYS OAKS,53638.92673,63226.63056,56780.3905,81302.08806,28081.67992,69385.78632,66514.13968,61138.92938,42153.82925,41610.62213,66122.01008,72659.34829,82083.38659,94196.86449,52690.51034,56116.11229,72757.61978,52929.20244,63521.89645,46624.0894,53238.14137,91624.65889,46676.08627,106824.7912,88913.0238,57078.18549,67662.81928,58407.97454,80899.11934,64120.58773,77214.2721,95563.96582,69041.62345,73597.12749,85912.76732,93138.95103,100730.9018,98216.95416,117721.1048,161000.056,147906.9429,61438.32314,62971.88082,8683.173277,4577.448013,13380.13777,8434.398841,88018.07984,41634.64256,0,16082.75446,39981.74901,10317.54744,68808.40058,113126.9643,4780.760311,15653.30628,4719.1981,23644.37994,50833.87833,33148.59534,43952.14513,73222.42657,78021.36324,35939.68459,15897.94004,43428.71333,60778.53811,74287.06241,34368.96947,22158.95634,46627.1002,63748.64551,29326.48234,51034.01756,21878.28506,59813.36921,49243.05682,23258.17134,6805.421722,84036.97364,70023.68814,31772.72413,29015.29006,43116.42306,38021.02332,44952.86518,56665.70063
CENTRAL SOUTHWEST,42793.85625,46745.78944,42908.40383,57660.37016,35141.59242,75821.45283,32333.85084,31765.84521,63329.49589,42024.01925,51439.37372,53666.54371,60809.65731,70503.641,52404.43327,51024.24578,61365.38142,20289.58039,52230.79307,52200.10443,67071.20989,74039.62343,59058.06284,87648.48363,72349.97769,67075.1568,64064.05261,61943.23426,69639.02751,77429.09895,67497.42904,78176.2181,73093.67404,67588.0982,86248.28834,82630.18526,111685.1781,94526.06055,107662.2114,143804.7673,123508.6412,71052.68336,78334.15526,27476.12049,32080.84259,9454.005594,13657.23037,52195.32068,10058.1775,16082.75446,0,8892.881648,36719.24952,44306.67184,76684.80256,9880.548215,8783.078002,23480.59532,8376.329694,22751.6697,14697.01191,20759.93049,46332.12422,47905.57629,22285.66474,25862.27359,25416.1386,35598.08638,49867.64264,22339.17443,43590.22374,31872.52011,42583.49681,30048.51302,35280.84868,34841.30054,42167.57427,36473.19337,15165.25467,15463.03297,51686.13986,49487.0414,33728.48797,48461.10522,34307.07738,54619.15098,60180.64692,74820.32025
SUNNYSIDE,31040.53506,29584.7607,26733.69881,37220.77625,38714.65544,73401.83781,18657.88257,12978.18346,86883.68895,34633.38034,35125.7763,34655.89825,41220.67077,52615.96591,44823.95799,40339.34908,46639.76577,10881.83966,38919.48542,51029.16705,71258.2832,54863.59961,63361.6823,68040.23197,54142.26682,65784.87241,53844.93055,55145.60744,54225.85257,80820.82851,57232.39985,63800.22076,65733.34166,59805.22883,77504.83177,68562.00403,110217.1919,92477.46772,101748.1954,139205.0429,115996.7042,71854.20789,82750.7161,42622.59963,51326.07854,31579.38226,38286.75142,40322.4887,2780.04593,39981.74901,8892.881648,0,60492.24912,23968.83397,66085.21481,28167.16445,18817.10851,38601.04099,9559.292734,3459.649823,6420.308008,5199.670036,26052.02042,28936.50655,13882.58986,34941.21238,12643.70142,15378.25899,29533.53144,18263.62132,58136.64873,19073.59148,23058.95488,27105.42695,18909.9386,43318.41401,23613.35493,24390.07639,17671.05121,27211.78071,34899.11071,30230.66735,31210.22346,62788.40668,25031.29216,66251.32124,67806.68095,87802.5341
ALIEF,64843.31563,76257.34617,68428.88709,96351.07963,30437.74639,63818.27608,86516.56175,79889.54364,16286.65234,46756.14481,77815.72588,85110.63389,96755.49187,105977.2931,55122.01222,61251.20727,81962.48909,74239.84938,73453.01115,44602.80618,41984.80507,102869.7072,37871.12992,118902.3564,100113.1224,50277.99609,70947.85384,57645.7224,89296.07457,50632.86421,84749.2547,105558.4721,66366.32048,77706.11719,85210.46982,99087.82364,87944.57179,91591.7743,115282.006,159847.1978,151995.7263,51547.57671,48800.61634,8173.314597,5987.014125,31420.48979,27698.28342,108389.814,63317.32824,10317.54744,36719.24952,60492.24912,0,86180.89576,133680.8778,25885.50516,36274.77152,12797.9235,43701.42791,69801.92243,50673.63544,61737.19159,91506.88057,96455.56779,52237.92003,26344.28823,60182.05376,77161.53861,91274.07613,50304.25149,7160.629652,60441.97576,79663.00241,39100.69853,65025.62303,17095.70791,73668.3248,62308.84862,40590.39107,23670.99922,103456.294,85062.3734,40175.00671,13693.26832,55114.27565,21659.01361,31085.27358,34036.37341
PECAN PARK,31176.69718,14677.67197,23133.79115,11080.48181,54477.01352,78053.26062,21707.49102,7754.569332,108324.5124,38594.89413,23505.42464,15722.84683,19428.54656,27754.56841,50114.41413,40623.53616,31644.52147,28648.76454,33537.28789,61771.53831,83696.95534,32579.95951,74693.53655,41585.35964,34589.22294,71749.44381,50330.69677,58595.00129,38582.10914,90986.72697,46864.78586,43754.66194,67517.59952,53900.48043,74103.59966,52989.69294,114113.2488,86395.02876,88406.7412,120484.9043,93157.51609,80733.47757,92489.8321,66045.39391,78358.06993,68345.53715,68959.46269,36807.69968,29711.78204,68808.40058,44306.67184,23968.83397,86180.89576,0,59179.59475,57568.23335,46677.48621,64259.13515,35949.50823,15162.96301,27597.20951,13112.56688,1845.927803,9071.428222,28648.73314,54690.46883,16014.10032,3065.912797,2354.374901,31259.5826,79955.20021,28102.0665,3008.53189,39369.73067,15397.77557,63717.27437,12127.47435,26166.59633,39163.57905,53306.27222,25547.16174,6871.413784,41029.79092,82976.24763,30953.02392,84436.533,83502.88575,104169.0025
CLEAR LAKE,94637.08872,76514.76844,85504.65496,61574.64333,112386.9341,138569.1068,32688.12548,44508.80765,158743.2504,95536.46755,82732.78144,64282.31375,71372.91122,59768.22343,110274.4268,99003.22915,89707.0559,48812.74545,93496.84546,120321.6773,144105.2457,81273.0288,135711.4363,83550.30029,89277.18765,134074.7007,110040.0335,114859.7116,91191.931,152668.4869,100471.7252,89264.14046,124803.8587,107021.451,134613.0307,105013.5512,174405.7817,140288.5278,132426.599,156614.5626,113430.1553,140684.3921,155042.9005,117173.9697,127850.1064,95053.02056,110761.1441,5884.556078,60719.73723,113126.9643,76684.80256,66085.21481,133680.8778,59179.59475,0,103570.2135,95617.11995,115370.7242,85548.63239,59586.08914,81697.15137,68877.41964,51839.95517,39911.43056,86864.88241,111559.9935,74169.7383,61111.23817,56301.85159,92144.56518,133915.0566,88323.08453,65592.91353,99025.11226,75241.61515,116524.6809,75952.51591,89141.19108,93763.58949,102617.9511,28151.43399,65663.68862,101341.2236,136421.3584,92962.8681,138919.1006,138902.4844,159368.2443
WESTBURY,44750.28806,53228.78206,47509.99591,70536.63361,29163.5564,72499.35582,56376.57281,50156.71203,55151.62976,38939.76241,56545.30158,63634.0968,71406.90379,84392.77659,47616.17381,50165.608,64263.12674,43362.32501,54837.15357,46929.79183,56623.89153,82422.69805,50609.44419,96730.97552,79244.24118,57471.7493,61698.03415,57437.37585,74208.27349,68174.68553,72575.59719,88433.09905,68608.14808,69639.47259,81760.79904,87829.44429,102865.6394,99141.1734,115326.7334,157449.1795,141535.0489,64075.28964,66292.07435,14385.39824,16841.49741,13995.09563,6092.338672,78165.64149,31155.33729,4780.760311,9880.548215,28167.16445,25885.50516,57568.23335,103570.2135,0,3866.44592,8529.505844,12603.96389,39891.86368,21971.82928,33067.46939,61808.71253,66998.17745,25450.70466,14986.56057,33393.15066,49548.68135,63401.14631,24076.72285,28777.83275,36766.73286,52874.68472,23952.99669,40984.43957,23649.87597,49623.61948,39627.75686,12869.36733,2838.372877,73385.16925,59327.50942,29541.28453,36163.54572,34308.4032,43919.3393,49655.08694,64619.59111
WILLOW MEADOWS / WILLOWBEND AREA,34155.9583,42069.35649,36685.4462,59314.76441,24248.08192,65709.41488,47996.25924,39048.50749,63742.70104,30715.16483,45828.45513,52217.79217,60167.08952,72799.77729,40413.08904,41490.40205,54551.02994,36873.27445,45457.98505,40510.11537,55956.73638,71286.64107,47632.4638,85502.98796,68140.37382,54706.14353,53018.83766,49686.79294,64269.58182,66314.00675,63699.54623,77968.76662,61044.57158,61051.54206,74485.23424,78507.85181,99173.2858,91091.28443,106610.909,148530.6628,131140.6088,60021.40669,66018.52452,19385.83421,26623.48422,21647.79806,16013.80726,69939.69118,25433.2129,15653.30628,8783.078002,18817.10851,36274.77152,46677.48621,95617.11995,3866.44592,0,14532.17097,2624.051832,29028.13893,11044.19178,21289.38161,51245.23056,55617.13231,14303.43163,12742.54565,21920.37031,38713.97049,52135.83913,14326.05045,35305.70287,25719.45475,41686.68759,17215.16765,29850.92682,23161.33577,38425.19681,28706.86677,2855.483523,3243.156034,63204.80836,48086.82615,21492.69663,41265.78337,24713.47254,46667.98391,50602.53726,68724.56229
BRAEBURN,45366.11576,55936.04758,48748.84896,75236.92659,20004.36085,62783.22165,67728.9434,59536.22895,42015.32821,33769.7023,58286.53097,67036.0652,75821.17072,88888.93888,43121.4857,46776.78229,64181.28528,55735.0553,55015.80166,37549.29629,45912.2364,85144.67386,40742.19719,99405.43764,81016.52331,48077.96974,58222.76735,49929.29668,74148.53811,57824.88572,70191.78309,89229.10559,60800.01809,65026.98133,76317.01759,86391.65572,92963.0175,91292.55845,110654.031,153980.235,141320.1594,54079.05961,54994.01886,3530.313413,3663.204794,28735.69848,17168.93653,89755.56437,43823.34424,4719.1981,23480.59532,38601.04099,12797.9235,64259.13515,115370.7242,8529.505844,14532.17097,0,22052.76213,49537.03367,28712.47602,41185.14129,69451.571,75997.07561,30964.97381,6145.468313,38907.09526,55814.59805,70581.20817,28331.44001,16171.67113,39437.88866,58445.31321,21147.38372,44018.1097,13503.09322,52854.94398,41709.15174,18562.32202,3009.286216,83662.662,63881.18373,24459.61673,23660.63692,34935.49365,32157.8559,38349.35076,52104.79124
SOUTH MAIN,28169.33155,33237.58665,29109.86768,49016.97237,28175.14161,65851.30052,37980.41894,28339.9306,71999.70378,29384.31257,38312.10237,42758.57617,50005.56526,62916.78373,38850.41118,36662.42761,47405.1112,28124.4883,38485.39468,42034.47746,60463.71155,62514.37473,51480.18289,75983.73054,60034.33055,56244.88566,49875.10941,49079.94662,56998.69412,70076.06494,57131.13432,70221.15606,59885.28541,56482.81508,72516.45393,71405.77876,100998.4564,88011.30888,101194.2949,141855.3883,123234.5464,62681.67125,69695.43001,27734.15317,35661.25416,27574.97862,25366.31056,59897.02536,18242.70579,23644.37994,8376.329694,9559.292734,43701.42791,35949.50823,85548.63239,12603.96389,2624.051832,22052.76213,0,18337.34376,1618.989138,10651.15722,40532.49653,44722.52636,7608.4978,20056.20944,13362.18937,27967.17507,41437.03368,8102.506667,43955.03455,17533.87572,31377.91619,17936.54745,21513.30722,31076.08181,29431.05265,21824.55887,3024.497383,11301.35181,52747.67124,38002.34193,22074.63288,50002.85536,19941.02644,54585.75801,56711.30292,76306.60264
SOUTH PARK,30961.88848,23527.18857,24265.7903,28148.34632,44657.62038,76762.8799,12851.06991,4442.453746,94307.80984,35598.37156,29723.57685,26793.71638,33138.42673,43815.38057,46831.29718,41310.9928,42746.55314,9484.414729,36570.71564,55788.14465,76504.67812,47516.75171,68245.45745,60172.6712,47573.13026,68663.86973,52596.56904,58068.71265,48625.92132,85579.12458,53258.30799,56227.50575,68148.89935,57991.08941,77070.59473,62766.15017,112819.7873,91296.02526,96929.85337,132531.2946,107747.9437,76415.96246,87763.57716,50370.86861,63131.37672,46885.28633,50592.92912,33779.70367,6006.291694,50833.87833,22751.6697,3459.649823,69801.92243,15162.96301,59586.08914,39891.86368,29028.13893,49537.03367,18337.34376,0,14148.72779,4014.28861,16349.68342,21385.12677,18613.79516,43697.75438,11222.59276,7330.01055,20788.69463,24369.408,66463.03814,20886.40221,15409.59106,31244.69197,14204.28142,50418.09217,17415.16272,23977.69524,25696.16153,35841.29852,26518.12566,22781.51871,34175.69004,69919.68749,26460.18895,73008.4196,74013.1634,94247.91223
ASTRODOME AREA,21441.28157,25489.11677,21445.52789,40760.14712,27496.49053,63398.03936,34286.83714,23817.33962,74978.62394,24513.58997,29855.17086,33784.89948,41830.20094,54075.24679,33734.60135,32382.98335,39677.94358,25856.98928,31954.0326,40401.46445,59743.83249,53896.90402,50615.48915,67978.52444,51541.79995,53213.87478,44054.09956,45594.92292,48294.07249,69072.32038,50667.92708,60851.05039,56449.09631,52277.84012,67792.98016,63358.07884,98732.31922,84380.88726,95390.34638,134209.0223,113897.7568,61172.99071,69617.45632,31150.44744,42831.46511,36345.50169,34779.68238,55974.92395,17056.38685,33148.59534,14697.01191,6420.308008,50673.63544,27597.20951,81697.15137,21971.82928,11044.19178,28712.47602,1618.989138,14148.72779,0,4609.894685,32275.99001,39295.12537,2132.287538,22693.87238,4426.52626,19593.29814,33239.65894,5162.259166,46268.04286,10185.37234,23194.4385,14438.54901,13811.89506,31494.92405,21605.56923,14982.33767,4650.437613,17563.6134,48687.00569,29881.88161,19093.67212,50939.40064,14127.40739,54618.00248,56385.0862,76244.90622
GREATER OST / SOUTH UNION,21651.51539,17317.01271,17162.45008,26737.99308,35740.85639,67518.43638,24497.86143,9793.862646,86734.58396,26864.09408,23041.33547,22974.79124,28901.63568,40857.34615,37548.73008,33148.93275,35104.45434,23326.49387,29638.1585,46434.13057,67171.44551,42536.83252,57958.98295,55903.70264,41731.68734,58762.97906,44843.24111,48987.89266,42127.25242,75765.57967,46485.29074,50939.35531,59267.57316,51072.09643,69398.96915,56323.13856,103513.8106,84371.94515,90424.25206,126659.5805,103168.6798,67038.55759,77482.3882,42782.66801,55295.61479,43563.76332,45998.71576,43569.98976,16735.76149,43952.14513,20759.93049,5199.670036,61737.19159,13112.56688,68877.41964,33067.46939,21289.38161,41185.14129,10651.15722,4014.28861,4609.894685,0,17880.92865,23666.96699,8318.9069,33449.39167,2413.59493,5008.634156,18957.39873,14036.8782,58071.94027,11291.79222,10909.59412,21036.097,7024.229465,42628.25016,11281.91005,14939.73967,15914.58651,28154.65605,34444.66061,17961.07049,24252.20985,62079.88197,16937.48884,64622.67751,65158.63116,85532.29761
PARK PLACE,37827.38865,21089.57549,30143.14319,12019.99181,61190.72168,84998.83046,15939.48484,5591.025795,114554.1005,45666.44401,29624.003,20098.57728,21808.26716,27160.98589,57203.11485,47528.35517,36373.37913,25753.39399,40126.55966,68822.32029,90719.18025,34071.47334,81678.01224,43037.28256,37311.12213,78818.92843,56964.77163,65512.47859,42803.18514,98049.57387,51978.23492,45742.89961,74292.37096,59776.17638,80155.16761,56365.20118,121010.2256,91680.79115,92053.61472,121906.38,92556.27028,87790.8844,99102.00654,71743.01337,83127.22854,70620.16607,72174.72986,29317.65484,29418.372,73222.42657,46332.12422,26052.02042,91506.88057,1845.927803,51839.95517,61808.71253,51245.23056,69451.571,40532.49653,16349.68342,32275.99001,17880.92865,0,3067.777852,34509.8674,60618.04392,22200.5576,8436.902751,3897.026037,37578.62983,86072.26316,34339.51606,9587.438775,45971.74175,22337.30855,70057.57655,18752.21243,32790.77927,44487.47214,58253.53457,17909.70736,11506.20905,47904.2782,89371.85663,37889.18381,91144.06898,90391.17701,111076.7508
MEADOWBROOK / ALLENDALE,45387.72404,26142.022,36094.89586,11298.31408,67571.15314,88592.38383,9707.309824,5508.427098,119898.1227,50706.59586,31969.35372,21217.99172,21451.8529,21428.12717,61981.74656,51223.38259,39378.89524,23609.74387,42930.97599,74026.44847,96219.98099,34716.7916,87755.92171,41230.67068,39598.94334,84512.31781,59493.78365,69186.42244,43309.38732,104037.504,53113.41199,43407.95889,77093.673,61468.43446,83540.60537,56254.86322,124053.935,92751.10857,91725.92407,117438.4882,85528.92857,92267.80482,106606.7406,76711.45505,89948.41737,71990.89052,78004.34248,17921.40414,29713.98372,78021.36324,47905.57629,28936.50655,96455.56779,9071.428222,39911.43056,66998.17745,55617.13231,75997.07561,44722.52636,21385.12677,39295.12537,23666.96699,3067.777852,0,42103.74884,67391.20393,27669.77048,14019.24735,5712.055938,44903.29165,91623.76065,41916.06839,15391.00228,52573.07083,27976.99025,75398.93775,26041.91877,40397.84869,50817.72612,62589.0278,9934.14796,14957.85199,53968.72096,94780.14321,45022.45435,96693.65408,96068.68193,116672.0313
MEDICAL CENTER AREA,13835.39509,19478.32666,14525.41704,38148.40716,26586.73454,57799.87883,40157.03756,27780.19601,75794.98958,17998.574,25254.38572,32181.10751,39147.51051,53066.48046,27793.26612,24530.35608,34028.7378,33757.57618,25228.85441,36922.19636,57953.97011,50838.76875,48655.55232,63101.17048,47272.48352,48142.02094,36569.61166,39381.04324,43670.90468,66285.066,43977.17715,57347.0287,49768.76059,44369.19295,60317.48966,58033.29153,93739.86483,76558.52279,88342.15237,128540.1625,110538.5526,57378.88369,66430.94333,32348.39832,45268.85084,42336.36997,39699.26524,61152.97036,25623.95351,35939.68459,22285.66474,13882.58986,52237.92003,28648.73314,86864.88241,25450.70466,14303.43163,30964.97381,7608.4978,18613.79516,2132.287538,8318.9069,34509.8674,42103.74884,0,21628.44254,3321.764967,18391.51215,34485.97421,1708.405886,47103.88927,3065.187616,22145.29519,11123.40601,8123.799951,31941.94474,15463.74239,7334.452005,5990.628087,19650.47062,53015.9353,27610.90144,14753.11465,51431.63044,6952.891326,54780.38539,56112.83504,76141.51025
GULFTON,31986.7331,43469.44526,35566.21404,63801.89039,7667.73135,50459.42861,64205.86014,52972.904,47437.58618,18097.74032,45083.58504,53073.99525,64172.65959,75185.93404,27651.35477,31648.81648,49756.40556,53667.96036,41015.33996,25119.24424,37656.23585,70522.51218,30093.07342,86181.20585,67483.10513,35987.03494,42699.48999,35612.19452,58468.95832,48457.05358,54130.23734,73765.92527,46512.70908,49232.83165,61123.77429,70408.61736,82261.71254,77127.04685,94951.35896,138064.7113,125529.8847,43276.12819,46287.48785,5727.833294,18621.86638,35148.86416,26483.27033,86069.21273,42552.02786,15897.94004,25862.27359,34941.21238,26344.28823,54690.46883,111559.9935,14986.56057,12742.54565,6145.468313,20056.20944,43697.75438,22693.87238,33449.39167,60618.04392,67391.20393,21628.44254,0,29237.50426,44824.92026,59687.91811,18724.89334,18656.51277,27926.59274,47525.46744,6280.555709,32478.34666,4804.381073,40996.06836,29587.91256,11527.27118,5460.917451,78287.51714,52592.95252,8588.894547,23508.06961,22281.54156,28416.14906,32092.25967,50507.66993
MACGREGOR,14535.37694,12761.77209,10168.35006,27356.70727,30732.2047,58729.51602,31024.44072,15205.38815,83449.83423,17866.78456,20029.83848,20814.45555,28278.22434,40417.31911,29007.00539,23675.1956,30291.63499,30794.88796,22561.80781,39247.47912,60704.01142,40798.71195,51494.8724,54344.22817,39646.30402,51331.82943,36705.67516,39960.88784,39061.31176,68641.80524,41343.40204,49953.6931,49981.56667,42795.98264,60780.59159,54444.35385,95065.39286,75502.92005,86026.6121,125090.9409,102287.8808,59277.33431,70449.74789,40198.92458,53254.87462,47984.32751,47502.71372,49382.25543,24261.10824,43428.71333,25416.1386,12643.70142,60182.05376,16014.10032,74169.7383,33393.15066,21920.37031,38907.09526,13362.18937,11222.59276,4426.52626,2413.59493,22200.5576,27669.77048,3321.764967,29237.50426,0,7209.325124,20904.46972,7307.693549,54767.39888,4117.436871,9805.170871,15464.43565,1743.756767,39192.17534,8256.532651,7768.903988,14106.97863,27328.02943,39667.58266,16294.74039,17503.20345,58629.74822,9398.143153,60648.39435,59916.46342,80606.99791
GULFGATE RIVERVIEW / PINE VALLEY,22946.90353,10010.10705,13922.81243,17326.39977,43859.64334,67469.12332,21516.87933,5693.709789,97392.72892,26051.60137,16589.06684,16097.29327,23787.46835,34489.66598,38614.29496,28615.48387,29795.28582,25517.79596,24288.09495,49263.33909,72856.87562,37083.6231,64389.14521,47827.23533,35639.50103,62391.32383,41328.495,46412.91288,34988.81974,81095.41417,39691.9823,45962.17644,55642.90055,44148.49498,66498.99275,50182.64988,104073.4522,77421.61281,83859.42919,120841.3041,98444.90711,69054.96218,83553.13655,56505.1192,68926.71928,59565.02844,60131.89037,37532.69628,22511.73364,60778.53811,35598.08638,15378.25899,77161.53861,3065.912797,61111.23817,49548.68135,38713.97049,55814.59805,27967.17507,7330.01055,19593.29814,5008.634156,8436.902751,14019.24735,18391.51215,44824.92026,7209.325124,0,9570.944865,21101.61132,69402.22261,18110.25991,2529.853882,28711.9156,3840.751331,52761.34398,5086.450316,17413.61562,30776.06235,45208.32665,26787.73725,9786.319891,30216.27686,71787.75298,21460.24214,72696.93832,71283.93121,92007.66879
